path,rank,score,used_measured_state,initial_offline_lines,simulation_initial_source,total_load_shed_mw,critical,final_outage_labels
L03->L25,1,0.3247194290161133,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L03->L26,2,0.3247194290161133,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L03->L32,3,0.31394246220588684,False,,seed_initial_dcopf_case,0.0,False,"L03,L32"
L03->L33,4,0.31394246220588684,False,,seed_initial_dcopf_case,0.0,False,"L03,L33"
L03->L02,5,0.30462732911109924,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L03->L38,6,0.3044198751449585,False,,seed_initial_dcopf_case,0.0,False,"L03,L38"
L03->L30,7,0.3034316301345825,False,,seed_initial_dcopf_case,0.0,False,"L03,L30"
L03->L01,8,0.2965339124202728,False,,seed_initial_dcopf_case,0.0,False,"L01,L03"
L03->L06,9,0.2920566499233246,False,,seed_initial_dcopf_case,0.0,False,"L03,L06"
L03->L24,10,0.2915007472038269,False,,seed_initial_dcopf_case,0.0,False,"L03,L24"
L02->L03,11,0.29139024019241333,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L04->L01,12,0.29122254252433777,False,,seed_initial_dcopf_case,0.0,False,"L01,L04"
L03->L08,13,0.2912084460258484,False,,seed_initial_dcopf_case,0.0,False,"L03,L08"
L19->L25,14,0.2909013330936432,False,,seed_initial_dcopf_case,0.0,False,"L19,L25"
L19->L26,15,0.2909013330936432,False,,seed_initial_dcopf_case,0.0,False,"L19,L26"
L03->L27,16,0.2893766462802887,False,,seed_initial_dcopf_case,0.0,False,"L03,L27"
L20->L25,17,0.2893145680427551,False,,seed_initial_dcopf_case,0.0,False,"L20,L25"
L20->L26,18,0.2893145680427551,False,,seed_initial_dcopf_case,0.0,False,"L20,L26"
L14->L25,19,0.28905627131462097,False,,seed_initial_dcopf_case,0.0,False,"L14,L25"
L14->L26,20,0.2890562415122986,False,,seed_initial_dcopf_case,0.0,False,"L14,L26"
L38->L32,21,0.2881080210208893,False,,seed_initial_dcopf_case,0.0,False,"L32,L38"
L38->L33,22,0.2881080210208893,False,,seed_initial_dcopf_case,0.0,False,"L33,L38"
L12->L03,23,0.28798213601112366,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L03->L23,24,0.28731733560562134,False,,seed_initial_dcopf_case,0.0,False,"L03,L23"
L16->L03,25,0.2867027223110199,False,,seed_initial_dcopf_case,0.0,False,"L03,L16"
L22->L25,26,0.2857750654220581,False,,seed_initial_dcopf_case,0.0,False,"L22,L25"
L22->L26,27,0.2857750654220581,False,,seed_initial_dcopf_case,0.0,False,"L22,L26"
L09->L03,28,0.28515300154685974,False,,seed_initial_dcopf_case,84.02084761741581,True,"L03,L09"
L25->L03,29,0.28479474782943726,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L26->L03,30,0.28479474782943726,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L19->L03,31,0.28401103615760803,False,,seed_initial_dcopf_case,0.0,False,"L03,L19"
L03->L07,32,0.2829916775226593,False,,seed_initial_dcopf_case,0.0,False,"L03,L07"
L03->L09,33,0.2826769948005676,False,,seed_initial_dcopf_case,84.02084761741581,True,"L03,L09"
L03->L12,34,0.2826685309410095,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L03->L21,35,0.28246474266052246,False,,seed_initial_dcopf_case,0.0,False,"L03,L21"
L03->L04,36,0.2823698818683624,False,,seed_initial_dcopf_case,0.0,False,"L03,L04"
L11->L03,37,0.28187182545661926,False,,seed_initial_dcopf_case,0.0,False,"L03,L11"
L20->L03,38,0.2815943956375122,False,,seed_initial_dcopf_case,0.0,False,"L03,L20"
L17->L03,39,0.28138840198516846,False,,seed_initial_dcopf_case,0.0,False,"L03,L17"
L36->L03,40,0.28126728534698486,False,,seed_initial_dcopf_case,0.0,False,"L03,L36"
L37->L03,41,0.28126728534698486,False,,seed_initial_dcopf_case,0.0,False,"L03,L37"
L31->L03,42,0.2810675799846649,False,,seed_initial_dcopf_case,0.0,False,"L03,L31"
L13->L03,43,0.28034162521362305,False,,seed_initial_dcopf_case,0.0,False,"L03,L13"
L18->L03,44,0.2802056670188904,False,,seed_initial_dcopf_case,0.0,False,"L03,L18"
L19->L32,45,0.28018254041671753,False,,seed_initial_dcopf_case,0.0,False,"L19,L32"
L19->L33,46,0.28018254041671753,False,,seed_initial_dcopf_case,0.0,False,"L19,L33"
L21->L03,47,0.2801494002342224,False,,seed_initial_dcopf_case,0.0,False,"L03,L21"
L38->L03,48,0.2798745036125183,False,,seed_initial_dcopf_case,0.0,False,"L03,L38"
L28->L03,49,0.27978628873825073,False,,seed_initial_dcopf_case,0.0,False,"L03,L28"
L32->L03,50,0.2797592878341675,False,,seed_initial_dcopf_case,0.0,False,"L03,L32"
L33->L03,51,0.2797592878341675,False,,seed_initial_dcopf_case,0.0,False,"L03,L33"
L34->L03,52,0.27975428104400635,False,,seed_initial_dcopf_case,0.0,False,"L03,L34"
L35->L03,53,0.27975428104400635,False,,seed_initial_dcopf_case,0.0,False,"L03,L35"
L30->L03,54,0.27961334586143494,False,,seed_initial_dcopf_case,0.0,False,"L03,L30"
L38->L25,55,0.27952131628990173,False,,seed_initial_dcopf_case,0.0,False,"L25,L38"
L38->L26,56,0.27952131628990173,False,,seed_initial_dcopf_case,0.0,False,"L26,L38"
L14->L33,57,0.27939146757125854,False,,seed_initial_dcopf_case,0.0,False,"L14,L33"
L14->L32,58,0.27939143776893616,False,,seed_initial_dcopf_case,0.0,False,"L14,L32"
L20->L32,59,0.27871114015579224,False,,seed_initial_dcopf_case,0.0,False,"L20,L32"
L20->L33,60,0.27871114015579224,False,,seed_initial_dcopf_case,0.0,False,"L20,L33"
L24->L03,61,0.2783363461494446,False,,seed_initial_dcopf_case,0.0,False,"L03,L24"
L03->L20,62,0.2780890464782715,False,,seed_initial_dcopf_case,0.0,False,"L03,L20"
L22->L03,63,0.2780749201774597,False,,seed_initial_dcopf_case,0.0,False,"L03,L22"
L03->L31,64,0.2779788672924042,False,,seed_initial_dcopf_case,0.0,False,"L03,L31"
L03->L14,65,0.27785417437553406,False,,seed_initial_dcopf_case,0.0,False,"L03,L14"
L03->L36,66,0.27773725986480713,False,,seed_initial_dcopf_case,0.0,False,"L03,L36"
L03->L37,67,0.27773725986480713,False,,seed_initial_dcopf_case,0.0,False,"L03,L37"
L23->L03,68,0.2774978578090668,False,,seed_initial_dcopf_case,0.0,False,"L03,L23"
L01->L02,69,0.2769273519515991,False,,seed_initial_dcopf_case,0.0,False,"L01,L02"
L03->L16,70,0.2768637537956238,False,,seed_initial_dcopf_case,0.0,False,"L03,L16"
L29->L03,71,0.2768595516681671,False,,seed_initial_dcopf_case,0.0,False,"L03,L29"
L05->L01,72,0.27671220898628235,False,,seed_initial_dcopf_case,0.0,False,"L01,L05"
L03->L11,73,0.2764638364315033,False,,seed_initial_dcopf_case,0.0,False,"L03,L11"
L03->L15,74,0.27595770359039307,False,,seed_initial_dcopf_case,0.0,False,"L03,L15"
L14->L03,75,0.27514225244522095,False,,seed_initial_dcopf_case,0.0,False,"L03,L14"
L03->L05,76,0.27512261271476746,False,,seed_initial_dcopf_case,0.0,False,"L03,L05"
L03->L10,77,0.27512261271476746,False,,seed_initial_dcopf_case,0.0,False,"L03,L10"
