path,score,first_probability,second_probability,rank,used_measured_state,initial_offline_lines,simulation_initial_source
L03->L25,0.3247194290161133,0.5633279085159302,0.5764305591583252,1,False,,seed_initial_dcopf_case
L03->L26,0.3247194290161133,0.5633279085159302,0.5764305591583252,2,False,,seed_initial_dcopf_case
L03->L32,0.31394246220588684,0.5633279085159302,0.5572996735572815,3,False,,seed_initial_dcopf_case
L03->L33,0.31394246220588684,0.5633279085159302,0.5572996735572815,4,False,,seed_initial_dcopf_case
L03->L02,0.30462732911109924,0.5633279085159302,0.540763795375824,5,False,,seed_initial_dcopf_case
L03->L38,0.3044198751449585,0.5633279085159302,0.5403954982757568,6,False,,seed_initial_dcopf_case
L03->L30,0.3034316301345825,0.5633279085159302,0.5386412143707275,7,False,,seed_initial_dcopf_case
L03->L01,0.2965339124202728,0.5633279085159302,0.526396632194519,8,False,,seed_initial_dcopf_case
L03->L06,0.2920566499233246,0.5633279085159302,0.5184487700462341,9,False,,seed_initial_dcopf_case
L03->L24,0.2915007472038269,0.5633279085159302,0.5174619555473328,10,False,,seed_initial_dcopf_case
L02->L03,0.29139024019241333,0.5031734108924866,0.579105019569397,11,False,,seed_initial_dcopf_case
L04->L01,0.29122254252433777,0.5195952653884888,0.5604795813560486,12,False,,seed_initial_dcopf_case
L03->L08,0.2912084460258484,0.5633279085159302,0.5169430375099182,13,False,,seed_initial_dcopf_case
L19->L25,0.2909013330936432,0.49849721789360046,0.583556592464447,14,False,,seed_initial_dcopf_case
L19->L26,0.2909013330936432,0.49849721789360046,0.583556592464447,15,False,,seed_initial_dcopf_case
L03->L27,0.2893766462802887,0.5633279085159302,0.5136913061141968,16,False,,seed_initial_dcopf_case
L20->L25,0.2893145680427551,0.4974084794521332,0.58164381980896,17,False,,seed_initial_dcopf_case
L20->L26,0.2893145680427551,0.4974084794521332,0.58164381980896,18,False,,seed_initial_dcopf_case
L14->L25,0.28905627131462097,0.49723660945892334,0.5813254117965698,19,False,,seed_initial_dcopf_case
L14->L26,0.2890562415122986,0.49723660945892334,0.581325352191925,20,False,,seed_initial_dcopf_case
L38->L32,0.2881080210208893,0.4883880317211151,0.5899162292480469,21,False,,seed_initial_dcopf_case
L38->L33,0.2881080210208893,0.4883880317211151,0.5899162292480469,22,False,,seed_initial_dcopf_case
L12->L03,0.28798213601112366,0.4883880317211151,0.5896584391593933,23,False,,seed_initial_dcopf_case
L03->L23,0.28731733560562134,0.5633279085159302,0.5100356936454773,24,False,,seed_initial_dcopf_case
L16->L03,0.2867027223110199,0.4952470362186432,0.5789085030555725,25,False,,seed_initial_dcopf_case
L22->L25,0.2857750654220581,0.4928055703639984,0.5798941254615784,26,False,,seed_initial_dcopf_case
L22->L26,0.2857750654220581,0.4928055703639984,0.5798941254615784,27,False,,seed_initial_dcopf_case
L09->L03,0.28515300154685974,0.4883880317211151,0.5838656425476074,28,False,,seed_initial_dcopf_case
L25->L03,0.28479474782943726,0.4971925914287567,0.5728057026863098,29,False,,seed_initial_dcopf_case
L26->L03,0.28479474782943726,0.4971925914287567,0.5728057026863098,30,False,,seed_initial_dcopf_case
L19->L03,0.28401103615760803,0.49849721789360046,0.5697344541549683,31,False,,seed_initial_dcopf_case
L03->L07,0.2829916775226593,0.5633279085159302,0.5023569464683533,32,False,,seed_initial_dcopf_case
L03->L09,0.2826769948005676,0.5633279085159302,0.5017983317375183,33,False,,seed_initial_dcopf_case
L03->L12,0.2826685309410095,0.5633279085159302,0.5017833113670349,34,False,,seed_initial_dcopf_case
L03->L21,0.28246474266052246,0.5633279085159302,0.5014215111732483,35,False,,seed_initial_dcopf_case
L03->L04,0.2823698818683624,0.5633279085159302,0.5012531280517578,36,False,,seed_initial_dcopf_case
L11->L03,0.28187182545661926,0.4883880317211151,0.5771473050117493,37,False,,seed_initial_dcopf_case
L20->L03,0.2815943956375122,0.4974084794521332,0.5661230087280273,38,False,,seed_initial_dcopf_case
L17->L03,0.28138840198516846,0.4940875172615051,0.5695112347602844,39,False,,seed_initial_dcopf_case
L36->L03,0.28126728534698486,0.491067498922348,0.5727670788764954,40,False,,seed_initial_dcopf_case
L37->L03,0.28126728534698486,0.491067498922348,0.5727670788764954,41,False,,seed_initial_dcopf_case
L31->L03,0.2810675799846649,0.49209895730018616,0.5711606740951538,42,False,,seed_initial_dcopf_case
L13->L03,0.28034162521362305,0.4901811182498932,0.5719143748283386,43,False,,seed_initial_dcopf_case
L18->L03,0.2802056670188904,0.4893878996372223,0.5725635290145874,44,False,,seed_initial_dcopf_case
L19->L32,0.28018254041671753,0.49849721789360046,0.5620543956756592,45,False,,seed_initial_dcopf_case
L19->L33,0.28018254041671753,0.49849721789360046,0.5620543956756592,46,False,,seed_initial_dcopf_case
L21->L03,0.2801494002342224,0.49524644017219543,0.565676748752594,47,False,,seed_initial_dcopf_case
L38->L03,0.2798745036125183,0.4883880317211151,0.5730576515197754,48,False,,seed_initial_dcopf_case
L28->L03,0.27978628873825073,0.4883880317211151,0.572877049446106,49,False,,seed_initial_dcopf_case
L32->L03,0.2797592878341675,0.4883880317211151,0.5728217363357544,50,False,,seed_initial_dcopf_case
L33->L03,0.2797592878341675,0.4883880317211151,0.5728217363357544,51,False,,seed_initial_dcopf_case
L34->L03,0.27975428104400635,0.4883880317211151,0.572811484336853,52,False,,seed_initial_dcopf_case
L35->L03,0.27975428104400635,0.4883880317211151,0.572811484336853,53,False,,seed_initial_dcopf_case
L30->L03,0.27961334586143494,0.4883880317211151,0.5725229382514954,54,False,,seed_initial_dcopf_case
L38->L25,0.27952131628990173,0.4883880317211151,0.5723344683647156,55,False,,seed_initial_dcopf_case
L38->L26,0.27952131628990173,0.4883880317211151,0.5723344683647156,56,False,,seed_initial_dcopf_case
L14->L33,0.27939146757125854,0.49723660945892334,0.5618883967399597,57,False,,seed_initial_dcopf_case
L14->L32,0.27939143776893616,0.49723660945892334,0.5618883371353149,58,False,,seed_initial_dcopf_case
L20->L32,0.27871114015579224,0.4974084794521332,0.5603264570236206,59,False,,seed_initial_dcopf_case
L20->L33,0.27871114015579224,0.4974084794521332,0.5603264570236206,60,False,,seed_initial_dcopf_case
L24->L03,0.2783363461494446,0.4883880317211151,0.5699082016944885,61,False,,seed_initial_dcopf_case
L03->L20,0.2780890464782715,0.5633279085159302,0.49365395307540894,62,False,,seed_initial_dcopf_case
L22->L03,0.2780749201774597,0.4928055703639984,0.5642690062522888,63,False,,seed_initial_dcopf_case
L03->L31,0.2779788672924042,0.5633279085159302,0.4934583604335785,64,False,,seed_initial_dcopf_case
L03->L14,0.27785417437553406,0.5633279085159302,0.4932370185852051,65,False,,seed_initial_dcopf_case
L03->L36,0.27773725986480713,0.5633279085159302,0.4930294454097748,66,False,,seed_initial_dcopf_case
L03->L37,0.27773725986480713,0.5633279085159302,0.4930294454097748,67,False,,seed_initial_dcopf_case
L23->L03,0.2774978578090668,0.4883880317211151,0.5681913495063782,68,False,,seed_initial_dcopf_case
L01->L02,0.2769273519515991,0.522789478302002,0.5297110080718994,69,False,,seed_initial_dcopf_case
L03->L16,0.2768637537956238,0.5633279085159302,0.491478830575943,70,False,,seed_initial_dcopf_case
L29->L03,0.2768595516681671,0.4883880317211151,0.5668843984603882,71,False,,seed_initial_dcopf_case
L05->L01,0.27671220898628235,0.49525779485702515,0.5587235689163208,72,False,,seed_initial_dcopf_case
L03->L11,0.2764638364315033,0.5633279085159302,0.4907689392566681,73,False,,seed_initial_dcopf_case
L03->L15,0.27595770359039307,0.5633279085159302,0.48987045884132385,74,False,,seed_initial_dcopf_case
L14->L03,0.27514225244522095,0.49723660945892334,0.5533427000045776,75,False,,seed_initial_dcopf_case
L03->L05,0.27512261271476746,0.5633279085159302,0.4883880317211151,76,False,,seed_initial_dcopf_case
L03->L10,0.27512261271476746,0.5633279085159302,0.4883880317211151,77,False,,seed_initial_dcopf_case
L03->L13,0.27512261271476746,0.5633279085159302,0.4883880317211151,78,False,,seed_initial_dcopf_case
L03->L17,0.27512261271476746,0.5633279085159302,0.4883880317211151,79,False,,seed_initial_dcopf_case
L03->L18,0.27512261271476746,0.5633279085159302,0.4883880317211151,80,False,,seed_initial_dcopf_case
L03->L19,0.27512261271476746,0.5633279085159302,0.4883880317211151,81,False,,seed_initial_dcopf_case
L03->L22,0.27512261271476746,0.5633279085159302,0.4883880317211151,82,False,,seed_initial_dcopf_case
L03->L28,0.27512261271476746,0.5633279085159302,0.4883880317211151,83,False,,seed_initial_dcopf_case
L03->L29,0.27512261271476746,0.5633279085159302,0.4883880317211151,84,False,,seed_initial_dcopf_case
L03->L34,0.27512261271476746,0.5633279085159302,0.4883880317211151,85,False,,seed_initial_dcopf_case
L03->L35,0.27512261271476746,0.5633279085159302,0.4883880317211151,86,False,,seed_initial_dcopf_case
L22->L32,0.274978905916214,0.4928055703639984,0.5579866170883179,87,False,,seed_initial_dcopf_case
L22->L33,0.274978905916214,0.4928055703639984,0.5579866170883179,88,False,,seed_initial_dcopf_case
L12->L25,0.27331289649009705,0.4883880317211151,0.5596224069595337,89,False,,seed_initial_dcopf_case
L12->L26,0.27331289649009705,0.4883880317211151,0.5596224069595337,90,False,,seed_initial_dcopf_case
L28->L30,0.2732449173927307,0.4883880317211151,0.5594832301139832,91,False,,seed_initial_dcopf_case
L02->L01,0.2727995812892914,0.5031734108924866,0.5421581864356995,92,False,,seed_initial_dcopf_case
L15->L03,0.27250751852989197,0.4982787072658539,0.5468977689743042,93,False,,seed_initial_dcopf_case
L15->L06,0.2715560793876648,0.4982787072658539,0.5449883341789246,94,False,,seed_initial_dcopf_case
L01->L04,0.27111366391181946,0.522789478302002,0.51859050989151,95,False,,seed_initial_dcopf_case
L19->L30,0.27100270986557007,0.49849721789360046,0.5436393618583679,96,False,,seed_initial_dcopf_case
L19->L38,0.2708978056907654,0.49849721789360046,0.543428897857666,97,False,,seed_initial_dcopf_case
L15->L04,0.27083051204681396,0.4982787072658539,0.5435321927070618,98,False,,seed_initial_dcopf_case
L06->L01,0.2706933617591858,0.4910501539707184,0.5512539744377136,99,False,,seed_initial_dcopf_case
L15->L08,0.270305871963501,0.4982787072658539,0.5424792766571045,100,False,,seed_initial_dcopf_case
