seed,scenario_id,line_label,line_index,q_fragile,fragility_label,loss_mask,first_step_direct_shed_label,first_step_critical,num_valid_second_critical,max_second_load_shed_mw,num_valid_second_relay_cascade,split
20260708,20260708,L001,0,0.9242587089538574,1,True,0,False,,,,test
20260708,20260708,L002,1,0.9411126971244812,1,True,0,False,,,,test
20260708,20260708,L003,2,0.9129398465156555,1,True,0,False,,,,test
20260708,20260708,L004,3,0.9484630227088928,1,True,0,False,,,,test
20260708,20260708,L005,4,0.9191383719444275,1,True,0,False,,,,test
20260708,20260708,L006,5,0.8601000308990479,1,True,0,False,,,,test
20260708,20260708,L007,6,0.9859724044799805,1,True,0,False,,,,test
20260708,20260708,L008,7,0.9720236659049988,1,True,0,False,,,,test
20260708,20260708,L009,8,0.9507627487182617,1,True,0,False,,,,test
20260708,20260708,L010,9,0.8786261677742004,1,True,0,False,,,,test
20260708,20260708,L011,10,0.9391407370567322,1,True,0,False,,,,test
20260708,20260708,L012,11,0.9856265187263489,1,True,0,False,,,,test
20260708,20260708,L013,12,0.9885560870170593,1,True,0,False,,,,test
20260708,20260708,L014,13,0.9886970520019531,1,True,0,False,,,,test
20260708,20260708,L015,14,0.9858404397964478,1,True,0,False,,,,test
20260708,20260708,L016,15,0.9124417304992676,0,False,0,False,,,,test
20260708,20260708,L017,16,0.9871750473976135,1,True,0,False,,,,test
20260708,20260708,L018,17,0.9656745195388794,1,True,0,False,,,,test
20260708,20260708,L019,18,0.9710035920143127,1,True,0,False,,,,test
20260708,20260708,L020,19,0.9863800406455994,1,True,0,False,,,,test
20260708,20260708,L021,20,0.9842081665992737,1,True,0,False,,,,test
20260708,20260708,L022,21,0.973152756690979,1,True,0,False,,,,test
20260708,20260708,L023,22,0.9680414795875549,1,True,0,False,,,,test
20260708,20260708,L024,23,0.9740235209465027,1,True,0,False,,,,test
20260708,20260708,L025,24,0.9853785037994385,1,True,0,False,,,,test
20260708,20260708,L026,25,0.9891746044158936,1,True,0,False,,,,test
20260708,20260708,L027,26,0.9729105830192566,1,True,0,False,,,,test
20260708,20260708,L028,27,0.9752412438392639,1,True,0,False,,,,test
20260708,20260708,L029,28,0.986790120601654,1,True,0,False,,,,test
20260708,20260708,L030,29,0.9907175898551941,1,True,0,False,,,,test
20260708,20260708,L031,30,0.984574019908905,1,True,0,False,,,,test
20260708,20260708,L032,31,0.956993818283081,1,True,0,False,,,,test
20260708,20260708,L033,32,0.9700085520744324,1,True,0,False,,,,test
20260708,20260708,L034,33,0.9663558006286621,1,True,0,False,,,,test
20260708,20260708,L035,34,0.9416008591651917,1,True,0,False,,,,test
20260708,20260708,L036,35,0.9863394498825073,1,True,0,False,,,,test
20260708,20260708,L037,36,0.9834907650947571,1,True,0,False,,,,test
20260708,20260708,L038,37,0.9736560583114624,1,True,0,False,,,,test
20260708,20260708,L039,38,0.9808626174926758,1,True,0,False,,,,test
20260708,20260708,L040,39,0.9602810144424438,1,True,0,False,,,,test
20260708,20260708,L041,40,0.9889927506446838,1,True,0,False,,,,test
20260708,20260708,L042,41,0.983966052532196,1,True,0,False,,,,test
20260708,20260708,L043,42,0.987174391746521,1,True,0,False,,,,test
20260708,20260708,L044,43,0.9676868319511414,1,True,0,False,,,,test
20260708,20260708,L045,44,0.9908943176269531,1,True,0,False,,,,test
20260708,20260708,L046,45,0.9326326251029968,1,True,0,False,,,,test
20260708,20260708,L047,46,0.9774464964866638,0,False,0,False,,,,test
20260708,20260708,L048,47,0.9745556712150574,1,True,0,False,,,,test
20260708,20260708,L049,48,0.9784950613975525,1,True,0,False,,,,test
20260708,20260708,L050,49,0.9871358275413513,1,True,0,False,,,,test
20260708,20260708,L051,50,0.9809092283248901,0,False,0,False,,,,test
20260708,20260708,L052,51,0.9702757000923157,1,True,0,False,,,,test
20260708,20260708,L053,52,0.9766205549240112,1,True,0,False,,,,test
20260708,20260708,L054,53,0.9795722365379333,1,True,0,False,,,,test
20260708,20260708,L055,54,0.9311649203300476,1,True,0,False,,,,test
20260708,20260708,L056,55,0.9284072518348694,1,True,0,False,,,,test
20260708,20260708,L057,56,0.9447195529937744,1,True,0,False,,,,test
20260708,20260708,L058,57,0.8997354507446289,1,True,0,False,,,,test
20260708,20260708,L059,58,0.9520480632781982,1,True,0,False,,,,test
20260708,20260708,L060,59,0.9814558029174805,1,True,0,False,,,,test
20260708,20260708,L061,60,0.9484759569168091,0,False,0,False,,,,test
20260708,20260708,L062,61,0.9513517618179321,1,True,0,False,,,,test
20260708,20260708,L063,62,0.9352603554725647,1,True,0,False,,,,test
20260708,20260708,L064,63,0.9201619029045105,1,True,0,False,,,,test
20260708,20260708,L065,64,0.9685468077659607,1,True,0,False,,,,test
20260708,20260708,L066,65,0.9679649472236633,1,True,0,False,,,,test
20260708,20260708,L067,66,0.9679649472236633,1,True,0,False,,,,test
20260708,20260708,L068,67,0.9740833640098572,1,True,0,False,,,,test
20260708,20260708,L069,68,0.9642514586448669,1,True,0,False,,,,test
20260708,20260708,L070,69,0.9633694887161255,1,True,0,False,,,,test
20260708,20260708,L071,70,0.9732078909873962,1,True,0,False,,,,test
20260708,20260708,L072,71,0.9530450105667114,1,True,0,False,,,,test
20260708,20260708,L073,72,0.9397013783454895,1,True,0,False,,,,test
20260708,20260708,L074,73,0.9894213676452637,1,True,0,False,,,,test
20260708,20260708,L075,74,0.9912542700767517,1,True,0,False,,,,test
20260708,20260708,L076,75,0.9912589192390442,1,True,0,False,,,,test
20260708,20260708,L077,76,0.9951021671295166,1,True,0,False,,,,test
20260708,20260708,L078,77,0.9986696243286133,1,True,0,False,,,,test
20260708,20260708,L079,78,0.9980369210243225,1,True,0,False,,,,test
20260708,20260708,L080,79,0.9956434965133667,1,True,0,False,,,,test
20260708,20260708,L081,80,0.8975223302841187,1,True,0,False,,,,test
20260708,20260708,L082,81,0.9959988594055176,1,True,0,False,,,,test
20260708,20260708,L083,82,0.9516938328742981,1,True,0,False,,,,test
20260708,20260708,L084,83,0.9995120763778687,1,True,0,False,,,,test
20260708,20260708,L085,84,0.9996559619903564,1,True,0,False,,,,test
20260708,20260708,L086,85,0.9996556043624878,1,True,0,False,,,,test
20260708,20260708,L087,86,0.9993416666984558,1,True,0,False,,,,test
20260708,20260708,L088,87,0.9990554451942444,1,True,0,False,,,,test
20260708,20260708,L089,88,0.999043881893158,1,True,0,False,,,,test
20260708,20260708,L090,89,0.9793518781661987,1,True,0,False,,,,test
20260708,20260708,L091,90,0.9716282486915588,1,True,0,False,,,,test
20260708,20260708,L092,91,0.9745082855224609,1,True,0,False,,,,test
20260708,20260708,L093,92,0.9986059069633484,1,True,0,False,,,,test
20260708,20260708,L094,93,0.9357781410217285,1,True,0,False,,,,test
20260708,20260708,L095,94,0.9665390849113464,1,True,0,False,,,,test
20260708,20260708,L096,95,0.9632039666175842,0,False,0,False,,,,test
20260708,20260708,L097,96,0.9513089656829834,1,True,0,False,,,,test
20260708,20260708,L098,97,0.963962972164154,1,True,0,False,,,,test
20260708,20260708,L099,98,0.963962972164154,1,True,0,False,,,,test
20260708,20260708,L100,99,0.9437528848648071,1,True,0,False,,,,test
20260708,20260708,L101,100,0.9221010804176331,1,True,0,False,,,,test
20260708,20260708,L102,101,0.9471050500869751,1,True,0,False,,,,test
20260708,20260708,L103,102,0.8953068256378174,1,True,0,False,,,,test
20260708,20260708,L104,103,0.9624330401420593,1,True,0,False,,,,test
20260708,20260708,L105,104,0.934698224067688,1,True,0,False,,,,test
20260708,20260708,L106,105,0.9737476110458374,1,True,0,False,,,,test
20260708,20260708,L107,106,0.9515966176986694,1,True,0,False,,,,test
20260708,20260708,L108,107,0.9735494256019592,1,True,0,False,,,,test
20260708,20260708,L109,108,0.9892226457595825,1,True,0,False,,,,test
20260708,20260708,L110,109,0.9930511713027954,1,True,0,False,,,,test
20260708,20260708,L111,110,0.985410213470459,1,True,0,False,,,,test
20260708,20260708,L112,111,0.9910606741905212,1,True,0,False,,,,test
20260708,20260708,L113,112,0.9788311123847961,1,True,0,False,,,,test
20260708,20260708,L114,113,0.9708400964736938,1,True,0,False,,,,test
20260708,20260708,L115,114,0.9823461174964905,1,True,0,False,,,,test
20260708,20260708,L116,115,0.9541905522346497,1,True,0,False,,,,test
20260708,20260708,L117,116,0.9401697516441345,1,True,0,False,,,,test
20260708,20260708,L118,117,0.9493544697761536,1,True,0,False,,,,test
20260708,20260708,L119,118,0.9645819067955017,1,True,0,False,,,,test
20260708,20260708,L120,119,0.9723696708679199,1,True,0,False,,,,test
20260708,20260708,L121,120,0.9497030973434448,1,True,0,False,,,,test
20260708,20260708,L122,121,0.8520961403846741,1,True,0,False,,,,test
20260708,20260708,L123,122,0.9870821237564087,1,True,0,False,,,,test
20260708,20260708,L124,123,0.9875649809837341,1,True,0,False,,,,test
20260708,20260708,L125,124,0.9812988638877869,1,True,0,False,,,,test
20260708,20260708,L126,125,0.9208381175994873,1,True,0,False,,,,test
20260708,20260708,L127,126,0.9788682460784912,1,True,0,False,,,,test
20260708,20260708,L128,127,0.9694321751594543,1,True,0,False,,,,test
20260708,20260708,L129,128,0.960310697555542,1,True,0,False,,,,test
20260708,20260708,L130,129,0.9568615555763245,1,True,0,False,,,,test
20260708,20260708,L131,130,0.9827012419700623,1,True,0,False,,,,test
20260708,20260708,L132,131,0.9759519696235657,1,True,0,False,,,,test
20260708,20260708,L133,132,0.9815696477890015,1,True,0,False,,,,test
20260708,20260708,L134,133,0.8918166756629944,1,True,0,False,,,,test
20260708,20260708,L135,134,0.9591994881629944,1,True,0,False,,,,test
20260708,20260708,L136,135,0.973318874835968,1,True,0,False,,,,test
20260708,20260708,L137,136,0.9182226061820984,1,True,0,False,,,,test
20260708,20260708,L138,137,0.9377426505088806,1,True,0,False,,,,test
20260708,20260708,L139,138,0.9343866109848022,1,True,0,False,,,,test
20260708,20260708,L140,139,0.9038698077201843,1,True,0,False,,,,test
20260708,20260708,L141,140,0.9519321322441101,1,True,0,False,,,,test
20260708,20260708,L142,141,0.9539642930030823,1,True,0,False,,,,test
20260708,20260708,L143,142,0.9379868507385254,1,True,0,False,,,,test
20260708,20260708,L144,143,0.9301964044570923,1,True,0,False,,,,test
20260708,20260708,L145,144,0.9703162312507629,1,True,0,False,,,,test
20260708,20260708,L146,145,0.9489009380340576,1,True,0,False,,,,test
20260708,20260708,L147,146,0.9589989185333252,0,False,0,False,,,,test
20260708,20260708,L148,147,0.9919010996818542,1,True,0,False,,,,test
20260708,20260708,L149,148,0.9776676297187805,1,True,0,False,,,,test
20260708,20260708,L150,149,0.9850299954414368,1,True,0,False,,,,test
20260708,20260708,L151,150,0.9823974370956421,1,True,0,False,,,,test
