sample_index,seed,line_label,line_index,source,fragility_label,loss_mask,first_step_direct_shed_label,first_step_critical,num_valid_second_critical,max_second_load_shed_mw,num_valid_second_relay_cascade
0,20260708,L001,0,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L002,1,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L003,2,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L004,3,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L005,4,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L006,5,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L007,6,fulltruth,1,True,0,False,13,81.35922639729833,0
0,20260708,L008,7,fulltruth,1,True,0,False,13,81.35922639729833,0
0,20260708,L009,8,fulltruth,1,True,0,False,13,81.35922639729833,0
0,20260708,L010,9,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L011,10,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L012,11,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L013,12,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L014,13,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L015,14,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L017,16,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L018,17,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L019,18,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L020,19,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L021,20,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L022,21,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L023,22,fulltruth,1,True,0,False,8,81.35922639729833,0
0,20260708,L024,23,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L025,24,fulltruth,1,True,0,False,12,81.35922639729833,0
0,20260708,L026,25,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L027,26,fulltruth,1,True,0,False,12,81.35922639729833,0
0,20260708,L028,27,fulltruth,1,True,0,False,12,81.35922639729833,0
0,20260708,L029,28,fulltruth,1,True,0,False,12,81.35922639729833,0
0,20260708,L030,29,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L031,30,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L032,31,fulltruth,1,True,0,False,8,81.35922639729833,0
0,20260708,L033,32,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L034,33,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L035,34,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L036,35,fulltruth,1,True,0,False,12,81.35922639729833,0
0,20260708,L037,36,fulltruth,1,True,0,False,12,81.35922639729833,0
0,20260708,L038,37,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L039,38,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L040,39,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L041,40,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L042,41,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L043,42,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L044,43,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L045,44,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L046,45,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L048,47,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L049,48,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L050,49,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L052,51,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L053,52,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L054,53,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L055,54,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L056,55,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L057,56,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L058,57,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L059,58,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L060,59,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L062,61,fulltruth,1,True,0,False,10,82.31518105810146,0
0,20260708,L063,62,fulltruth,1,True,0,False,8,81.35922639729833,0
0,20260708,L064,63,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L065,64,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L066,65,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L067,66,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L068,67,fulltruth,1,True,0,False,11,82.31518105810146,0
0,20260708,L069,68,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L070,69,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L071,70,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L072,71,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L073,72,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L074,73,fulltruth,1,True,0,False,12,81.35922639729833,0
0,20260708,L075,74,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L076,75,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L077,76,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L078,77,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L079,78,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L080,79,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L081,80,fulltruth,1,True,0,False,11,81.35922639729833,0
0,20260708,L082,81,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L083,82,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L084,83,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L085,84,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L086,85,fulltruth,1,True,0,False,9,81.35922639729833,0
0,20260708,L087,86,fulltruth,1,True,0,False,10,81.35922639729833,0
0,20260708,L088,87,fulltruth,1,True,0,False,11,81.35922639729833,0
