line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L147,1,2,0.5,9,9,1.0,10
L059,1,4,0.25,7,7,1.0,8
L180,1,4,0.25,7,7,1.0,8
L047,1,5,0.2,6,6,1.0,7
L061,1,5,0.2,6,6,1.0,7
L152,0,9,0.0,7,7,1.0,7
L185,0,4,0.0,7,7,1.0,7
L016,0,5,0.0,5,5,1.0,5
L181,0,5,0.0,5,5,1.0,5
L119,3,7,0.42857142857142855,0,4,0.0,3
L122,3,10,0.3,0,4,0.0,3
L165,3,5,0.6,0,7,0.0,3
L171,3,10,0.3,0,4,0.0,3
L008,1,6,0.16666666666666666,2,3,0.6666666666666666,3
L183,0,3,0.0,3,3,1.0,3
L184,0,5,0.0,3,3,1.0,3
L062,2,5,0.4,0,5,0.0,2
L015,1,3,0.3333333333333333,1,3,0.3333333333333333,2
L036,1,9,0.1111111111111111,1,5,0.2,2
L081,1,6,0.16666666666666666,1,2,0.5,2
L097,1,9,0.1111111111111111,1,7,0.14285714285714285,2
L051,0,4,0.0,2,2,1.0,2
L006,1,5,0.2,0,5,0.0,1
L010,1,5,0.2,0,5,0.0,1
L014,1,8,0.125,0,6,0.0,1
L033,1,5,0.2,0,6,0.0,1
L035,1,5,0.2,0,8,0.0,1
L038,1,7,0.14285714285714285,0,2,0.0,1
L040,1,4,0.25,0,9,0.0,1
L045,1,6,0.16666666666666666,0,5,0.0,1
L048,1,6,0.16666666666666666,0,7,0.0,1
L050,1,2,0.5,0,5,0.0,1
L053,1,4,0.25,0,4,0.0,1
L057,1,7,0.14285714285714285,0,3,0.0,1
L070,1,6,0.16666666666666666,0,1,0.0,1
L075,1,7,0.14285714285714285,0,6,0.0,1
L076,1,6,0.16666666666666666,0,5,0.0,1
L080,1,6,0.16666666666666666,0,3,0.0,1
L083,1,3,0.3333333333333333,0,11,0.0,1
L084,1,4,0.25,0,8,0.0,1
L086,1,5,0.2,0,4,0.0,1
L087,1,4,0.25,0,6,0.0,1
L088,1,4,0.25,0,3,0.0,1
L090,1,9,0.1111111111111111,0,7,0.0,1
L092,1,4,0.25,0,5,0.0,1
L095,1,8,0.125,0,7,0.0,1
L096,1,7,0.14285714285714285,0,3,0.0,1
L105,1,5,0.2,0,7,0.0,1
L109,1,6,0.16666666666666666,0,9,0.0,1
L113,1,6,0.16666666666666666,0,3,0.0,1
L116,1,4,0.25,0,7,0.0,1
L121,1,9,0.1111111111111111,0,7,0.0,1
L124,1,1,1.0,0,4,0.0,1
L128,1,6,0.16666666666666666,0,2,0.0,1
L129,1,5,0.2,0,5,0.0,1
L130,1,8,0.125,0,6,0.0,1
L134,1,6,0.16666666666666666,0,4,0.0,1
L135,1,7,0.14285714285714285,0,5,0.0,1
L137,1,4,0.25,0,3,0.0,1
L139,1,4,0.25,0,4,0.0,1
L142,1,6,0.16666666666666666,0,7,0.0,1
L149,1,7,0.14285714285714285,0,7,0.0,1
L150,1,5,0.2,0,1,0.0,1
L153,1,6,0.16666666666666666,0,8,0.0,1
L155,1,5,0.2,0,3,0.0,1
L167,1,8,0.125,0,4,0.0,1
L169,1,13,0.07692307692307693,0,5,0.0,1
L170,1,5,0.2,0,5,0.0,1
L173,1,7,0.14285714285714285,0,6,0.0,1
L174,1,6,0.16666666666666666,0,6,0.0,1
L178,1,3,0.3333333333333333,0,7,0.0,1
L179,1,6,0.16666666666666666,0,3,0.0,1
L133,0,6,0.0,1,11,0.09090909090909091,1
L001,0,4,0.0,0,8,0.0,0
L002,0,6,0.0,0,7,0.0,0
L003,0,3,0.0,0,6,0.0,0
L004,0,7,0.0,0,6,0.0,0
L005,0,1,0.0,0,5,0.0,0
L007,0,2,0.0,0,6,0.0,0
L009,0,6,0.0,0,8,0.0,0
L011,0,5,0.0,0,3,0.0,0
L012,0,2,0.0,0,4,0.0,0
L013,0,7,0.0,0,3,0.0,0
L017,0,5,0.0,0,5,0.0,0
L018,0,8,0.0,0,7,0.0,0
L019,0,2,0.0,0,5,0.0,0
L020,0,9,0.0,0,7,0.0,0
L021,0,4,0.0,0,4,0.0,0
L022,0,11,0.0,0,6,0.0,0
L023,0,4,0.0,0,7,0.0,0
L024,0,4,0.0,0,8,0.0,0
L025,0,5,0.0,0,7,0.0,0
L026,0,6,0.0,0,6,0.0,0
L027,0,7,0.0,0,3,0.0,0
L028,0,4,0.0,0,6,0.0,0
L029,0,2,0.0,0,7,0.0,0
L030,0,5,0.0,0,5,0.0,0
L031,0,4,0.0,0,4,0.0,0
L032,0,7,0.0,0,3,0.0,0
L034,0,5,0.0,0,7,0.0,0
L037,0,10,0.0,0,4,0.0,0
L039,0,6,0.0,0,4,0.0,0
L041,0,7,0.0,0,8,0.0,0
L042,0,3,0.0,0,7,0.0,0
L043,0,6,0.0,0,4,0.0,0
L044,0,5,0.0,0,6,0.0,0
L046,0,5,0.0,0,5,0.0,0
L049,0,2,0.0,0,5,0.0,0
L052,0,9,0.0,0,5,0.0,0
L054,0,5,0.0,0,3,0.0,0
L055,0,4,0.0,0,3,0.0,0
L056,0,6,0.0,0,4,0.0,0
L058,0,1,0.0,0,6,0.0,0
L060,0,4,0.0,0,5,0.0,0
L063,0,8,0.0,0,3,0.0,0
L064,0,6,0.0,0,10,0.0,0
L065,0,3,0.0,0,3,0.0,0
L066,0,4,0.0,0,3,0.0,0
L067,0,10,0.0,0,2,0.0,0
L068,0,2,0.0,0,3,0.0,0
L069,0,4,0.0,0,4,0.0,0
L071,0,5,0.0,0,11,0.0,0
L072,0,6,0.0,0,4,0.0,0
L073,0,4,0.0,0,12,0.0,0
L074,0,3,0.0,0,3,0.0,0
L077,0,1,0.0,0,7,0.0,0
L078,0,4,0.0,0,10,0.0,0
L079,0,5,0.0,0,6,0.0,0
L082,0,6,0.0,0,4,0.0,0
L085,0,5,0.0,0,9,0.0,0
L089,0,6,0.0,0,9,0.0,0
L091,0,4,0.0,0,7,0.0,0
L093,0,5,0.0,0,3,0.0,0
L094,0,7,0.0,0,5,0.0,0
L098,0,4,0.0,0,4,0.0,0
L099,0,6,0.0,0,8,0.0,0
L100,0,6,0.0,0,3,0.0,0
L101,0,4,0.0,0,7,0.0,0
L102,0,6,0.0,0,5,0.0,0
L103,0,8,0.0,0,7,0.0,0
L104,0,5,0.0,0,10,0.0,0
L106,0,3,0.0,0,6,0.0,0
L107,0,6,0.0,0,6,0.0,0
L108,0,5,0.0,0,4,0.0,0
L110,0,12,0.0,0,1,0.0,0
L111,0,3,0.0,0,5,0.0,0
L112,0,2,0.0,0,4,0.0,0
L114,0,3,0.0,0,8,0.0,0
L115,0,3,0.0,0,3,0.0,0
L117,0,5,0.0,0,5,0.0,0
L118,0,6,0.0,0,6,0.0,0
L120,0,4,0.0,0,6,0.0,0
L123,0,5,0.0,0,6,0.0,0
L125,0,7,0.0,0,5,0.0,0
L126,0,4,0.0,0,2,0.0,0
L127,0,3,0.0,0,5,0.0,0
L131,0,4,0.0,0,9,0.0,0
L132,0,5,0.0,0,9,0.0,0
L136,0,11,0.0,0,5,0.0,0
L138,0,4,0.0,0,5,0.0,0
L140,0,6,0.0,0,3,0.0,0
L141,0,7,0.0,0,3,0.0,0
L143,0,6,0.0,0,6,0.0,0
L144,0,2,0.0,0,2,0.0,0
L145,0,7,0.0,0,3,0.0,0
L146,0,3,0.0,0,4,0.0,0
L148,0,6,0.0,0,9,0.0,0
L151,0,8,0.0,0,7,0.0,0
L154,0,4,0.0,0,5,0.0,0
L156,0,6,0.0,0,6,0.0,0
L157,0,6,0.0,0,11,0.0,0
L158,0,7,0.0,0,6,0.0,0
L159,0,5,0.0,0,7,0.0,0
L160,0,6,0.0,0,6,0.0,0
L161,0,2,0.0,0,3,0.0,0
L162,0,6,0.0,0,4,0.0,0
L163,0,11,0.0,0,3,0.0,0
L164,0,7,0.0,0,3,0.0,0
L166,0,3,0.0,0,4,0.0,0
L168,0,2,0.0,0,4,0.0,0
L172,0,4,0.0,0,6,0.0,0
L175,0,2,0.0,0,2,0.0,0
L176,0,8,0.0,0,7,0.0,0
L177,0,6,0.0,0,5,0.0,0
L182,0,5,0.0,0,7,0.0,0
L186,0,9,0.0,0,6,0.0,0
