top_rank,top_bucket,scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,error
1,"top_20,top_50,top_100",1,20260708,L061->L183,L061,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.000000000000001,"L018,L046,L060,L061,L102,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182,L183",16,1.0578746180683531,1.0578746180683531,0,,14,False,island_only,
2,"top_20,top_50,top_100",1,20260708,L121->L183,L121,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0,"L018,L046,L060,L102,L115,L121,L128,L134,L140,L155,L158,L178,L179,L182,L183",15,18.14441800065617,18.14441800065617,12,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L179,L182",13,True,relay_cascade,
3,"top_20,top_50,top_100",1,20260708,L147->L183,L147,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0,"L018,L045,L046,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L179,L182,L183",17,1.0820200214151976,1.0820200214151976,0,,15,False,island_only,
4,"top_20,top_50,top_100",1,20260708,L048->L147,L048,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000064,"L018,L045,L046,L048,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L179,L182",17,5.369222376592595,5.369222376592595,15,"L018,L045,L046,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",15,True,relay_cascade,
5,"top_20,top_50,top_100",1,20260708,L122->L147,L122,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000024,"L018,L045,L046,L060,L102,L115,L122,L128,L134,L140,L147,L155,L156,L158,L178,L179,L182",17,13.64618063557613,13.64618063557613,14,"L018,L045,L046,L060,L102,L115,L134,L140,L155,L156,L158,L178,L179,L182",15,True,relay_cascade,
6,"top_20,top_50,top_100",1,20260708,L179->L147,L179,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.000000000000001,"L018,L045,L046,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L179,L182",16,5.395105484128526,5.395105484128526,14,"L018,L045,L046,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182",14,True,relay_cascade,
7,"top_20,top_50,top_100",1,20260708,L014->L147,L014,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000009,"L014,L018,L045,L046,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L179,L182",17,5.352580560436078,5.352580560436078,15,"L018,L045,L046,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",15,True,relay_cascade,
8,"top_20,top_50,top_100",1,20260708,L119->L147,L119,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000004,"L018,L045,L046,L060,L102,L115,L119,L128,L134,L140,L147,L155,L156,L158,L178,L179,L182",17,5.923754148743654,5.923754148743654,14,"L018,L045,L046,L060,L102,L115,L134,L140,L155,L156,L158,L178,L179,L182",15,True,relay_cascade,
9,"top_20,top_50,top_100",1,20260708,L171->L147,L171,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000004,"L018,L045,L046,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L171,L178,L179,L182",17,5.352412598618315,5.352412598618315,15,"L018,L045,L046,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",15,True,relay_cascade,
10,"top_20,top_50,top_100",1,20260708,L124->L147,L124,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000002,"L018,L045,L046,L060,L102,L115,L124,L128,L134,L140,L147,L155,L156,L158,L178,L179,L182",17,5.422036127658546,5.422036127658546,14,"L018,L045,L046,L060,L102,L115,L134,L140,L155,L156,L158,L178,L179,L182",15,True,relay_cascade,
11,"top_20,top_50,top_100",1,20260708,L180->L147,L180,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000002,"L018,L045,L046,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L179,L180,L182",17,1.0951569787179565,1.0951569787179565,0,,15,False,island_only,
12,"top_20,top_50,top_100",1,20260708,L083->L147,L083,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0,"L018,L045,L046,L060,L083,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L179,L182",17,5.355246499727175,5.355246499727175,15,"L018,L045,L046,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",15,True,relay_cascade,
13,"top_20,top_50,top_100",1,20260708,L008->L097,L008,L097,True,True,36.76716258821504,36.76716258821504,0.0,1.0000000000000009,"L008,L018,L019,L020,L022,L044,L045,L046,L055,L056,L057,L058,L060,L065,L097,L102,L104,L109,L111,L113,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",30,3.192079303787235,3.192079303787235,9,"L044,L055,L056,L057,L058,L065,L104,L113,L156",28,True,relay_cascade,
14,"top_20,top_50,top_100",1,20260708,L092->L051,L092,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0000000000000004,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L092,L102,L115,L128,L134,L140,L155,L158,L178,L179,L182",20,18.044855688932653,18.044855688932653,18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L179,L182",18,True,relay_cascade,
15,"top_20,top_50,top_100",1,20260708,L165->L051,L165,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L165,L178,L179,L182",21,18.043481656047337,18.043481656047337,19,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L179,L182",19,True,relay_cascade,
