seed,path,total_load_shed_mw,rank,score,ranked_after_100
20260722,L02->L07,27.981072654937165,1127,0.4181830286979675,True
20260722,L02->L27,27.98107265493719,894,0.4711750149726867,True
20260722,L03->L09,85.8406488939796,340,0.5857664942741394,True
20260722,L04->L01,82.39944368301173,668,0.5118213295936584,True
20260722,L04->L08,79.93761520301625,670,0.5115272402763367,True
20260722,L04->L09,100.94153457850766,476,0.5525603294372559,True
20260722,L04->L10,82.39944368301173,405,0.569147527217865,True
20260722,L05->L10,158.08614799330758,351,0.5823847055435181,True
20260722,L06->L07,27.981072654937165,905,0.4683747589588165,True
20260722,L06->L27,27.981072654937165,693,0.5072780251502991,True
20260722,L07->L02,27.981072654937165,285,0.5997207164764404,True
20260722,L07->L06,27.981072654937165,124,0.6672096252441406,True
20260722,L07->L29,368.6730123770492,119,0.6692943572998047,True
20260722,L08->L01,162.33705888602796,710,0.5030835866928101,True
20260722,L08->L04,79.93761520301625,374,0.5776327848434448,True
20260722,L08->L09,180.8791497815239,219,0.6239907741546631,True
20260722,L08->L10,162.33705888602796,194,0.6391292214393616,True
20260722,L09->L03,85.8406488939796,728,0.5001121163368225,True
20260722,L11->L12,17.88838157697601,521,0.5452320575714111,True
20260722,L11->L13,17.888381576976077,519,0.5456110239028931,True
20260722,L12->L11,17.88838157697601,1141,0.4149114787578583,True
20260722,L13->L11,17.888381576976077,602,0.524351179599762,True
20260722,L13->L12,38.05337863080115,877,0.4753085672855377,True
20260722,L19->L23,193.9878918650109,760,0.4948774874210357,True
20260722,L21->L22,727.2781283848517,102,0.6769399642944336,True
20260722,L23->L19,193.9878918650109,134,0.6628085374832153,True
20260722,L24->L28,316.8267403508264,266,0.6042144298553467,True
20260722,L27->L02,27.98107265493719,192,0.6395756602287292,True
20260722,L29->L07,368.6730123770492,770,0.4934384524822235,True
20260722,L29->L23,368.673012377049,404,0.569698691368103,True
20260722,L29->L27,368.6730123770493,518,0.545653760433197,True
20260722,L31->L38,20.907752918885308,131,0.6643446683883667,True
20260722,L38->L31,20.907752918885308,252,0.6117976903915405,True
20260723,L02->L07,216.37758156688287,1239,0.3850096464157104,True
20260723,L02->L27,216.37758156688287,988,0.4375258982181549,True
20260723,L03->L09,84.46507773498566,308,0.578461229801178,True
20260723,L04->L08,82.15933051144506,575,0.5154960751533508,True
20260723,L05->L10,135.14452963342728,402,0.5570330023765564,True
20260723,L06->L07,216.37758156688287,943,0.4486321806907654,True
20260723,L06->L27,216.37758156688287,752,0.4858254194259643,True
20260723,L07->L02,216.37758156688287,324,0.5731845498085022,True
20260723,L07->L06,216.37758156688287,116,0.6496301889419556,True
20260723,L07->L29,406.53373178839536,121,0.6479746103286743,True
20260723,L08->L01,125.4270729600854,423,0.5520517826080322,True
20260723,L08->L04,82.15933051144506,545,0.5258275866508484,True
20260723,L08->L07,350.6646623120599,309,0.5783790946006775,True
20260723,L08->L09,134.28708074517692,228,0.6041082739830017,True
20260723,L08->L10,125.4270729600854,214,0.6114961504936218,True
20260723,L08->L27,350.6646623120599,311,0.5766591429710388,True
20260723,L09->L03,84.46507773498566,921,0.4532833397388458,True
20260723,L11->L12,17.422982221758286,397,0.5580304265022278,True
20260723,L11->L13,17.422982221758332,404,0.5560587644577026,True
20260723,L12->L11,17.422982221758286,1168,0.4001519680023193,True
20260723,L13->L11,17.422982221758332,753,0.485589325428009,True
20260723,L13->L12,29.616407960729667,1097,0.4137817025184631,True
20260723,L19->L23,226.117890293284,838,0.4683142900466919,True
20260723,L21->L22,751.3467559529659,104,0.6566620469093323,True
20260723,L24->L28,360.4909248917319,179,0.6228728294372559,True
20260723,L27->L02,216.37758156688287,177,0.6231515407562256,True
20260723,L29->L07,406.53373178839536,805,0.4744555056095123,True
20260723,L29->L23,406.53373178839536,406,0.5542261004447937,True
20260723,L29->L27,406.5337317883954,532,0.5287029147148132,True
20260723,L38->L31,51.1649114999982,225,0.6051734089851379,True
20260724,L01->L12,37.624364521496894,625,0.4960147440433502,True
20260724,L01->L13,37.624364521496894,610,0.4978690445423126,True
20260724,L02->L07,15.41291190091496,1203,0.3824496269226074,True
20260724,L02->L27,15.412911900914985,930,0.4374324679374695,True
20260724,L03->L09,84.02084761741581,301,0.564676821231842,True
20260724,L04->L08,75.59621422084324,643,0.4925259947776794,True
20260724,L04->L09,73.72711718698076,452,0.5307108163833618,True
20260724,L05->L10,146.99704070798674,326,0.558790922164917,True
20260724,L06->L07,15.412911900914938,875,0.4500084519386291,True
20260724,L06->L27,15.412911900914938,635,0.4950252175331116,True
20260724,L07->L02,15.41291190091496,314,0.560916543006897,True
20260724,L07->L06,15.412911900914938,135,0.6285916566848755,True
20260724,L08->L01,145.23401416983023,478,0.5241803526878357,True
20260724,L08->L02,229.25486178724609,410,0.5398663282394409,True
20260724,L08->L04,75.59621422084324,536,0.5105077028274536,True
20260724,L08->L09,149.323331407824,248,0.5828537344932556,True
20260724,L08->L10,145.23401416983023,228,0.5930440425872803,True
20260724,L09->L03,84.02084761741581,894,0.4461190700531006,True
20260724,L11->L12,17.85521014595881,535,0.5106059908866882,True
20260724,L11->L13,17.855210145958832,541,0.5085374116897583,True
20260724,L12->L11,17.85521014595881,1141,0.3947446048259735,True
20260724,L13->L11,17.855210145958832,686,0.4838131666183471,True
20260724,L13->L12,37.624364521496894,1026,0.4194739758968353,True
20260724,L19->L23,201.5023209367099,762,0.4714659750461578,True
20260724,L21->L22,671.8349563765746,148,0.6248224973678589,True
20260724,L23->L19,201.5023209367099,119,0.6354619264602661,True
20260724,L24->L07,301.31872410420647,517,0.5156254172325134,True
20260724,L24->L27,301.31872410420647,259,0.5773769021034241,True
20260724,L24->L28,301.31872410420647,104,0.6460813283920288,True
20260724,L27->L02,15.412911900914985,189,0.6065297722816467,True
20260724,L29->L07,341.3129487882016,568,0.5036985278129578,True
20260724,L29->L23,341.31294878820177,237,0.5897601842880249,True
20260724,L29->L27,341.3129487882015,312,0.5612757802009583,True
