scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,error
1,20260708,L094->L002,L094,L002,True,True,132.19821335857193,132.19821335857193,0.0,1.0000000000000002,"L001,L002,L018,L030,L045,L046,L056,L057,L058,L060,L065,L094,L095,L102,L104,L109,L111,L112,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",39,29.267978192323685,29.267978192323685,36,"L001,L018,L030,L045,L046,L056,L057,L058,L060,L065,L095,L104,L109,L111,L112,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",37,True,relay_cascade,
1,20260708,L017->L093,L017,L093,True,True,132.19821335857193,132.19821335857193,0.0,1.0000000000000002,"L017,L018,L019,L044,L045,L046,L055,L056,L057,L058,L060,L065,L093,L095,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",38,4.078083298314046,4.078083298314046,17,"L044,L055,L056,L057,L058,L065,L095,L104,L129,L148,L149,L150,L153,L154,L157,L160,L169",36,True,relay_cascade,
1,20260708,L079->L107,L079,L107,True,True,95.4310507703569,95.4310507703569,0.0,1.0000000000000004,"L018,L045,L046,L057,L060,L065,L078,L079,L102,L104,L107,L109,L111,L113,L115,L119,L120,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",37,13.861983061691213,13.861983061691213,35,"L018,L045,L046,L057,L060,L065,L078,L102,L104,L109,L111,L113,L115,L119,L120,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",35,True,relay_cascade,
1,20260708,L048->L009,L048,L009,True,True,95.4310507703569,95.4310507703569,0.0,1.0000000000000004,"L009,L018,L019,L030,L045,L046,L048,L060,L065,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",33,33.08752107552318,33.08752107552318,31,"L018,L019,L030,L045,L046,L060,L065,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",31,True,relay_cascade,
1,20260708,L101->L009,L101,L009,True,True,95.4310507703569,95.4310507703569,0.0,1.0,"L009,L018,L019,L030,L045,L046,L060,L065,L101,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",33,33.0841569951471,33.0841569951471,31,"L018,L019,L030,L045,L046,L060,L065,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",31,True,relay_cascade,
1,20260708,L082->L007,L082,L007,True,True,95.4310507703569,95.4310507703569,0.0,1.0000000000000049,"L007,L018,L019,L030,L046,L060,L065,L082,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",32,33.08493418439286,33.08493418439286,30,"L018,L019,L030,L046,L060,L065,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",30,True,relay_cascade,
1,20260708,L044->L009,L044,L009,True,True,95.4310507703569,95.4310507703569,0.0,1.0000000000000002,"L009,L018,L019,L030,L044,L045,L046,L065,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",32,33.0832204766535,33.0832204766535,30,"L018,L019,L030,L045,L046,L065,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",30,True,relay_cascade,
1,20260708,L070->L009,L070,L009,True,True,95.4310507703569,95.4310507703569,0.0,1.0000000000000009,"L009,L018,L019,L030,L045,L046,L065,L070,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",32,33.07880291113733,33.07880291113733,30,"L018,L019,L030,L045,L046,L065,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",30,True,relay_cascade,
1,20260708,L060->L009,L060,L009,True,True,95.4310507703569,95.4310507703569,0.0,1.0000000000000044,"L009,L018,L019,L030,L046,L060,L065,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",31,33.0844649280406,33.0844649280406,29,"L018,L019,L030,L046,L065,L102,L104,L109,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",29,True,relay_cascade,
1,20260708,L008->L097,L008,L097,True,True,95.4310507703569,95.4310507703569,0.0,1.0000000000000002,"L008,L017,L018,L019,L020,L022,L030,L037,L045,L046,L056,L057,L060,L065,L097,L102,L104,L109,L110,L111,L112,L113,L114,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",43,16.104347891931933,16.104347891931933,19,"L030,L056,L057,L065,L104,L109,L110,L111,L112,L114,L129,L148,L149,L150,L153,L154,L157,L159,L160",41,True,relay_cascade,
