path,rank,score,used_measured_state,initial_offline_lines,simulation_initial_source,total_load_shed_mw,critical,final_outage_labels
L03->L25,1,0.34202244877815247,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L03->L26,2,0.34202244877815247,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L03->L32,3,0.329132616519928,False,,seed_initial_dcopf_case,0.0,False,"L03,L32"
L03->L33,4,0.329132616519928,False,,seed_initial_dcopf_case,0.0,False,"L03,L33"
L03->L38,5,0.31673580408096313,False,,seed_initial_dcopf_case,0.0,False,"L03,L38"
L03->L30,6,0.3161638677120209,False,,seed_initial_dcopf_case,0.0,False,"L03,L30"
L03->L02,7,0.31430381536483765,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L03->L24,8,0.30922040343284607,False,,seed_initial_dcopf_case,0.0,False,"L03,L24"
L03->L27,9,0.3056899309158325,False,,seed_initial_dcopf_case,0.0,False,"L03,L27"
L03->L06,10,0.30439144372940063,False,,seed_initial_dcopf_case,0.0,False,"L03,L06"
L02->L03,11,0.30245423316955566,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L03->L08,12,0.3022766709327698,False,,seed_initial_dcopf_case,0.0,False,"L03,L08"
L03->L23,13,0.3003759980201721,False,,seed_initial_dcopf_case,0.0,False,"L03,L23"
L03->L01,14,0.29872968792915344,False,,seed_initial_dcopf_case,0.0,False,"L01,L03"
L04->L01,15,0.2971344590187073,False,,seed_initial_dcopf_case,0.0,False,"L01,L04"
L25->L03,16,0.2953888177871704,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L26->L03,17,0.2953888177871704,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L03->L09,18,0.29529616236686707,False,,seed_initial_dcopf_case,79.33288426655578,True,"L03,L09"
L20->L25,19,0.29431405663490295,False,,seed_initial_dcopf_case,0.0,False,"L20,L25"
L20->L26,20,0.29431405663490295,False,,seed_initial_dcopf_case,0.0,False,"L20,L26"
L38->L32,21,0.29320618510246277,False,,seed_initial_dcopf_case,0.0,False,"L32,L38"
L38->L33,22,0.29320618510246277,False,,seed_initial_dcopf_case,0.0,False,"L33,L38"
L03->L12,23,0.2930559813976288,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L19->L25,24,0.29198071360588074,False,,seed_initial_dcopf_case,0.0,False,"L19,L25"
L19->L26,25,0.29198071360588074,False,,seed_initial_dcopf_case,0.0,False,"L19,L26"
L22->L25,26,0.29184356331825256,False,,seed_initial_dcopf_case,0.0,False,"L22,L25"
L22->L26,27,0.29184356331825256,False,,seed_initial_dcopf_case,0.0,False,"L22,L26"
L03->L14,28,0.2916714549064636,False,,seed_initial_dcopf_case,0.0,False,"L03,L14"
L03->L07,29,0.2914813160896301,False,,seed_initial_dcopf_case,0.0,False,"L03,L07"
L14->L25,30,0.29008394479751587,False,,seed_initial_dcopf_case,0.0,False,"L14,L25"
L14->L26,31,0.29008394479751587,False,,seed_initial_dcopf_case,0.0,False,"L14,L26"
L03->L29,32,0.28993409872055054,False,,seed_initial_dcopf_case,0.0,False,"L03,L29"
L33->L03,33,0.2895788550376892,False,,seed_initial_dcopf_case,0.0,False,"L03,L33"
L32->L03,34,0.2895788252353668,False,,seed_initial_dcopf_case,0.0,False,"L03,L32"
L03->L31,35,0.28955456614494324,False,,seed_initial_dcopf_case,0.0,False,"L03,L31"
L03->L21,36,0.28933167457580566,False,,seed_initial_dcopf_case,0.0,False,"L03,L21"
L09->L03,37,0.2889787256717682,False,,seed_initial_dcopf_case,79.33288426655578,True,"L03,L09"
L21->L03,38,0.2883472442626953,False,,seed_initial_dcopf_case,0.0,False,"L03,L21"
L03->L04,39,0.2879490256309509,False,,seed_initial_dcopf_case,0.0,False,"L03,L04"
L20->L03,40,0.28716883063316345,False,,seed_initial_dcopf_case,0.0,False,"L03,L20"
L12->L03,41,0.28677263855934143,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L36->L03,42,0.2866457402706146,False,,seed_initial_dcopf_case,0.0,False,"L03,L36"
L37->L03,43,0.2866457402706146,False,,seed_initial_dcopf_case,0.0,False,"L03,L37"
L24->L03,44,0.286017507314682,False,,seed_initial_dcopf_case,0.0,False,"L03,L24"
L18->L03,45,0.285652756690979,False,,seed_initial_dcopf_case,0.0,False,"L03,L18"
L03->L10,46,0.2854101359844208,False,,seed_initial_dcopf_case,0.0,False,"L03,L10"
L13->L03,47,0.28529372811317444,False,,seed_initial_dcopf_case,0.0,False,"L03,L13"
L22->L03,48,0.2851402461528778,False,,seed_initial_dcopf_case,0.0,False,"L03,L22"
L29->L03,49,0.28508785367012024,False,,seed_initial_dcopf_case,0.0,False,"L03,L29"
L38->L25,50,0.285037100315094,False,,seed_initial_dcopf_case,0.0,False,"L25,L38"
L38->L26,51,0.285037100315094,False,,seed_initial_dcopf_case,0.0,False,"L26,L38"
L03->L16,52,0.2849929928779602,False,,seed_initial_dcopf_case,0.0,False,"L03,L16"
L28->L03,53,0.2849583625793457,False,,seed_initial_dcopf_case,0.0,False,"L03,L28"
L38->L03,54,0.28491929173469543,False,,seed_initial_dcopf_case,0.0,False,"L03,L38"
L03->L20,55,0.28474465012550354,False,,seed_initial_dcopf_case,0.0,False,"L03,L20"
L34->L03,56,0.28471890091896057,False,,seed_initial_dcopf_case,0.0,False,"L03,L34"
L35->L03,57,0.28471890091896057,False,,seed_initial_dcopf_case,0.0,False,"L03,L35"
L11->L03,58,0.2847185730934143,False,,seed_initial_dcopf_case,0.0,False,"L03,L11"
L05->L01,59,0.2846374213695526,False,,seed_initial_dcopf_case,0.0,False,"L01,L05"
L30->L03,60,0.28451353311538696,False,,seed_initial_dcopf_case,0.0,False,"L03,L30"
L03->L36,61,0.2843334376811981,False,,seed_initial_dcopf_case,0.0,False,"L03,L36"
