path,score,first_probability,second_probability,rank,used_measured_state,initial_offline_lines,simulation_initial_source
L03->L25,0.34202244877815247,0.5788425207138062,0.5908730626106262,1,False,,seed_initial_dcopf_case
L03->L26,0.34202244877815247,0.5788425207138062,0.5908730626106262,2,False,,seed_initial_dcopf_case
L03->L32,0.329132616519928,0.5788425207138062,0.5686047673225403,3,False,,seed_initial_dcopf_case
L03->L33,0.329132616519928,0.5788425207138062,0.5686047673225403,4,False,,seed_initial_dcopf_case
L03->L38,0.31673580408096313,0.5788425207138062,0.5471882224082947,5,False,,seed_initial_dcopf_case
L03->L30,0.3161638677120209,0.5788425207138062,0.546200156211853,6,False,,seed_initial_dcopf_case
L03->L02,0.31430381536483765,0.5788425207138062,0.5429867506027222,7,False,,seed_initial_dcopf_case
L03->L24,0.30922040343284607,0.5788425207138062,0.5342047214508057,8,False,,seed_initial_dcopf_case
L03->L27,0.3056899309158325,0.5788425207138062,0.5281054973602295,9,False,,seed_initial_dcopf_case
L03->L06,0.30439144372940063,0.5788425207138062,0.5258622765541077,10,False,,seed_initial_dcopf_case
L02->L03,0.30245423316955566,0.5146157741546631,0.5877282619476318,11,False,,seed_initial_dcopf_case
L03->L08,0.3022766709327698,0.5788425207138062,0.5222088098526001,12,False,,seed_initial_dcopf_case
L03->L23,0.3003759980201721,0.5788425207138062,0.5189252495765686,13,False,,seed_initial_dcopf_case
L03->L01,0.29872968792915344,0.5788425207138062,0.5160810947418213,14,False,,seed_initial_dcopf_case
L04->L01,0.2971344590187073,0.5229660868644714,0.5681715607643127,15,False,,seed_initial_dcopf_case
L25->L03,0.2953888177871704,0.506499171257019,0.5831970572471619,16,False,,seed_initial_dcopf_case
L26->L03,0.2953888177871704,0.506499171257019,0.5831970572471619,17,False,,seed_initial_dcopf_case
L03->L09,0.29529616236686707,0.5788425207138062,0.5101494193077087,18,False,,seed_initial_dcopf_case
L20->L25,0.29431405663490295,0.4957038164138794,0.5937296748161316,19,False,,seed_initial_dcopf_case
L20->L26,0.29431405663490295,0.4957038164138794,0.5937296748161316,20,False,,seed_initial_dcopf_case
L38->L32,0.29320618510246277,0.4883880317211151,0.6003549695014954,21,False,,seed_initial_dcopf_case
L38->L33,0.29320618510246277,0.4883880317211151,0.6003549695014954,22,False,,seed_initial_dcopf_case
L03->L12,0.2930559813976288,0.5788425207138062,0.5062792897224426,23,False,,seed_initial_dcopf_case
L19->L25,0.29198071360588074,0.49082279205322266,0.5948801040649414,24,False,,seed_initial_dcopf_case
L19->L26,0.29198071360588074,0.49082279205322266,0.5948801040649414,25,False,,seed_initial_dcopf_case
L22->L25,0.29184356331825256,0.4931413531303406,0.591805100440979,26,False,,seed_initial_dcopf_case
L22->L26,0.29184356331825256,0.4931413531303406,0.591805100440979,27,False,,seed_initial_dcopf_case
L03->L14,0.2916714549064636,0.5788425207138062,0.503887414932251,28,False,,seed_initial_dcopf_case
L03->L07,0.2914813160896301,0.5788425207138062,0.5035589337348938,29,False,,seed_initial_dcopf_case
