pair_id,prior_outaged_branch,candidate_next_branch,mapping_ready,l12_special_case_flag,selected_32_guard_passed,execution_contract_ready,matlab_entrypoint_ready,parser_contract_ready,future_execution_ready,current_status,notes
SPP001,L15,L04,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP002,L04,L15,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP003,L24,L04,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP004,L04,L24,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP005,L24,L15,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP006,L15,L24,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP007,L22,L17,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP008,L17,L22,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP009,L02,L17,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP010,L17,L02,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP011,L03,L02,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP012,L02,L03,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP013,L26,L05,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP014,L05,L26,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP015,L14,L07,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP016,L07,L14,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP017,L05,L03,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP018,L03,L05,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP019,L14,L08,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP020,L08,L14,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP021,L10,L33,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP022,L33,L10,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP023,L10,L34,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP024,L34,L10,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP025,L06,L33,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP026,L33,L06,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP027,L06,L34,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP028,L34,L06,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP029,L09,L16,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP030,L16,L09,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP031,L16,L25,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
SPP032,L25,L16,True,False,True,True,True,True,True,ready_for_manual_approval,dry-run repair row; no selected pair was executed
