scenario_id,seed,first_line,residual_paths,residual_critical,residual_relay_cascade,residual_island_only,residual_load_shed_mw,residual_reachable
1,20260708,L001,175,2,2,0,46.34364099996715,True
1,20260708,L002,175,0,0,0,0.0,False
1,20260708,L003,175,0,0,0,0.0,False
1,20260708,L004,175,2,2,0,31.778654000690246,True
1,20260708,L005,175,1,1,0,25.67010059251546,True
1,20260708,L006,175,2,2,0,43.18588914235053,True
1,20260708,L007,175,5,2,3,117.85883196080701,True
1,20260708,L008,175,5,2,3,101.98251447763064,True
1,20260708,L009,175,5,2,3,117.85883196080701,True
1,20260708,L010,175,0,0,0,0.0,False
1,20260708,L011,175,0,0,0,0.0,False
1,20260708,L012,175,2,2,0,48.175557354109486,True
1,20260708,L013,175,1,1,0,20.67354040745169,True
1,20260708,L014,175,1,1,0,25.67010059251546,True
1,20260708,L015,175,2,2,0,43.18588914235053,True
1,20260708,L017,175,1,1,0,14.684099265673352,True
1,20260708,L018,175,0,0,0,0.0,False
1,20260708,L019,175,1,1,0,14.684099265673352,True
1,20260708,L020,175,1,1,0,25.67010059251546,True
1,20260708,L021,175,0,0,0,0.0,False
1,20260708,L022,175,1,1,0,25.67010059251546,True
1,20260708,L023,175,0,0,0,0.0,False
1,20260708,L024,175,0,0,0,0.0,False
1,20260708,L025,175,3,3,0,92.92289224026888,True
1,20260708,L026,175,1,1,0,25.67010059251546,True
1,20260708,L027,175,3,3,0,56.163981529279496,True
1,20260708,L028,175,3,3,0,56.163981529279496,True
1,20260708,L029,175,3,3,0,76.30941590141353,True
1,20260708,L030,175,0,0,0,0.0,False
1,20260708,L031,175,2,2,0,49.58697880018655,True
1,20260708,L032,175,0,0,0,0.0,False
1,20260708,L033,175,1,1,0,25.67010059251546,True
1,20260708,L034,175,2,2,0,58.17450914423483,True
1,20260708,L035,175,2,2,0,41.04569367595296,True
1,20260708,L036,175,3,3,0,62.85965661978284,True
1,20260708,L037,175,4,0,4,92.18873136829156,True
1,20260708,L038,175,3,1,2,75.75140971777384,True
1,20260708,L039,175,0,0,0,0.0,False
1,20260708,L040,175,2,2,0,64.96257188362405,True
1,20260708,L041,175,0,0,0,0.0,False
1,20260708,L042,175,0,0,0,0.0,False
1,20260708,L043,175,0,0,0,0.0,False
1,20260708,L044,175,1,1,0,22.50545676159403,True
1,20260708,L045,175,2,2,0,48.175557354109486,True
1,20260708,L046,175,0,0,0,0.0,False
1,20260708,L048,175,1,1,0,22.50545676159403,True
1,20260708,L049,175,3,0,3,70.1810294709776,True
1,20260708,L050,175,3,0,3,70.1810294709776,True
1,20260708,L052,175,1,1,0,27.46458937078798,True
1,20260708,L053,175,1,1,0,25.67010059251546,True
1,20260708,L054,175,1,1,0,22.50545676159403,True
1,20260708,L055,175,1,1,0,27.46458937078798,True
1,20260708,L056,175,1,1,0,36.76716258821504,True
1,20260708,L057,175,1,1,0,25.67010059251546,True
1,20260708,L058,175,1,1,0,36.76716258821504,True
1,20260708,L059,175,1,1,0,18.346497960874867,True
1,20260708,L060,175,1,1,0,18.346497960874867,True
1,20260708,L062,175,1,1,0,82.31518105810146,True
1,20260708,L063,175,0,0,0,0.0,False
1,20260708,L064,175,1,1,0,21.51385349894869,True
1,20260708,L065,175,1,1,0,25.67010059251546,True
1,20260708,L066,175,0,0,0,0.0,False
1,20260708,L067,175,0,0,0,0.0,False
1,20260708,L068,175,2,2,0,108.16955827458064,True
1,20260708,L069,175,1,1,0,21.51385349894869,True
1,20260708,L070,175,2,2,0,45.271336710188734,True
1,20260708,L071,175,2,2,0,96.23704662205601,True
1,20260708,L072,175,2,2,0,62.21333186207565,True
1,20260708,L073,175,2,2,0,42.88779933795389,True
1,20260708,L074,175,3,3,0,137.01701218132658,True
1,20260708,L075,175,0,0,0,0.0,False
1,20260708,L076,175,0,0,0,0.0,False
1,20260708,L077,175,1,1,0,25.67010059251546,True
1,20260708,L078,175,1,1,0,25.67010059251546,True
1,20260708,L079,175,1,1,0,25.67010059251546,True
1,20260708,L080,175,2,2,0,42.10921226973774,True
1,20260708,L081,175,2,2,0,29.12684965997549,True
1,20260708,L082,175,1,1,0,11.598841625638904,True
1,20260708,L083,175,1,1,0,11.598841625638904,True
1,20260708,L084,175,1,1,0,25.67010059251546,True
1,20260708,L085,175,0,0,0,0.0,False
1,20260708,L086,175,0,0,0,0.0,False
1,20260708,L087,175,1,1,0,25.67010059251546,True
1,20260708,L088,175,2,1,1,31.592513738737775,True
1,20260708,L089,175,0,0,0,0.0,False
1,20260708,L090,175,1,0,1,5.922413146222316,True
1,20260708,L091,175,0,0,0,0.0,False
1,20260708,L092,175,0,0,0,0.0,False
1,20260708,L093,175,0,0,0,0.0,False
1,20260708,L094,175,0,0,0,0.0,False
1,20260708,L095,175,1,1,0,25.67010059251546,True
1,20260708,L097,175,1,1,0,18.346497960874867,True
1,20260708,L098,175,0,0,0,0.0,False
1,20260708,L099,175,0,0,0,0.0,False
1,20260708,L100,175,1,1,0,25.67010059251546,True
1,20260708,L101,175,1,1,0,27.702221996018626,True
1,20260708,L102,175,1,1,0,25.67010059251546,True
1,20260708,L103,175,1,1,0,27.702221996018626,True
1,20260708,L104,175,0,0,0,0.0,False
1,20260708,L105,175,1,1,0,25.67010059251546,True
1,20260708,L106,175,1,1,0,25.67010059251546,True
1,20260708,L107,175,0,0,0,0.0,False
1,20260708,L108,175,1,1,0,22.50545676159403,True
1,20260708,L109,175,0,0,0,0.0,False
1,20260708,L110,175,4,1,3,95.85113006349307,True
1,20260708,L111,175,0,0,0,0.0,False
1,20260708,L112,175,0,0,0,0.0,False
1,20260708,L113,175,4,1,3,95.85113006349307,True
1,20260708,L114,175,0,0,0,0.0,False
1,20260708,L115,175,1,1,0,25.67010059251546,True
1,20260708,L116,175,0,0,0,0.0,False
1,20260708,L117,175,0,0,0,0.0,False
1,20260708,L118,175,4,0,4,105.29816276362195,True
1,20260708,L119,175,0,0,0,0.0,False
1,20260708,L120,175,1,1,0,25.67010059251546,True
1,20260708,L121,175,2,2,0,186.71389356970218,True
1,20260708,L122,175,2,2,0,111.76063839397672,True
1,20260708,L123,175,0,0,0,0.0,False
1,20260708,L124,175,0,0,0,0.0,False
1,20260708,L125,175,2,2,0,148.56802161222797,True
1,20260708,L126,175,0,0,0,0.0,False
1,20260708,L127,175,0,0,0,0.0,False
1,20260708,L128,175,0,0,0,0.0,False
1,20260708,L129,175,1,1,0,58.60873068447325,True
1,20260708,L130,175,1,1,0,11.82609084499326,True
1,20260708,L131,175,0,0,0,0.0,False
1,20260708,L132,175,1,1,0,11.82609084499326,True
1,20260708,L133,175,3,0,3,70.1810294709776,True
1,20260708,L134,175,4,1,3,95.85113006349307,True
1,20260708,L135,175,2,2,0,81.03857346172882,True
1,20260708,L136,175,2,2,0,115.68427993649955,True
1,20260708,L137,175,1,1,0,46.3928669869581,True
1,20260708,L138,175,1,1,0,77.6308591827266,True
1,20260708,L139,175,1,1,0,77.6308591827266,True
1,20260708,L140,175,0,0,0,0.0,False
1,20260708,L141,175,0,0,0,0.0,False
1,20260708,L142,175,0,0,0,0.0,False
1,20260708,L143,175,0,0,0,0.0,False
1,20260708,L144,175,1,1,0,10.90989080216672,True
1,20260708,L145,175,1,1,0,25.67010059251546,True
1,20260708,L146,175,1,1,0,10.90989080216672,True
1,20260708,L148,175,0,0,0,0.0,False
1,20260708,L149,175,1,1,0,58.60873068447325,True
1,20260708,L150,175,1,1,0,25.67010059251546,True
1,20260708,L151,175,1,1,0,16.350555809154557,True
1,20260708,L152,175,1,1,0,31.05817161312981,True
1,20260708,L153,175,0,0,0,0.0,False
1,20260708,L154,175,0,0,0,0.0,False
1,20260708,L155,175,2,2,0,32.87109871398624,True
1,20260708,L156,175,0,0,0,0.0,False
1,20260708,L157,175,1,1,0,16.350555809154557,True
1,20260708,L158,175,1,1,0,31.05817161312981,True
1,20260708,L159,175,0,0,0,0.0,False
1,20260708,L160,175,3,3,0,72.5147854637032,True
1,20260708,L161,175,3,3,0,37.93386559295024,True
1,20260708,L162,175,2,2,0,25.8591841142224,True
1,20260708,L163,175,0,0,0,0.0,False
1,20260708,L164,175,1,1,0,25.67010059251546,True
1,20260708,L165,175,1,1,0,25.67010059251546,True
1,20260708,L166,175,0,0,0,0.0,False
1,20260708,L167,175,0,0,0,0.0,False
1,20260708,L168,175,1,1,0,25.67010059251546,True
1,20260708,L169,175,1,1,0,25.67010059251546,True
1,20260708,L170,175,0,0,0,0.0,False
1,20260708,L171,175,2,2,0,11.064925139471653,True
1,20260708,L172,175,0,0,0,0.0,False
1,20260708,L173,175,2,2,0,9.132961630471218,True
1,20260708,L174,175,0,0,0,0.0,False
1,20260708,L175,175,2,2,0,16.333959751941997,True
1,20260708,L176,175,3,1,2,64.79295845036326,True
1,20260708,L177,175,3,0,3,70.1810294709776,True
1,20260708,L178,175,0,0,0,0.0,False
1,20260708,L179,175,0,0,0,0.0,False
1,20260708,L182,175,0,0,0,0.0,False
1,20260708,L185,175,2,2,0,35.245887704742074,True
1,20260708,L186,175,1,1,0,35.11713329264434,True
