line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L133,2,6,0.3333333333333333,11,11,1.0,13
L048,4,6,0.6666666666666666,7,7,1.0,11
L121,4,9,0.4444444444444444,7,7,1.0,11
L152,4,9,0.4444444444444444,7,7,1.0,11
L131,2,4,0.5,9,9,1.0,11
L071,0,5,0.0,11,11,1.0,11
L090,4,9,0.4444444444444444,6,7,0.8571428571428571,10
L147,1,2,0.5,9,9,1.0,10
L052,5,9,0.5555555555555556,4,5,0.8,9
L033,3,5,0.6,6,6,1.0,9
L116,2,4,0.5,7,7,1.0,9
L180,2,4,0.5,7,7,1.0,9
L169,8,13,0.6153846153846154,0,5,0.0,8
L036,3,9,0.3333333333333333,5,5,1.0,8
L153,3,6,0.5,5,8,0.625,8
L004,2,7,0.2857142857142857,6,6,1.0,8
L022,2,11,0.18181818181818182,6,6,1.0,8
L047,2,5,0.4,6,6,1.0,8
L061,2,5,0.4,6,6,1.0,8
L029,1,2,0.5,7,7,1.0,8
L035,1,5,0.2,7,8,0.875,8
L059,1,4,0.25,7,7,1.0,8
L119,5,7,0.7142857142857143,2,4,0.5,7
L118,3,6,0.5,4,6,0.6666666666666666,7
L151,3,8,0.375,4,7,0.5714285714285714,7
L125,2,7,0.2857142857142857,5,5,1.0,7
L009,1,6,0.16666666666666666,6,8,0.75,7
L028,1,4,0.25,6,6,1.0,7
L058,1,1,1.0,6,6,1.0,7
L104,1,5,0.2,6,10,0.6,7
L107,1,6,0.16666666666666666,6,6,1.0,7
L034,0,5,0.0,7,7,1.0,7
L185,0,4,0.0,7,7,1.0,7
L160,6,6,1.0,0,6,0.0,6
L095,5,8,0.625,1,7,0.14285714285714285,6
L103,4,8,0.5,2,7,0.2857142857142857,6
L174,4,6,0.6666666666666666,2,6,0.3333333333333333,6
L184,3,5,0.6,3,3,1.0,6
L002,2,6,0.3333333333333333,4,7,0.5714285714285714,6
L024,2,4,0.5,4,8,0.5,6
L016,1,5,0.2,5,5,1.0,6
L042,1,3,0.3333333333333333,5,7,0.7142857142857143,6
L129,1,5,0.2,5,5,1.0,6
L023,0,4,0.0,6,7,0.8571428571428571,6
L067,5,10,0.5,0,2,0.0,5
L079,5,5,1.0,0,6,0.0,5
L080,5,6,0.8333333333333334,0,3,0.0,5
L186,5,9,0.5555555555555556,0,6,0.0,5
L081,4,6,0.6666666666666666,1,2,0.5,5
L084,4,4,1.0,1,8,0.125,5
L162,4,6,0.6666666666666666,1,4,0.25,5
L148,3,6,0.5,2,9,0.2222222222222222,5
L013,2,7,0.2857142857142857,3,3,1.0,5
L096,2,7,0.2857142857142857,3,3,1.0,5
L031,1,4,0.25,4,4,1.0,5
L072,1,6,0.16666666666666666,4,4,1.0,5
L094,1,7,0.14285714285714285,4,5,0.8,5
L143,1,6,0.16666666666666666,4,6,0.6666666666666666,5
L007,0,2,0.0,5,6,0.8333333333333334,5
L017,0,5,0.0,5,5,1.0,5
L106,0,3,0.0,5,6,0.8333333333333334,5
L181,0,5,0.0,5,5,1.0,5
L001,4,4,1.0,0,8,0.0,4
L018,4,8,0.5,0,7,0.0,4
L044,4,5,0.8,0,6,0.0,4
L070,4,6,0.6666666666666666,0,1,0.0,4
L082,4,6,0.6666666666666666,0,4,0.0,4
L099,4,6,0.6666666666666666,0,8,0.0,4
L122,4,10,0.4,0,4,0.0,4
L128,4,6,0.6666666666666666,0,2,0.0,4
L130,4,8,0.5,0,6,0.0,4
L140,4,6,0.6666666666666666,0,3,0.0,4
L157,4,6,0.6666666666666666,0,11,0.0,4
L158,4,7,0.5714285714285714,0,6,0.0,4
L165,4,5,0.8,0,7,0.0,4
L170,4,5,0.8,0,5,0.0,4
L171,4,10,0.4,0,4,0.0,4
L038,3,7,0.42857142857142855,1,2,0.5,4
L043,3,6,0.5,1,4,0.25,4
L063,3,8,0.375,1,3,0.3333333333333333,4
L085,3,5,0.6,1,9,0.1111111111111111,4
L030,2,5,0.4,2,5,0.4,4
L037,2,10,0.2,2,4,0.5,4
L109,2,6,0.3333333333333333,2,9,0.2222222222222222,4
L134,2,6,0.3333333333333333,2,4,0.5,4
L179,2,6,0.3333333333333333,2,3,0.6666666666666666,4
L008,1,6,0.16666666666666666,3,3,1.0,4
L011,1,5,0.2,3,3,1.0,4
L021,1,4,0.25,3,4,0.75,4
L041,1,7,0.14285714285714285,3,8,0.375,4
L050,1,2,0.5,3,5,0.6,4
L068,1,2,0.5,3,3,1.0,4
L074,1,3,0.3333333333333333,3,3,1.0,4
L078,1,4,0.25,3,10,0.3,4
L108,1,5,0.2,3,4,0.75,4
L132,1,5,0.2,3,9,0.3333333333333333,4
L183,1,3,0.3333333333333333,3,3,1.0,4
L010,3,5,0.6,0,5,0.0,3
L014,3,8,0.375,0,6,0.0,3
L025,3,5,0.6,0,7,0.0,3
L039,3,6,0.5,0,4,0.0,3
L040,3,4,0.75,0,9,0.0,3
L057,3,7,0.42857142857142855,0,3,0.0,3
L062,3,5,0.6,0,5,0.0,3
L076,3,6,0.5,0,5,0.0,3
L086,3,5,0.6,0,4,0.0,3
L150,3,5,0.6,0,1,0.0,3
L155,3,5,0.6,0,3,0.0,3
L173,3,7,0.42857142857142855,0,6,0.0,3
L006,2,5,0.4,1,5,0.2,3
L027,2,7,0.2857142857142857,1,3,0.3333333333333333,3
L097,2,9,0.2222222222222222,1,7,0.14285714285714285,3
L113,2,6,0.3333333333333333,1,3,0.3333333333333333,3
L127,2,3,0.6666666666666666,1,5,0.2,3
L136,2,11,0.18181818181818182,1,5,0.2,3
L149,2,7,0.2857142857142857,1,7,0.14285714285714285,3
L159,2,5,0.4,1,7,0.14285714285714285,3
L176,2,8,0.25,1,7,0.14285714285714285,3
L015,1,3,0.3333333333333333,2,3,0.6666666666666666,3
L051,1,4,0.25,2,2,1.0,3
L053,1,4,0.25,2,4,0.5,3
L092,1,4,0.25,2,5,0.4,3
L093,1,5,0.2,2,3,0.6666666666666666,3
L117,1,5,0.2,2,5,0.4,3
L178,1,3,0.3333333333333333,2,7,0.2857142857142857,3
L005,0,1,0.0,3,5,0.6,3
L012,0,2,0.0,3,4,0.75,3
L049,0,2,0.0,3,5,0.6,3
L112,0,2,0.0,3,4,0.75,3
L026,2,6,0.3333333333333333,0,6,0.0,2
L045,2,6,0.3333333333333333,0,5,0.0,2
L046,2,5,0.4,0,5,0.0,2
L055,2,4,0.5,0,3,0.0,2
L056,2,6,0.3333333333333333,0,4,0.0,2
L060,2,4,0.5,0,5,0.0,2
L066,2,4,0.5,0,3,0.0,2
L069,2,4,0.5,0,4,0.0,2
L083,2,3,0.6666666666666666,0,11,0.0,2
