line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L147,1,2,0.5,9,9,1.0,10
L180,1,4,0.25,7,7,1.0,8
L061,1,5,0.2,6,6,1.0,7
L047,0,5,0.0,6,6,1.0,6
L016,0,5,0.0,5,5,1.0,5
L181,0,5,0.0,5,5,1.0,5
L171,3,10,0.3,0,4,0.0,3
L183,0,3,0.0,3,3,1.0,3
L184,0,5,0.0,3,3,1.0,3
L119,2,7,0.2857142857142857,0,4,0.0,2
L122,2,10,0.2,0,4,0.0,2
L165,2,5,0.4,0,7,0.0,2
L015,1,3,0.3333333333333333,1,3,0.3333333333333333,2
L081,1,6,0.16666666666666666,1,2,0.5,2
L006,1,5,0.2,0,5,0.0,1
L014,1,8,0.125,0,6,0.0,1
L033,1,5,0.2,0,6,0.0,1
L035,1,5,0.2,0,8,0.0,1
L036,1,9,0.1111111111111111,0,5,0.0,1
L038,1,7,0.14285714285714285,0,2,0.0,1
L045,1,6,0.16666666666666666,0,5,0.0,1
L048,1,6,0.16666666666666666,0,7,0.0,1
L050,1,2,0.5,0,5,0.0,1
L053,1,4,0.25,0,4,0.0,1
L057,1,7,0.14285714285714285,0,3,0.0,1
L059,1,4,0.25,0,7,0.0,1
L062,1,5,0.2,0,5,0.0,1
L070,1,6,0.16666666666666666,0,1,0.0,1
L080,1,6,0.16666666666666666,0,3,0.0,1
L083,1,3,0.3333333333333333,0,11,0.0,1
L084,1,4,0.25,0,8,0.0,1
L086,1,5,0.2,0,4,0.0,1
L090,1,9,0.1111111111111111,0,7,0.0,1
L095,1,8,0.125,0,7,0.0,1
L096,1,7,0.14285714285714285,0,3,0.0,1
L097,1,9,0.1111111111111111,0,7,0.0,1
L105,1,5,0.2,0,7,0.0,1
L116,1,4,0.25,0,7,0.0,1
L121,1,9,0.1111111111111111,0,7,0.0,1
L124,1,1,1.0,0,4,0.0,1
L129,1,5,0.2,0,5,0.0,1
L130,1,8,0.125,0,6,0.0,1
L135,1,7,0.14285714285714285,0,5,0.0,1
L149,1,7,0.14285714285714285,0,7,0.0,1
L153,1,6,0.16666666666666666,0,8,0.0,1
L169,1,13,0.07692307692307693,0,5,0.0,1
L170,1,5,0.2,0,5,0.0,1
L179,1,6,0.16666666666666666,0,3,0.0,1
L008,0,6,0.0,1,3,0.3333333333333333,1
L051,0,4,0.0,1,2,0.5,1
L001,0,4,0.0,0,8,0.0,0
L002,0,6,0.0,0,7,0.0,0
L003,0,3,0.0,0,6,0.0,0
L004,0,7,0.0,0,6,0.0,0
L005,0,1,0.0,0,5,0.0,0
L007,0,2,0.0,0,6,0.0,0
L009,0,6,0.0,0,8,0.0,0
L010,0,5,0.0,0,5,0.0,0
L011,0,5,0.0,0,3,0.0,0
L012,0,2,0.0,0,4,0.0,0
L013,0,7,0.0,0,3,0.0,0
L017,0,5,0.0,0,5,0.0,0
