top_rank,top_bucket,scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,error
1,"top_20,top_50,top_100",1,20260708,L147->L183,L147,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000029,"L018,L102,L115,L128,L147,L155,L156,L158,L178,L182,L183",11,1.3747434453015674,1.3747434453015674,2,"L018,L102",9,True,relay_cascade,
2,"top_20,top_50,top_100",1,20260708,L061->L183,L061,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000016,"L018,L060,L061,L102,L115,L128,L155,L178,L182,L183",10,1.2928305648218277,1.2928305648218277,2,"L018,L102",8,True,relay_cascade,
3,"top_20,top_50,top_100",1,20260708,L121->L183,L121,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0,"L018,L102,L115,L121,L128,L155,L178,L182,L183",9,10.886650800393705,10.886650800393705,6,"L018,L102,L115,L155,L178,L182",7,True,relay_cascade,
4,"top_20,top_50,top_100",1,20260708,L122->L147,L122,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000042,"L115,L122,L128,L147,L155,L156,L158,L178,L182",9,8.187708381345685,8.187708381345685,7,"L115,L128,L155,L156,L158,L178,L182",7,True,relay_cascade,
5,"top_20,top_50,top_100",1,20260708,L124->L147,L124,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000024,"L115,L124,L128,L147,L155,L156,L158,L178,L182",9,8.187708381345692,8.187708381345692,6,"L115,L155,L156,L158,L178,L182",7,True,relay_cascade,
6,"top_20,top_50,top_100",1,20260708,L179->L147,L179,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000024,"L115,L128,L147,L155,L156,L158,L178,L179,L182",9,8.187708381345677,8.187708381345677,7,"L115,L128,L155,L156,L158,L178,L182",7,True,relay_cascade,
7,"top_20,top_50,top_100",1,20260708,L119->L147,L119,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000009,"L115,L119,L128,L147,L155,L156,L158,L178,L182",9,8.187708381345711,8.187708381345711,6,"L115,L155,L156,L158,L178,L182",7,True,relay_cascade,
8,"top_20,top_50,top_100",1,20260708,L180->L147,L180,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000009,"L115,L128,L147,L155,L156,L158,L178,L180,L182",9,2.0122669915348235,2.0122669915348235,2,"L156,L158",7,True,relay_cascade,
9,"top_20,top_50,top_100",1,20260708,L014->L147,L014,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000004,"L014,L115,L128,L147,L155,L156,L158,L178,L182",9,8.187708381345677,8.187708381345677,7,"L115,L128,L155,L156,L158,L178,L182",7,True,relay_cascade,
10,"top_20,top_50,top_100",1,20260708,L048->L147,L048,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000004,"L048,L115,L128,L147,L155,L156,L158,L178,L182",9,8.18770838134567,8.18770838134567,7,"L115,L128,L155,L156,L158,L178,L182",7,True,relay_cascade,
