scenario_id,initial_outages,initial_outage_type,initial_outage_order,chronic_index,load_scale,gen_scale,action,action_type,action_line,is_valid_action,episode_return,negative_return,num_generations,num_line_outages,load_shed_MW,load_shed_ratio,num_proactive_actions,num_invalid_actions,pf_failed,cascade_trace_json
0,"6,9",common_bus_N-2,2,1714,0.7545742988586426,0.8738421201705933,0,do_nothing,,True,-103.92105608476768,103.92105608476768,1,6,0.0,0.0,0,0,True,"[{""generation"": 1, ""initial_outages"": [6, 9], ""initial_outage_order"": 2, ""initial_outage_type"": ""common_bus_N-2"", ""initial_outage_mode"": ""sampled"", ""outaged_lines"": [3, 6, 7, 8, 9, 14], ""proactive_action"": null, ""overloaded_lines"": [3, 7, 8, 14, 15, 16], ""random_trips"": [3, 7, 8, 14], ""pf_converged"": false, ""load_shed_MW"": 0.0, ""load_shed_ratio"": 0.0, ""invalid_action"": false, ""island_records"": [{""island_id"": 0, ""buses"": [0, 1, 2, 3, 4], ""branches"": [0, 1, 2, 4, 5], ""generators"": [0, 1, 2], ""loads"": [0, 1, 2, 3], ""load_before_mw"": 129.25857739448549, ""load_after_mw"": 129.25857739448549, ""load_shed_mw"": 0.0, ""gen_before_mw"": 500.1872295856476, ""gen_after_mw"": 129.25857739448549, ""balance_case"": ""generation_surplus""}, {""island_id"": 1, ""buses"": [5, 8, 9, 10, 11, 12, 13], ""branches"": [10, 11, 12, 15, 16, 17, 18, 19], ""generators"": [3], ""loads"": [4, 5, 6, 7, 8, 9, 10], ""load_before_mw"": 66.17616600990296, ""load_after_mw"": 66.17616600990296, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 66.17616600990296, ""balance_case"": ""generation_surplus""}, {""island_id"": 2, ""buses"": [6, 7], ""branches"": [13], ""generators"": [4], ""loads"": [], ""load_before_mw"": 0.0, ""load_after_mw"": 0.0, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 0.0, ""balance_case"": ""no_load""}]}]"
0,"6,9",common_bus_N-2,2,1714,0.7545742988586426,0.8738421201705933,1,open_line,0,True,-104.05039971411131,104.05039971411131,1,7,5.734764671325683,0.022141948537937002,1,0,True,"[{""generation"": 1, ""initial_outages"": [6, 9], ""initial_outage_order"": 2, ""initial_outage_type"": ""common_bus_N-2"", ""initial_outage_mode"": ""sampled"", ""outaged_lines"": [0, 1, 3, 4, 6, 7, 9], ""proactive_action"": 0, ""overloaded_lines"": [1, 3, 4, 7, 8, 14, 15, 16], ""random_trips"": [1, 3, 4, 7], ""pf_converged"": false, ""load_shed_MW"": 5.734764671325683, ""load_shed_ratio"": 0.022141948537937002, ""invalid_action"": false, ""island_records"": [{""island_id"": 0, ""buses"": [0], ""branches"": [], ""generators"": [0], ""loads"": [], ""load_before_mw"": 0.0, ""load_after_mw"": 0.0, ""load_shed_mw"": 0.0, ""gen_before_mw"": 290.4651207447052, ""gen_after_mw"": 0.0, ""balance_case"": ""no_load""}, {""island_id"": 1, ""buses"": [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13], ""branches"": [2, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], ""generators"": [1, 2, 3, 4], ""loads"": [0, 1, 2, 4, 5, 6, 7, 8, 9, 10], ""load_before_mw"": 189.69997873306275, ""load_after_mw"": 189.69997873306275, ""load_shed_mw"": 0.0, ""gen_before_mw"": 384.49053287506104, ""gen_after_mw"": 189.69997873306275, ""balance_case"": ""generation_surplus""}, {""island_id"": 2, ""buses"": [4], ""branches"": [], ""generators"": [], ""loads"": [3], ""load_before_mw"": 5.734764671325683, ""load_after_mw"": 0.0, ""load_shed_mw"": 5.734764671325683, ""gen_before_mw"": 0.0, ""gen_after_mw"": 0.0, ""balance_case"": ""no_generation""}]}]"
0,"6,9",common_bus_N-2,2,1714,0.7545742988586426,0.8738421201705933,2,open_line,1,True,-103.05544664514917,103.05544664514917,1,6,0.0,0.0,1,0,True,"[{""generation"": 1, ""initial_outages"": [6, 9], ""initial_outage_order"": 2, ""initial_outage_type"": ""common_bus_N-2"", ""initial_outage_mode"": ""sampled"", ""outaged_lines"": [1, 3, 6, 7, 9, 14], ""proactive_action"": 1, ""overloaded_lines"": [0, 3, 7, 8, 14, 15, 16], ""random_trips"": [3, 7, 14], ""pf_converged"": false, ""load_shed_MW"": 0.0, ""load_shed_ratio"": 0.0, ""invalid_action"": false, ""island_records"": [{""island_id"": 0, ""buses"": [0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13], ""branches"": [0, 2, 4, 5, 8, 10, 11, 12, 15, 16, 17, 18, 19], ""generators"": [0, 1, 2, 3], ""loads"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""load_before_mw"": 195.43474340438843, ""load_after_mw"": 195.43474340438843, ""load_shed_mw"": 0.0, ""gen_before_mw"": 587.571441602707, ""gen_after_mw"": 195.43474340438843, ""balance_case"": ""generation_surplus""}, {""island_id"": 1, ""buses"": [6, 7], ""branches"": [13], ""generators"": [4], ""loads"": [], ""load_before_mw"": 0.0, ""load_after_mw"": 0.0, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 0.0, ""balance_case"": ""no_load""}]}]"
0,"6,9",common_bus_N-2,2,1714,0.7545742988586426,0.8738421201705933,3,open_line,2,True,-104.0970947932359,104.0970947932359,1,7,14.860605478286743,0.05737685512852024,1,0,True,"[{""generation"": 1, ""initial_outages"": [6, 9], ""initial_outage_order"": 2, ""initial_outage_type"": ""common_bus_N-2"", ""initial_outage_mode"": ""sampled"", ""outaged_lines"": [2, 3, 5, 6, 7, 9, 14], ""proactive_action"": 2, ""overloaded_lines"": [3, 5, 7, 8, 14, 15, 16], ""random_trips"": [3, 5, 7, 14], ""pf_converged"": false, ""load_shed_MW"": 14.860605478286743, ""load_shed_ratio"": 0.05737685512852024, ""invalid_action"": false, ""island_records"": [{""island_id"": 0, ""buses"": [0, 1, 4], ""branches"": [0, 1, 4], ""generators"": [0, 1], ""loads"": [0, 3], ""load_before_mw"": 22.109026956558225, ""load_after_mw"": 22.109026956558225, ""load_shed_mw"": 0.0, ""gen_before_mw"": 412.80301756858825, ""gen_after_mw"": 22.109026956558225, ""balance_case"": ""generation_surplus""}, {""island_id"": 1, ""buses"": [2], ""branches"": [], ""generators"": [2], ""loads"": [1], ""load_before_mw"": 71.08089895248413, ""load_after_mw"": 71.08089895248413, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 71.08089895248413, ""balance_case"": ""generation_surplus""}, {""island_id"": 2, ""buses"": [3, 5, 8, 9, 10, 11, 12, 13], ""branches"": [8, 10, 11, 12, 15, 16, 17, 18, 19], ""generators"": [3], ""loads"": [2, 4, 5, 6, 7, 8, 9, 10], ""load_before_mw"": 102.24481749534607, ""load_after_mw"": 87.38421201705933, ""load_shed_mw"": 14.860605478286743, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 87.38421201705933, ""balance_case"": ""generation_deficit""}, {""island_id"": 3, ""buses"": [6, 7], ""branches"": [13], ""generators"": [4], ""loads"": [], ""load_before_mw"": 0.0, ""load_after_mw"": 0.0, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 0.0, ""balance_case"": ""no_load""}]}]"
0,"6,9",common_bus_N-2,2,1714,0.7545742988586426,0.8738421201705933,4,open_line,3,True,-104.0970947932359,104.0970947932359,1,7,14.860605478286743,0.05737685512852024,1,0,True,"[{""generation"": 1, ""initial_outages"": [6, 9], ""initial_outage_order"": 2, ""initial_outage_type"": ""common_bus_N-2"", ""initial_outage_mode"": ""sampled"", ""outaged_lines"": [2, 3, 5, 6, 7, 9, 14], ""proactive_action"": 3, ""overloaded_lines"": [2, 5, 7, 8, 14, 15, 16], ""random_trips"": [2, 5, 7, 14], ""pf_converged"": false, ""load_shed_MW"": 14.860605478286743, ""load_shed_ratio"": 0.05737685512852024, ""invalid_action"": false, ""island_records"": [{""island_id"": 0, ""buses"": [0, 1, 4], ""branches"": [0, 1, 4], ""generators"": [0, 1], ""loads"": [0, 3], ""load_before_mw"": 22.109026956558225, ""load_after_mw"": 22.109026956558225, ""load_shed_mw"": 0.0, ""gen_before_mw"": 412.80301756858825, ""gen_after_mw"": 22.109026956558225, ""balance_case"": ""generation_surplus""}, {""island_id"": 1, ""buses"": [2], ""branches"": [], ""generators"": [2], ""loads"": [1], ""load_before_mw"": 71.08089895248413, ""load_after_mw"": 71.08089895248413, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 71.08089895248413, ""balance_case"": ""generation_surplus""}, {""island_id"": 2, ""buses"": [3, 5, 8, 9, 10, 11, 12, 13], ""branches"": [8, 10, 11, 12, 15, 16, 17, 18, 19], ""generators"": [3], ""loads"": [2, 4, 5, 6, 7, 8, 9, 10], ""load_before_mw"": 102.24481749534607, ""load_after_mw"": 87.38421201705933, ""load_shed_mw"": 14.860605478286743, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 87.38421201705933, ""balance_case"": ""generation_deficit""}, {""island_id"": 3, ""buses"": [6, 7], ""branches"": [13], ""generators"": [4], ""loads"": [], ""load_before_mw"": 0.0, ""load_after_mw"": 0.0, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 0.0, ""balance_case"": ""no_load""}]}]"
0,"6,9",common_bus_N-2,2,1714,0.7545742988586426,0.8738421201705933,5,open_line,4,True,-104.02105608476768,104.02105608476768,1,7,0.0,0.0,1,0,True,"[{""generation"": 1, ""initial_outages"": [6, 9], ""initial_outage_order"": 2, ""initial_outage_type"": ""common_bus_N-2"", ""initial_outage_mode"": ""sampled"", ""outaged_lines"": [3, 4, 6, 7, 8, 9, 14], ""proactive_action"": 4, ""overloaded_lines"": [3, 7, 8, 14, 15, 16], ""random_trips"": [3, 7, 8, 14], ""pf_converged"": false, ""load_shed_MW"": 0.0, ""load_shed_ratio"": 0.0, ""invalid_action"": false, ""island_records"": [{""island_id"": 0, ""buses"": [0, 1, 2, 3, 4], ""branches"": [0, 1, 2, 5], ""generators"": [0, 1, 2], ""loads"": [0, 1, 2, 3], ""load_before_mw"": 129.25857739448549, ""load_after_mw"": 129.25857739448549, ""load_shed_mw"": 0.0, ""gen_before_mw"": 500.1872295856476, ""gen_after_mw"": 129.25857739448549, ""balance_case"": ""generation_surplus""}, {""island_id"": 1, ""buses"": [5, 8, 9, 10, 11, 12, 13], ""branches"": [10, 11, 12, 15, 16, 17, 18, 19], ""generators"": [3], ""loads"": [4, 5, 6, 7, 8, 9, 10], ""load_before_mw"": 66.17616600990296, ""load_after_mw"": 66.17616600990296, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 66.17616600990296, ""balance_case"": ""generation_surplus""}, {""island_id"": 2, ""buses"": [6, 7], ""branches"": [13], ""generators"": [4], ""loads"": [], ""load_before_mw"": 0.0, ""load_after_mw"": 0.0, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 0.0, ""balance_case"": ""no_load""}]}]"
0,"6,9",common_bus_N-2,2,1714,0.7545742988586426,0.8738421201705933,6,open_line,5,True,-104.20561206932366,104.20561206932366,1,7,36.06865148544311,0.1392612026464985,1,0,True,"[{""generation"": 1, ""initial_outages"": [6, 9], ""initial_outage_order"": 2, ""initial_outage_type"": ""common_bus_N-2"", ""initial_outage_mode"": ""sampled"", ""outaged_lines"": [3, 5, 6, 7, 8, 9, 14], ""proactive_action"": 5, ""overloaded_lines"": [3, 7, 8, 14, 15, 16], ""random_trips"": [3, 7, 8, 14], ""pf_converged"": false, ""load_shed_MW"": 36.06865148544311, ""load_shed_ratio"": 0.1392612026464985, ""invalid_action"": false, ""island_records"": [{""island_id"": 0, ""buses"": [0, 1, 2, 4], ""branches"": [0, 1, 2, 4], ""generators"": [0, 1, 2], ""loads"": [0, 1, 3], ""load_before_mw"": 93.18992590904236, ""load_after_mw"": 93.18992590904236, ""load_shed_mw"": 0.0, ""gen_before_mw"": 500.1872295856476, ""gen_after_mw"": 93.18992590904236, ""balance_case"": ""generation_surplus""}, {""island_id"": 1, ""buses"": [3], ""branches"": [], ""generators"": [], ""loads"": [2], ""load_before_mw"": 36.06865148544311, ""load_after_mw"": 0.0, ""load_shed_mw"": 36.06865148544311, ""gen_before_mw"": 0.0, ""gen_after_mw"": 0.0, ""balance_case"": ""no_generation""}, {""island_id"": 2, ""buses"": [5, 8, 9, 10, 11, 12, 13], ""branches"": [10, 11, 12, 15, 16, 17, 18, 19], ""generators"": [3], ""loads"": [4, 5, 6, 7, 8, 9, 10], ""load_before_mw"": 66.17616600990296, ""load_after_mw"": 66.17616600990296, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 66.17616600990296, ""balance_case"": ""generation_surplus""}, {""island_id"": 3, ""buses"": [6, 7], ""branches"": [13], ""generators"": [4], ""loads"": [], ""load_before_mw"": 0.0, ""load_after_mw"": 0.0, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 0.0, ""balance_case"": ""no_load""}]}]"
0,"6,9",common_bus_N-2,2,1714,0.7545742988586426,0.8738421201705933,7,open_line,6,False,-104.02105608476768,104.02105608476768,1,6,0.0,0.0,1,1,True,"[{""generation"": 1, ""initial_outages"": [6, 9], ""initial_outage_order"": 2, ""initial_outage_type"": ""common_bus_N-2"", ""initial_outage_mode"": ""sampled"", ""outaged_lines"": [3, 6, 7, 8, 9, 14], ""proactive_action"": 6, ""overloaded_lines"": [3, 7, 8, 14, 15, 16], ""random_trips"": [3, 7, 8, 14], ""pf_converged"": false, ""load_shed_MW"": 0.0, ""load_shed_ratio"": 0.0, ""invalid_action"": true, ""island_records"": [{""island_id"": 0, ""buses"": [0, 1, 2, 3, 4], ""branches"": [0, 1, 2, 4, 5], ""generators"": [0, 1, 2], ""loads"": [0, 1, 2, 3], ""load_before_mw"": 129.25857739448549, ""load_after_mw"": 129.25857739448549, ""load_shed_mw"": 0.0, ""gen_before_mw"": 500.1872295856476, ""gen_after_mw"": 129.25857739448549, ""balance_case"": ""generation_surplus""}, {""island_id"": 1, ""buses"": [5, 8, 9, 10, 11, 12, 13], ""branches"": [10, 11, 12, 15, 16, 17, 18, 19], ""generators"": [3], ""loads"": [4, 5, 6, 7, 8, 9, 10], ""load_before_mw"": 66.17616600990296, ""load_after_mw"": 66.17616600990296, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 66.17616600990296, ""balance_case"": ""generation_surplus""}, {""island_id"": 2, ""buses"": [6, 7], ""branches"": [13], ""generators"": [4], ""loads"": [], ""load_before_mw"": 0.0, ""load_after_mw"": 0.0, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 0.0, ""balance_case"": ""no_load""}]}]"
0,"6,9",common_bus_N-2,2,1714,0.7545742988586426,0.8738421201705933,8,open_line,7,True,-103.05544664514917,103.05544664514917,1,6,0.0,0.0,1,0,True,"[{""generation"": 1, ""initial_outages"": [6, 9], ""initial_outage_order"": 2, ""initial_outage_type"": ""common_bus_N-2"", ""initial_outage_mode"": ""sampled"", ""outaged_lines"": [3, 6, 7, 8, 9, 15], ""proactive_action"": 7, ""overloaded_lines"": [3, 8, 15, 16], ""random_trips"": [3, 8, 15], ""pf_converged"": false, ""load_shed_MW"": 0.0, ""load_shed_ratio"": 0.0, ""invalid_action"": false, ""island_records"": [{""island_id"": 0, ""buses"": [0, 1, 2, 3, 4], ""branches"": [0, 1, 2, 4, 5], ""generators"": [0, 1, 2], ""loads"": [0, 1, 2, 3], ""load_before_mw"": 129.25857739448549, ""load_after_mw"": 129.25857739448549, ""load_shed_mw"": 0.0, ""gen_before_mw"": 500.1872295856476, ""gen_after_mw"": 129.25857739448549, ""balance_case"": ""generation_surplus""}, {""island_id"": 1, ""buses"": [5, 6, 7, 8, 9, 10, 11, 12, 13], ""branches"": [10, 11, 12, 13, 14, 16, 17, 18, 19], ""generators"": [3, 4], ""loads"": [4, 5, 6, 7, 8, 9, 10], ""load_before_mw"": 66.17616600990296, ""load_after_mw"": 66.17616600990296, ""load_shed_mw"": 0.0, ""gen_before_mw"": 174.76842403411865, ""gen_after_mw"": 66.17616600990296, ""balance_case"": ""generation_surplus""}]}]"
0,"6,9",common_bus_N-2,2,1714,0.7545742988586426,0.8738421201705933,9,open_line,8,True,-104.02105608476768,104.02105608476768,1,7,0.0,0.0,1,0,True,"[{""generation"": 1, ""initial_outages"": [6, 9], ""initial_outage_order"": 2, ""initial_outage_type"": ""common_bus_N-2"", ""initial_outage_mode"": ""sampled"", ""outaged_lines"": [3, 6, 7, 8, 9, 14, 15], ""proactive_action"": 8, ""overloaded_lines"": [3, 7, 14, 15, 16], ""random_trips"": [3, 7, 14, 15], ""pf_converged"": false, ""load_shed_MW"": 0.0, ""load_shed_ratio"": 0.0, ""invalid_action"": false, ""island_records"": [{""island_id"": 0, ""buses"": [0, 1, 2, 3, 4], ""branches"": [0, 1, 2, 4, 5], ""generators"": [0, 1, 2], ""loads"": [0, 1, 2, 3], ""load_before_mw"": 129.25857739448549, ""load_after_mw"": 129.25857739448549, ""load_shed_mw"": 0.0, ""gen_before_mw"": 500.1872295856476, ""gen_after_mw"": 129.25857739448549, ""balance_case"": ""generation_surplus""}, {""island_id"": 1, ""buses"": [5, 8, 9, 10, 11, 12, 13], ""branches"": [10, 11, 12, 16, 17, 18, 19], ""generators"": [3], ""loads"": [4, 5, 6, 7, 8, 9, 10], ""load_before_mw"": 66.17616600990296, ""load_after_mw"": 66.17616600990296, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 66.17616600990296, ""balance_case"": ""generation_surplus""}, {""island_id"": 2, ""buses"": [6, 7], ""branches"": [13], ""generators"": [4], ""loads"": [], ""load_before_mw"": 0.0, ""load_after_mw"": 0.0, ""load_shed_mw"": 0.0, ""gen_before_mw"": 87.38421201705933, ""gen_after_mw"": 0.0, ""balance_case"": ""no_load""}]}]"
