line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L184,11,185,0.05945945945945946,185,185,1.0,196
L016,10,185,0.05405405405405406,185,185,1.0,195
L047,10,185,0.05405405405405406,185,185,1.0,195
L147,10,185,0.05405405405405406,185,185,1.0,195
L180,10,185,0.05405405405405406,185,185,1.0,195
L181,10,185,0.05405405405405406,185,185,1.0,195
L183,10,185,0.05405405405405406,185,185,1.0,195
L061,9,185,0.04864864864864865,185,185,1.0,194
L051,14,185,0.07567567567567568,148,185,0.8,162
L008,13,185,0.07027027027027027,44,185,0.23783783783783785,57
L133,11,185,0.05945945945945946,23,185,0.12432432432432433,34
L152,10,185,0.05405405405405406,23,185,0.12432432432432433,33
L059,9,185,0.04864864864864865,21,185,0.11351351351351352,30
L017,10,185,0.05405405405405406,6,185,0.032432432432432434,16
L025,12,185,0.06486486486486487,3,185,0.016216216216216217,15
L027,12,185,0.06486486486486487,3,185,0.016216216216216217,15
L028,12,185,0.06486486486486487,3,185,0.016216216216216217,15
L029,12,185,0.06486486486486487,3,185,0.016216216216216217,15
L074,12,185,0.06486486486486487,3,185,0.016216216216216217,15
L037,12,185,0.06486486486486487,2,185,0.010810810810810811,14
L160,12,185,0.06486486486486487,2,185,0.010810810810810811,14
L161,12,185,0.06486486486486487,2,185,0.010810810810810811,14
L022,10,185,0.05405405405405406,4,185,0.021621621621621623,14
L007,13,185,0.07027027027027027,0,185,0.0,13
L009,13,185,0.07027027027027027,0,185,0.0,13
L036,12,185,0.06486486486486487,1,185,0.005405405405405406,13
L118,12,185,0.06486486486486487,1,185,0.005405405405405406,13
L134,12,185,0.06486486486486487,1,185,0.005405405405405406,13
L034,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L035,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L040,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L070,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L072,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L073,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L080,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L081,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L121,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L122,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L125,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L135,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L162,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L171,11,185,0.05945945945945946,2,185,0.010810810810810811,13
L173,11,185,0.05945945945945946,2,185,0.010810810810810811,13
