top_rank,top_bucket,scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,error
1,"top_20,top_50,top_100",1,20260708,L121->L125,L121,L125,True,True,111.76063839397672,111.76063839397672,0.0,1.0000000000000002,"L018,L060,L102,L115,L121,L125,L128,L134,L140,L155,L158,L178,L182",13,13.74474158861215,13.74474158861215,10,"L018,L060,L102,L115,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
2,"top_20,top_50,top_100",1,20260708,L125->L121,L125,L121,True,True,111.76063839397672,111.76063839397672,0.0,1.0000000000000002,"L018,L060,L102,L115,L121,L125,L128,L134,L140,L155,L158,L178,L182",13,13.744741588612142,13.744741588612142,10,"L018,L060,L102,L115,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
3,"top_20,top_50,top_100",1,20260708,L062->L068,L062,L068,True,True,82.31518105810146,82.31518105810146,0.0,1.0000000000000004,"L018,L045,L060,L062,L068,L102,L115,L128,L134,L140,L155,L158,L178,L182",14,14.012653202193716,14.012653202193716,12,"L018,L045,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",12,True,relay_cascade,
4,"top_20,top_50,top_100",1,20260708,L068->L062,L068,L062,True,True,82.31518105810146,82.31518105810146,0.0,1.0,"L018,L060,L062,L068,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",14,14.010963323169689,14.010963323169689,12,"L018,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",12,True,relay_cascade,
5,"top_20,top_50,top_100",1,20260708,L014->L183,L014,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L014,L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",13,13.59999480331978,13.59999480331978,11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
6,"top_20,top_50,top_100",1,20260708,L020->L183,L020,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L018,L020,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",13,13.600058076507043,13.600058076507043,11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
7,"top_20,top_50,top_100",1,20260708,L031->L183,L031,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L018,L031,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182,L183",14,13.61826837308796,13.61826837308796,11,"L018,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178",12,True,relay_cascade,
8,"top_20,top_50,top_100",1,20260708,L039->L183,L039,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L018,L039,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",13,13.599458766744162,13.599458766744162,11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
9,"top_20,top_50,top_100",1,20260708,L065->L183,L065,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L018,L060,L065,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",13,13.597840695259332,13.597840695259332,11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
10,"top_20,top_50,top_100",1,20260708,L078->L183,L078,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L018,L060,L078,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",13,13.600050440232325,13.600050440232325,11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
11,"top_20,top_50,top_100",1,20260708,L090->L183,L090,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L018,L060,L090,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",13,13.601362050114297,13.601362050114297,11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
12,"top_20,top_50,top_100",1,20260708,L123->L183,L123,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L018,L060,L102,L115,L123,L128,L134,L140,L155,L178,L182,L183",12,13.60831350049212,13.60831350049212,9,"L018,L060,L102,L115,L134,L140,L155,L178,L182",10,True,relay_cascade,
13,"top_20,top_50,top_100",1,20260708,L143->L183,L143,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L018,L060,L102,L115,L128,L134,L140,L143,L155,L178,L182,L183",12,13.601954539220072,13.601954539220072,10,"L018,L060,L102,L115,L128,L134,L140,L155,L178,L182",10,True,relay_cascade,
14,"top_20,top_50,top_100",1,20260708,L148->L183,L148,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L018,L060,L102,L115,L128,L134,L140,L148,L155,L178,L182,L183",12,4.133865664877674,4.133865664877674,8,"L018,L060,L102,L115,L134,L140,L178,L182",10,True,relay_cascade,
15,"top_20,top_50,top_100",1,20260708,L149->L183,L149,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000104,"L018,L060,L102,L115,L128,L134,L140,L149,L155,L178,L182,L183",12,13.255921366905287,13.255921366905287,9,"L018,L060,L102,L115,L134,L140,L155,L178,L182",10,True,relay_cascade,
