seed,path,y_critical,y_load_shed,rank_in_pio_x,rank_in_paper_x,rank_in_lodf_x,model_type,heldout_seed,learned_score,first_line,second_line,is_critical,total_load_shed_mw,rank_in_pio_y,rank_in_paper_y,rank_in_lodf_y,pio_score,paper_score,lodf_score,ensemble_score_alpha_0_75,first_line_loading_ratio,second_line_loading_ratio,max_loading_ratio,min_security_margin,min_relay_margin,first_line_abs_flow,second_line_abs_flow,first_outage_num_overloaded_lines,first_outage_max_loading_ratio,first_outage_total_load_shed_mw,candidate_position_min_rank,learned_rank
20260722,L08->L07,0,0.0,335,818,123,mlp,20260722,0.9985569,L08,L07,0,0.0,335,818,123,0.5874767899513245,0.4509860873222351,0.8538789126435461,0.4770883813075265,0.2793660381394388,0.5933201883053638,1.0,0.0,0.1999999999999999,48.8890566744018,237.32807532214557,0,1.0,0.0,123,13
20260722,L08->L02,0,0.0,450,1049,159,mlp,20260722,0.9980153,L08,L02,0,0.0,450,1049,159,0.5580930113792419,0.4269441664218902,0.8398667861479778,0.4200517980334706,0.2793660381394388,0.4478546131891486,1.0,0.0,0.1999999999999999,48.8890566744018,78.37455730810102,0,1.0,0.0,159,19
20260722,L27->L28,0,0.0,22,6,35,mlp,20260722,0.9979005,L27,L28,0,0.0,22,6,35,0.7612650394439697,0.682955801486969,1.0710921748897928,0.8728167851262569,0.4428143037944735,0.6936637570526684,0.932773838700766,0.067226161299234,0.267226161299234,221.4071518972368,346.8318785263342,0,0.932773838700766,0.0,6,20
20260722,L05->L11,0,0.0,679,686,25,mlp,20260722,0.9960348,L05,L11,0,0.0,679,686,25,0.5096650719642639,0.4655297398567199,1.0840193005255387,0.376915915139048,0.2697973673100588,0.7711014620860587,0.9033494171046148,0.0966505828953853,0.2966505828953852,47.21453927926029,134.94275586506026,0,0.9033494171046148,0.0,25,29
20260722,L27->L24,0,0.0,31,10,34,mlp,20260722,0.99500895,L27,L24,0,0.0,31,10,34,0.7435149550437927,0.6696025133132935,1.071092174889799,0.8391231568186835,0.4428143037944735,0.4954521295113593,0.932773838700766,0.067226161299234,0.267226161299234,221.4071518972368,247.7260647556797,0,0.932773838700766,0.0,10,30
20260722,L05->L07,0,0.0,510,771,53,mlp,20260722,0.99439186,L05,L07,0,0.0,510,771,53,0.5477025508880615,0.4563959836959839,0.9900431025587864,0.4245676659793559,0.2697973673100588,0.6510544941001806,0.9033494171046148,0.0966505828953853,0.2966505828953852,47.21453927926029,260.4217976400722,0,0.9033494171046148,0.0,53,33
20260722,L10->L15,0,0.0,9,56,36,mlp,20260722,0.9927279,L10,L15,0,0.0,9,56,36,0.781994640827179,0.6045466065406799,1.0552638822050588,0.8510264047333226,0.6335520497945564,0.5393043165285385,1.0,0.0,0.1999999999999999,110.87160871404735,215.7217266114154,0,1.0,0.0,9,36
20260722,L05->L27,0,0.0,431,443,52,mlp,20260722,0.9926006,L05,L27,0,0.0,431,443,52,0.5617838501930237,0.488949179649353,0.9900431025587866,0.4655797603824566,0.2697973673100588,0.5208435952801441,0.9033494171046148,0.0966505828953853,0.2966505828953852,47.21453927926029,260.42179764007204,0,0.9033494171046148,0.0,52,38
20260722,L10->L11,0,0.0,97,183,23,mlp,20260722,0.99174964,L10,L11,0,0.0,97,183,23,0.679277777671814,0.5405614376068115,1.0840193005255407,0.6646893931326306,0.6335520497945564,0.6830956771067235,1.0,0.0,0.1999999999999999,110.87160871404735,119.5417434936766,0,1.0,0.0,23,41
20260722,L27->L21,0,0.0,50,130,42,mlp,20260722,0.9917139,L27,L21,0,0.0,50,130,42,0.7233076095581055,0.5673075914382935,1.03550337698622,0.7441201258126918,0.4428143037944735,0.5595135306075127,0.932773838700766,0.067226161299234,0.267226161299234,221.4071518972368,279.7567653037564,0,0.932773838700766,0.0,42,42
20260722,L07->L28,0,0.0,65,46,33,mlp,20260722,0.989417,L07,L28,0,0.0,65,46,33,0.7082902193069458,0.6102874875068665,1.0710921748898097,0.7509155620434163,0.5535178797430919,0.6936637570526699,0.9327738387007676,0.0672261612992325,0.2672261612992325,221.40715189723676,346.83187852633495,0,0.9327738387007676,0.0,33,46
20260722,L04->L07,0,0.0,568,855,256,mlp,20260722,0.98829436,L04,L07,0,0.0,568,855,256,0.5317503213882446,0.4472156167030334,0.7651928655644568,0.3961211484012646,0.1774203344492252,0.640987402189717,0.9783170209217408,0.0216829790782593,0.2216829790782593,31.04855852861441,256.3949608758868,0,0.9783170209217408,0.0,256,47
20260722,L29->L19,0,0.0,725,464,179,mlp,20260722,0.9875551,L29,L19,0,0.0,725,464,179,0.500400960445404,0.4876019954681396,0.8185466554166976,0.3782190973805157,0.0893323108322418,0.4130360171959124,0.8847714454067139,0.115228554593286,0.315228554593286,44.66615541612092,206.51800859795625,0,0.8847714454067139,0.0,179,49
20260722,L07->L24,0,0.0,80,67,32,mlp,20260722,0.98675853,L07,L24,0,0.0,80,67,32,0.6921405792236328,0.595268189907074,1.0710921748898103,0.71839328878011,0.5535178797430919,0.4954521295113608,0.9327738387007676,0.0672261612992325,0.2672261612992325,221.40715189723676,247.7260647556804,0,0.9327738387007676,0.0,32,51
20260722,L05->L36,0,0.0,786,1141,205,mlp,20260722,0.98655105,L05,L36,0,0.0,786,1141,205,0.4912593960762024,0.4147450029850006,0.8160401693832473,0.3179533367948791,0.2697973673100588,0.2779589508273211,0.9033494171046148,0.0966505828953853,0.2966505828953852,47.21453927926029,138.97947541366057,0,0.9033494171046148,0.0,205,52
20260722,L05->L37,0,0.0,787,1142,206,mlp,20260722,0.9864586,L05,L37,0,0.0,787,1142,206,0.4912593960762024,0.4147449433803558,0.8160401693832473,0.3179532980282563,0.2697973673100588,0.2779589508273211,0.9033494171046148,0.0966505828953853,0.2966505828953852,47.21453927926029,138.97947541366057,0,0.9033494171046148,0.0,206,53
20260722,L08->L27,0,0.0,305,494,124,mlp,20260722,0.9849282,L08,L27,0,0.0,305,494,124,0.5949923396110535,0.4828215539455414,0.8538789126435449,0.5083829574350263,0.2793660381394388,0.474656150644291,1.0,0.0,0.1999999999999999,48.8890566744018,237.32807532214557,0,1.0,0.0,124,56
20260722,L05->L02,0,0.0,694,1196,182,mlp,20260722,0.98455,L05,L02,0,0.0,694,1196,182,0.5055829882621765,0.4081614017486572,0.8160401693832492,0.3338523894147038,0.2697973673100588,0.3842541769484882,0.9033494171046148,0.0966505828953853,0.2966505828953852,47.21453927926029,67.24448096598543,0,0.9033494171046148,0.0,182,57
20260722,L27->L22,0,0.0,75,122,47,mlp,20260722,0.9840769,L27,L22,0,0.0,75,122,47,0.6940932273864746,0.5710141062736511,1.0261794672078732,0.7053696826858005,0.4428143037944735,0.4786047623191168,0.932773838700766,0.067226161299234,0.267226161299234,221.4071518972368,239.3023811595584,0,0.932773838700766,0.0,47,58
20260722,L08->L11,0,0.0,430,500,119,mlp,20260722,0.9838796,L08,L11,0,0.0,430,500,119,0.5618252754211426,0.4821724891662597,0.8568574891946804,0.4612305933910656,0.2793660381394388,0.8847714454067142,1.0,0.0,0.1999999999999999,48.8890566744018,154.83500294617497,0,1.0,0.0,119,59
20260722,L04->L02,0,0.0,736,1185,292,mlp,20260722,0.9829767,L04,L02,0,0.0,736,1185,292,0.4980509281158447,0.4091829657554626,0.76197906652834,0.3239046325517049,0.1774203344492252,0.4326987036206602,0.9783170209217408,0.0216829790782593,0.2216829790782593,31.04855852861441,75.72227313361554,0,0.9783170209217408,0.0,292,61
20260722,L05->L08,0,0.0,472,732,125,mlp,20260722,0.98201436,L05,L08,0,0.0,472,732,125,0.5531984567642212,0.461353987455368,0.8502227891224339,0.4355357022043759,0.2697973673100588,0.6398995345153684,0.9033494171046148,0.0966505828953853,0.2966505828953852,47.21453927926029,111.98241854018949,0,0.9033494171046148,0.0,125,62
20260722,L07->L21,0,0.0,111,309,41,mlp,20260722,0.97756505,L07,L21,0,0.0,111,309,41,0.6724436283111572,0.5081092119216919,1.0355033769862272,0.6339537276397516,0.5535178797430919,0.5595135306075136,0.9327738387007676,0.0672261612992325,0.2672261612992325,221.40715189723676,279.7567653037568,0,0.9327738387007676,0.0,41,64
20260722,L05->L16,0,0.0,306,241,108,mlp,20260722,0.9763875,L05,L16,0,0.0,306,241,108,0.5946382284164429,0.5217674374580383,0.8839925145049087,0.533214285066147,0.2697973673100588,0.5700769049906621,0.9033494171046148,0.0966505828953853,0.2966505828953852,47.21453927926029,228.03076199626483,0,0.9033494171046148,0.0,108,65
20260722,L27->L11,0,0.0,166,110,31,mlp,20260722,0.9747819,L27,L11,0,0.0,166,110,31,0.6460219621658325,0.5760033130645752,1.0808960038215354,0.6408853876581543,0.4428143037944735,0.8847714454067139,0.932773838700766,0.067226161299234,0.267226161299234,221.4071518972368,154.83500294617494,0,0.932773838700766,0.0,31,68
20260722,L05->L17,0,0.0,297,238,114,mlp,20260722,0.97075325,L05,L17,0,0.0,297,238,114,0.5970543026924133,0.5220441818237305,0.868578191520423,0.5367983684538682,0.2697973673100588,0.6265368718186891,0.9033494171046148,0.0966505828953853,0.2966505828953852,47.21453927926029,250.61474872747564,0,0.9033494171046148,0.0,114,70
20260722,L05->L31,0,0.0,840,884,192,mlp,20260722,0.96815836,L05,L31,0,0.0,840,884,192,0.481483906507492,0.444930225610733,0.816040169383248,0.3238126622875935,0.2697973673100588,0.2788355073950269,0.9033494171046148,0.0966505828953853,0.2966505828953852,47.21453927926029,139.41775369751346,0,0.9033494171046148,0.0,192,71
20260722,L21->L23,0,0.0,29,62,83,mlp,20260722,0.9659008,L21,L23,0,0.0,29,62,83,0.7447263598442078,0.599677562713623,0.9084179974632424,0.7953510380979112,0.4450422107639788,0.8262591725008048,0.8847714454067139,0.115228554593286,0.315228554593286,222.5211053819894,413.1295862504024,0,0.8847714454067139,0.0,29,73
