scenario_id,prob_do_nothing,max_nonzero_action_prob,entropy,argmax_action
0,0.11258730292320251,0.06750242412090302,2.893480062484741,0
1,0.11225546151399612,0.08037248253822327,2.8745527267456055,0
2,0.12365325540304184,0.08906982094049454,2.894998788833618,0
3,0.09819521754980087,0.08347950130701065,2.8889713287353516,0
4,0.10220509022474289,0.0808168351650238,2.930184841156006,0
5,0.10885346680879593,0.08595737814903259,2.9084997177124023,0
6,0.12489256262779236,0.07895353436470032,2.899465560913086,0
7,0.11050989478826523,0.08409537374973297,2.9035842418670654,0
8,0.11661267280578613,0.10591594874858856,2.825364351272583,0
9,0.11336503177881241,0.0674443393945694,2.893364667892456,0
10,0.11690514534711838,0.08277532458305359,2.858914852142334,0
11,0.10892177373170853,0.08075979351997375,2.8757553100585938,0
12,0.1145709827542305,0.08708261698484421,2.8728463649749756,0
13,0.0943012535572052,0.08170381933450699,2.8731837272644043,0
14,0.12078873813152313,0.10474538803100586,2.8311715126037598,0
15,0.11753232032060623,0.09742709249258041,2.8551957607269287,0
16,0.11927293986082077,0.09427343308925629,2.862020492553711,0
17,0.10500399768352509,0.06784956157207489,2.9047749042510986,0
18,0.11794231832027435,0.08929329365491867,2.8560118675231934,0
19,0.12290627509355545,0.08539377897977829,2.8917617797851562,0
20,0.11151409894227982,0.10553564876317978,2.8312182426452637,0
21,0.08422324061393738,0.08547399193048477,2.8844871520996094,20
22,0.10089188069105148,0.0879693552851677,2.919893741607666,0
23,0.11871689558029175,0.06974884122610092,2.894869565963745,0
24,0.0947442278265953,0.08644840866327286,2.8720781803131104,0
25,0.10517892241477966,0.06752309948205948,2.904712677001953,0
26,0.10227923095226288,0.08142653107643127,2.9288923740386963,0
27,0.11128466576337814,0.07405957579612732,2.896578311920166,0
28,0.11914686113595963,0.10350174456834793,2.833404779434204,0
29,0.11698869615793228,0.0913134515285492,2.8662257194519043,0
30,0.10871370881795883,0.0840783417224884,2.9054315090179443,0
31,0.11417849361896515,0.09148185700178146,2.885043144226074,0
32,0.0947442278265953,0.08644840866327286,2.8720781803131104,0
33,0.12069922685623169,0.0795593410730362,2.9042084217071533,0
34,0.11435330659151077,0.0907788947224617,2.8685812950134277,0
35,0.1197458952665329,0.09336883574724197,2.8777594566345215,0
36,0.11531656980514526,0.07883903384208679,2.9069576263427734,0
37,0.11608543992042542,0.09507028013467789,2.8452539443969727,0
38,0.09852255135774612,0.07960103452205658,2.897822856903076,0
39,0.11688994616270065,0.07070667296648026,2.89612078666687,0
40,0.1186753660440445,0.07981114089488983,2.9064583778381348,0
41,0.10123689472675323,0.08795782923698425,2.919678211212158,0
42,0.11226099729537964,0.08908481150865555,2.8953750133514404,0
43,0.09979882091283798,0.08788526058197021,2.9205844402313232,0
