scenario_id,seed,first_line,first_step_converged,first_step_critical,first_step_total_load_shed_mw,first_step_island_load_shed_mw,first_step_redispatch_load_shed_mw,first_step_final_outage_labels,first_step_num_relay_trips,first_step_relay_trip_labels,first_step_critical_mechanism,num_skipped_second_lines,skip_reason
1,20260708,L001,True,False,0.0,0.0,0.0,L001,0,,non_critical,0,
1,20260708,L002,True,False,0.0,0.0,0.0,L002,0,,non_critical,0,
1,20260708,L003,True,False,0.0,0.0,0.0,L003,0,,non_critical,0,
1,20260708,L004,True,False,0.0,0.0,0.0,L004,0,,non_critical,0,
1,20260708,L005,True,False,0.0,0.0,0.0,L005,0,,non_critical,0,
1,20260708,L006,True,False,0.0,0.0,0.0,L006,0,,non_critical,0,
1,20260708,L007,True,False,0.0,0.0,0.0,"L007,L018,L019,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",13,"L018,L019,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",non_critical,0,
1,20260708,L008,True,False,0.0,0.0,0.0,"L008,L018,L019,L020,L045,L060,L102,L115,L128,L134,L140,L155,L178,L182",13,"L018,L019,L020,L045,L060,L102,L115,L128,L134,L140,L155,L178,L182",non_critical,0,
1,20260708,L009,True,False,0.0,0.0,0.0,"L009,L018,L019,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",13,"L018,L019,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",non_critical,0,
1,20260708,L010,True,False,0.0,0.0,0.0,L010,0,,non_critical,0,
1,20260708,L011,True,False,0.0,0.0,0.0,L011,0,,non_critical,0,
1,20260708,L012,True,False,0.0,0.0,0.0,"L012,L018",1,L018,non_critical,0,
1,20260708,L013,True,False,0.0,0.0,0.0,L013,0,,non_critical,0,
1,20260708,L014,True,False,0.0,0.0,0.0,L014,0,,non_critical,0,
1,20260708,L015,True,False,0.0,0.0,0.0,L015,0,,non_critical,0,
1,20260708,L016,True,True,31.514792047850804,31.514792047850804,0.0,"L016,L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",relay_cascade,185,first_step_critical
1,20260708,L017,True,False,0.0,0.0,0.0,L017,0,,non_critical,0,
1,20260708,L018,True,False,0.0,0.0,0.0,L018,0,,non_critical,0,
1,20260708,L019,True,False,0.0,0.0,0.0,L019,0,,non_critical,0,
1,20260708,L020,True,False,0.0,0.0,0.0,L020,0,,non_critical,0,
1,20260708,L021,True,False,0.0,0.0,0.0,"L018,L021",1,L018,non_critical,0,
1,20260708,L022,True,False,0.0,0.0,0.0,L022,0,,non_critical,0,
1,20260708,L023,True,False,0.0,0.0,0.0,L023,0,,non_critical,0,
1,20260708,L024,True,False,0.0,0.0,0.0,L024,0,,non_critical,0,
1,20260708,L025,True,False,0.0,0.0,0.0,L025,0,,non_critical,0,
1,20260708,L026,True,False,0.0,0.0,0.0,L026,0,,non_critical,0,
1,20260708,L027,True,False,0.0,0.0,0.0,L027,0,,non_critical,0,
1,20260708,L028,True,False,0.0,0.0,0.0,L028,0,,non_critical,0,
1,20260708,L029,True,False,0.0,0.0,0.0,L029,0,,non_critical,0,
1,20260708,L030,True,False,0.0,0.0,0.0,L030,0,,non_critical,0,
1,20260708,L031,True,False,0.0,0.0,0.0,"L031,L182",1,L182,non_critical,0,
1,20260708,L032,True,False,0.0,0.0,0.0,"L032,L178,L182",2,"L178,L182",non_critical,0,
1,20260708,L033,True,False,0.0,0.0,0.0,"L033,L178,L182",2,"L178,L182",non_critical,0,
1,20260708,L034,True,False,0.0,0.0,0.0,"L034,L182",1,L182,non_critical,0,
1,20260708,L035,True,False,0.0,0.0,0.0,"L035,L182",1,L182,non_critical,0,
1,20260708,L036,True,False,0.0,0.0,0.0,"L018,L019,L020,L036,L044,L045,L109,L111,L115,L178,L182",10,"L018,L019,L020,L044,L045,L109,L111,L115,L178,L182",non_critical,0,
1,20260708,L037,True,False,0.0,0.0,0.0,"L018,L019,L020,L037,L115,L128,L134,L140,L155,L158,L178,L179,L182",12,"L018,L019,L020,L115,L128,L134,L140,L155,L158,L178,L179,L182",non_critical,0,
1,20260708,L038,True,False,0.0,0.0,0.0,"L018,L038,L045,L111,L115,L128,L134,L140,L155,L158,L178,L179,L182",12,"L018,L045,L111,L115,L128,L134,L140,L155,L158,L178,L179,L182",non_critical,0,
1,20260708,L039,True,False,0.0,0.0,0.0,L039,0,,non_critical,0,
1,20260708,L040,True,False,0.0,0.0,0.0,"L040,L182",1,L182,non_critical,0,
1,20260708,L041,True,False,0.0,0.0,0.0,"L041,L178,L182",2,"L178,L182",non_critical,0,
1,20260708,L042,True,False,0.0,0.0,0.0,"L042,L182",1,L182,non_critical,0,
1,20260708,L043,True,False,0.0,0.0,0.0,"L043,L182",1,L182,non_critical,0,
1,20260708,L044,True,False,0.0,0.0,0.0,L044,0,,non_critical,0,
1,20260708,L045,True,False,0.0,0.0,0.0,L045,0,,non_critical,0,
1,20260708,L046,True,False,0.0,0.0,0.0,L046,0,,non_critical,0,
1,20260708,L047,True,True,31.300605334860514,31.300605334860514,0.0,"L018,L046,L047,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",relay_cascade,185,first_step_critical
1,20260708,L048,True,False,0.0,0.0,0.0,L048,0,,non_critical,0,
1,20260708,L049,True,False,0.0,0.0,0.0,"L018,L046,L049,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",non_critical,0,
1,20260708,L050,True,False,0.0,0.0,0.0,"L018,L045,L046,L050,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",13,"L018,L045,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",non_critical,0,
1,20260708,L051,True,True,36.767162588215044,36.767162588215044,0.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",relay_cascade,185,first_step_critical
1,20260708,L052,True,False,0.0,0.0,0.0,L052,0,,non_critical,0,
1,20260708,L053,True,False,0.0,0.0,0.0,L053,0,,non_critical,0,
1,20260708,L054,True,False,0.0,0.0,0.0,"L045,L054",1,L045,non_critical,0,
1,20260708,L055,True,False,0.0,0.0,0.0,L055,0,,non_critical,0,
1,20260708,L056,True,False,0.0,0.0,0.0,L056,0,,non_critical,0,
1,20260708,L057,True,False,0.0,0.0,0.0,L057,0,,non_critical,0,
1,20260708,L058,True,False,0.0,0.0,0.0,L058,0,,non_critical,0,
