scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,error,first_step_critical,first_step_total_load_shed_mw,valid_ordered_n2,skip_reason
1,20260708,L104->L051,L104,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0000000000000058,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L158,L178,L182",22,13.501109429642948,13.501109429642948,20,"L018,L044,L045,L046,L056,L057,L058,L060,L065,L102,L109,L111,L115,L128,L134,L140,L155,L158,L178,L182",20,True,relay_cascade,,False,0.0,True,
1,20260708,L003->L054,L003,L054,True,False,0.0,0.0,0.0,0.9999999999999994,"L003,L018,L019,L030,L044,L045,L054,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",22,15.351100995454946,15.351100995454946,20,"L018,L019,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",20,True,non_critical,,False,0.0,True,
1,20260708,L021->L054,L021,L054,True,False,0.0,0.0,0.0,1.0000000000000062,"L018,L019,L021,L026,L030,L045,L046,L054,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",23,15.594516001328296,15.594516001328296,20,"L019,L026,L030,L045,L046,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,True,non_critical,,False,0.0,True,
1,20260708,L097->L051,L097,L051,True,False,0.0,0.0,0.0,1.0000000000000124,"L018,L030,L044,L045,L046,L051,L057,L060,L065,L097,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L182,L186",24,16.878593193483933,16.878593193483933,20,"L018,L030,L044,L045,L046,L057,L065,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L182,L186",22,True,non_critical,,False,0.0,True,
1,20260708,L104->L054,L104,L054,True,False,0.0,0.0,0.0,1.0000000000000089,"L018,L030,L044,L045,L054,L060,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182,L186",22,15.351100995454962,15.351100995454962,20,"L018,L030,L044,L045,L060,L065,L102,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182,L186",20,True,non_critical,,False,0.0,True,
1,20260708,L062->L051,L062,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0000000000000044,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L062,L102,L104,L109,L111,L115,L128,L134,L140,L155,L178,L182",21,13.5661547737302,13.5661547737302,19,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L104,L109,L111,L115,L128,L134,L140,L155,L178,L182",19,True,relay_cascade,,False,0.0,True,
1,20260708,L084->L051,L084,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0000000000000002,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L077,L078,L084,L102,L115,L128,L134,L140,L155,L158,L178,L182",21,13.537679367573723,13.537679367573723,19,"L018,L044,L045,L046,L056,L057,L058,L060,L077,L078,L102,L115,L128,L134,L140,L155,L158,L178,L182",19,True,relay_cascade,,False,0.0,True,
1,20260708,L150->L051,L150,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L150,L155,L156,L158,L178,L182",21,12.081852105820763,12.081852105820763,19,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L156,L158,L178,L182",19,True,relay_cascade,,False,0.0,True,
1,20260708,L012->L036,L012,L036,True,True,22.50545676159403,22.50545676159403,0.0,1.0,"L001,L012,L014,L015,L018,L019,L020,L036,L044,L045,L048,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",22,14.246338686096744,14.246338686096744,19,"L001,L014,L015,L019,L020,L044,L045,L048,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",20,True,relay_cascade,,False,0.0,True,
1,20260708,L006->L054,L006,L054,True,False,0.0,0.0,0.0,0.9999999999999996,"L006,L018,L030,L044,L045,L054,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,15.351100995454946,15.351100995454946,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L010->L054,L010,L054,True,False,0.0,0.0,0.0,1.0,"L010,L018,L030,L044,L045,L054,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,15.351100995454946,15.351100995454946,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L015->L054,L015,L054,True,False,0.0,0.0,0.0,1.0,"L015,L018,L030,L044,L045,L054,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,15.351100995454962,15.351100995454962,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L023->L054,L023,L054,True,False,0.0,0.0,0.0,1.0000000000000004,"L018,L023,L025,L026,L030,L044,L045,L054,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,15.351100995454978,15.351100995454978,19,"L018,L025,L026,L030,L044,L045,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L070->L054,L070,L054,True,False,0.0,0.0,0.0,1.0000000000000058,"L018,L030,L044,L045,L054,L065,L070,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,15.351100995454946,15.351100995454946,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L072->L054,L072,L054,True,False,0.0,0.0,0.0,1.0000000000000089,"L018,L030,L044,L045,L054,L065,L072,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,15.351100995454962,15.351100995454962,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L073->L054,L073,L054,True,False,0.0,0.0,0.0,1.0000000000000089,"L018,L030,L044,L045,L054,L065,L073,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,15.351100995454962,15.351100995454962,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L074->L054,L074,L054,True,False,0.0,0.0,0.0,1.0000000000000115,"L018,L030,L044,L045,L054,L065,L074,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,15.351100995454996,15.351100995454996,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L091->L054,L091,L054,True,False,0.0,0.0,0.0,1.0000000000000089,"L018,L030,L044,L045,L054,L065,L091,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,15.351100995454962,15.351100995454962,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L105->L054,L105,L054,True,False,0.0,0.0,0.0,1.0,"L018,L030,L044,L045,L054,L102,L105,L109,L110,L111,L112,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,17.168737109837444,17.168737109837444,19,"L018,L030,L044,L045,L102,L109,L110,L111,L112,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L122->L054,L122,L054,True,False,0.0,0.0,0.0,1.000000000000008,"L018,L030,L044,L045,L054,L065,L102,L104,L109,L111,L115,L122,L128,L134,L140,L155,L156,L158,L178,L179,L182",21,15.351100995454946,15.351100995454946,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L169->L054,L169,L054,True,False,0.0,0.0,0.0,1.0000000000000064,"L018,L030,L044,L045,L054,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L169,L178,L179,L182",21,15.351100995454946,15.351100995454946,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L185->L054,L185,L054,True,False,0.0,0.0,0.0,1.0000000000000064,"L018,L030,L044,L045,L054,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182,L185",21,15.351100995454978,15.351100995454978,19,"L018,L030,L044,L045,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",19,True,non_critical,,False,0.0,True,
1,20260708,L001->L051,L001,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L001,L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",20,13.532551870723871,13.532551870723871,18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",18,True,relay_cascade,,False,0.0,True,
1,20260708,L002->L051,L002,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L002,L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",20,13.532561280733614,13.532561280733614,18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",18,True,relay_cascade,,False,0.0,True,
1,20260708,L005->L051,L005,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L005,L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",20,13.532718960224209,13.532718960224209,18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",18,True,relay_cascade,,False,0.0,True,
1,20260708,L011->L051,L011,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L011,L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",20,13.532699589378309,13.532699589378309,18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",18,True,relay_cascade,,False,0.0,True,
1,20260708,L012->L051,L012,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L012,L018,L019,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",21,13.5323823896905,13.5323823896905,18,"L019,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",19,True,relay_cascade,,False,0.0,True,
1,20260708,L014->L051,L014,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L014,L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",20,13.535375007876793,13.535375007876793,18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",18,True,relay_cascade,,False,0.0,True,
1,20260708,L077->L051,L077,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.000000000000005,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L077,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",20,13.535399031037551,13.535399031037551,18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",18,True,relay_cascade,,False,0.0,True,
1,20260708,L109->L051,L109,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.000000000000003,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L109,L111,L115,L128,L134,L140,L155,L158,L178,L182",20,13.567877639541589,13.567877639541589,18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",18,True,relay_cascade,,False,0.0,True,
1,20260708,L112->L051,L112,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L112,L115,L128,L134,L140,L155,L158,L178,L182",20,13.55095221616473,13.55095221616473,18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",18,True,relay_cascade,,False,0.0,True,
1,20260708,L164->L051,L164,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L164,L178,L182",20,13.535383270484513,13.535383270484513,18,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",18,True,relay_cascade,,False,0.0,True,
1,20260708,L054->L008,L054,L008,True,True,22.50545676159403,22.50545676159403,0.0,1.0,"L008,L018,L019,L020,L030,L044,L045,L048,L054,L060,L102,L109,L111,L115,L128,L134,L140,L155,L158,L178,L182",21,12.919879471724196,12.919879471724196,18,"L018,L019,L020,L030,L044,L048,L060,L102,L109,L111,L115,L128,L134,L140,L155,L158,L178,L182",19,True,relay_cascade,,False,0.0,True,
1,20260708,L017->L054,L017,L054,True,False,0.0,0.0,0.0,1.0000000000000089,"L017,L018,L030,L044,L045,L046,L054,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",20,15.351100995454962,15.351100995454962,18,"L018,L030,L044,L045,L046,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",18,True,non_critical,,False,0.0,True,
1,20260708,L017->L106,L017,L106,True,False,0.0,0.0,0.0,1.0000000000000064,"L017,L045,L046,L060,L063,L064,L065,L102,L104,L106,L109,L111,L115,L128,L134,L140,L155,L178,L179,L182",20,13.230589851603815,13.230589851603815,18,"L045,L046,L060,L063,L064,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L178,L179,L182",18,True,non_critical,,False,0.0,True,
1,20260708,L018->L054,L018,L054,True,False,0.0,0.0,0.0,1.0000000000000089,"L018,L019,L030,L044,L045,L046,L054,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",20,15.351100995454962,15.351100995454962,18,"L019,L030,L044,L045,L046,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",18,True,non_critical,,False,0.0,True,
1,20260708,L019->L054,L019,L054,True,False,0.0,0.0,0.0,1.0000000000000089,"L018,L019,L030,L044,L045,L046,L054,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",20,15.351100995454978,15.351100995454978,18,"L018,L030,L044,L045,L046,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",18,True,non_critical,,False,0.0,True,
1,20260708,L019->L106,L019,L106,True,False,0.0,0.0,0.0,1.0000000000000064,"L019,L045,L046,L060,L063,L064,L065,L102,L104,L106,L109,L111,L115,L128,L134,L140,L155,L178,L179,L182",20,13.230589851603815,13.230589851603815,18,"L045,L046,L060,L063,L064,L065,L102,L104,L109,L111,L115,L128,L134,L140,L155,L178,L179,L182",18,True,non_critical,,False,0.0,True,
1,20260708,L058->L054,L058,L054,True,False,0.0,0.0,0.0,1.0,"L018,L030,L044,L045,L046,L054,L058,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",20,15.351100995454962,15.351100995454962,18,"L018,L030,L044,L045,L046,L104,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L179,L182",18,True,non_critical,,False,0.0,True,
