seed,method,path,total_load_shed_mw,rank,method_score,in_candidate_order,ranked_after_100
20260722,physics_ce_no_mask,L07->L23,368.6730123770492,52,0.711346447467804,True,False
20260722,physics_ce_no_mask,L10->L01,162.337058886028,4,0.7858251333236694,True,False
20260722,physics_ce_no_mask,L10->L02,180.87914978152395,14,0.7667726278305054,True,False
20260722,physics_ce_no_mask,L10->L04,82.39944368301173,23,0.7468980550765991,True,False
20260722,physics_ce_no_mask,L10->L05,158.08614799330758,17,0.7606831789016724,True,False
20260722,physics_ce_no_mask,L10->L07,383.860222436461,20,0.7563639283180237,True,False
20260722,physics_ce_no_mask,L10->L08,162.33705888602796,13,0.7674972414970398,True,False
20260722,physics_ce_no_mask,L10->L09,180.8791497815239,8,0.7738115191459656,True,False
20260722,physics_ce_no_mask,L10->L27,383.860222436461,25,0.7429100871086121,True,False
20260722,physics_ce_no_mask,L12->L13,38.05337863080115,67,0.6965515613555908,True,False
20260722,physics_ce_no_mask,L16->L17,4.621657307708116,47,0.7149372100830078,True,False
20260722,physics_ce_no_mask,L17->L16,4.621657307708116,31,0.734740138053894,True,False
20260722,physics_ce_no_mask,L21->L22,727.2781283848517,98,0.6690736413002014,True,False
20260722,physics_ce_no_mask,L25->L26,465.9176206657203,18,0.7576233744621277,True,False
20260722,physics_ce_no_mask,L25->L28,465.9176206657203,6,0.7746748328208923,True,False
20260722,physics_ce_no_mask,L26->L25,465.9176206657203,19,0.7576233744621277,True,False
20260722,physics_ce_no_mask,L26->L28,465.9176206657203,7,0.7746748328208923,True,False
20260722,physics_ce_no_mask,L27->L06,27.981072654937165,53,0.7107872366905212,True,False
20260722,physics_ce_no_mask,L27->L23,368.6730123770493,16,0.7641124725341797,True,False
20260722,physics_ce_no_mask,L27->L29,368.6730123770493,55,0.7091535925865173,True,False
20260722,physics_ce_no_mask,L28->L24,316.8267403508264,3,0.817348837852478,True,False
20260722,physics_ce_no_mask,L28->L25,465.9176206657203,1,0.8235037326812744,True,False
20260722,physics_ce_no_mask,L28->L26,465.9176206657203,2,0.8235037326812744,True,False
20260722,physics_ce_mask,L07->L23,368.6730123770492,52,0.711346447467804,True,False
20260722,physics_ce_mask,L10->L01,162.337058886028,4,0.7858251333236694,True,False
20260722,physics_ce_mask,L10->L02,180.87914978152395,14,0.7667726278305054,True,False
20260722,physics_ce_mask,L10->L04,82.39944368301173,23,0.7468980550765991,True,False
20260722,physics_ce_mask,L10->L05,158.08614799330758,17,0.7606831789016724,True,False
20260722,physics_ce_mask,L10->L07,383.860222436461,20,0.7563639283180237,True,False
20260722,physics_ce_mask,L10->L08,162.33705888602796,13,0.7674972414970398,True,False
20260722,physics_ce_mask,L10->L09,180.8791497815239,8,0.7738115191459656,True,False
20260722,physics_ce_mask,L10->L27,383.860222436461,25,0.7429100871086121,True,False
20260722,physics_ce_mask,L12->L13,38.05337863080115,67,0.6965515613555908,True,False
20260722,physics_ce_mask,L16->L17,4.621657307708116,47,0.7149372100830078,True,False
20260722,physics_ce_mask,L17->L16,4.621657307708116,31,0.734740138053894,True,False
20260722,physics_ce_mask,L21->L22,727.2781283848517,98,0.6690736413002014,True,False
20260722,physics_ce_mask,L25->L26,465.9176206657203,18,0.7576233744621277,True,False
20260722,physics_ce_mask,L25->L28,465.9176206657203,6,0.7746748328208923,True,False
20260722,physics_ce_mask,L26->L25,465.9176206657203,19,0.7576233744621277,True,False
20260722,physics_ce_mask,L26->L28,465.9176206657203,7,0.7746748328208923,True,False
20260722,physics_ce_mask,L27->L06,27.981072654937165,53,0.7107872366905212,True,False
20260722,physics_ce_mask,L27->L23,368.6730123770493,16,0.7641124725341797,True,False
20260722,physics_ce_mask,L27->L29,368.6730123770493,55,0.7091535925865173,True,False
20260722,physics_ce_mask,L28->L24,316.8267403508264,3,0.817348837852478,True,False
20260722,physics_ce_mask,L28->L25,465.9176206657203,1,0.8235037326812744,True,False
20260722,physics_ce_mask,L28->L26,465.9176206657203,2,0.8235037326812744,True,False
20260722,physics_loss_no_mask,L07->L23,368.6730123770492,55,0.7186355590820312,True,False
20260722,physics_loss_no_mask,L10->L01,162.337058886028,4,0.7959035038948059,True,False
20260722,physics_loss_no_mask,L10->L02,180.87914978152395,15,0.7771694660186768,True,False
20260722,physics_loss_no_mask,L10->L04,82.39944368301173,23,0.7576117515563965,True,False
20260722,physics_loss_no_mask,L10->L05,158.08614799330758,17,0.7715184092521667,True,False
20260722,physics_loss_no_mask,L10->L07,383.860222436461,18,0.7676643133163452,True,False
20260722,physics_loss_no_mask,L10->L08,162.33705888602796,13,0.7785049080848694,True,False
20260722,physics_loss_no_mask,L10->L09,180.8791497815239,6,0.7844217419624329,True,False
20260722,physics_loss_no_mask,L10->L27,383.860222436461,24,0.7535535097122192,True,False
20260722,physics_loss_no_mask,L12->L13,38.05337863080115,70,0.7064173221588135,True,False
20260722,physics_loss_no_mask,L16->L17,4.621657307708116,51,0.7227300405502319,True,False
20260722,physics_loss_no_mask,L17->L16,4.621657307708116,30,0.7435842752456665,True,False
20260722,physics_loss_no_mask,L25->L26,465.9176206657203,19,0.766309380531311,True,False
20260722,physics_loss_no_mask,L25->L28,465.9176206657203,7,0.7835388779640198,True,False
20260722,physics_loss_no_mask,L26->L25,465.9176206657203,20,0.766309380531311,True,False
20260722,physics_loss_no_mask,L26->L28,465.9176206657203,8,0.7835388779640198,True,False
20260722,physics_loss_no_mask,L27->L06,27.981072654937165,53,0.7199541926383972,True,False
20260722,physics_loss_no_mask,L27->L23,368.6730123770493,16,0.7722959518432617,True,False
20260722,physics_loss_no_mask,L27->L29,368.6730123770493,54,0.718807578086853,True,False
20260722,physics_loss_no_mask,L28->L24,316.8267403508264,3,0.824607789516449,True,False
20260722,physics_loss_no_mask,L28->L25,465.9176206657203,1,0.8307527899742126,True,False
20260722,physics_loss_no_mask,L28->L26,465.9176206657203,2,0.8307527899742126,True,False
20260722,physics_loss_mask,L07->L23,368.6730123770492,55,0.7186355590820312,True,False
20260722,physics_loss_mask,L10->L01,162.337058886028,4,0.7959035038948059,True,False
20260722,physics_loss_mask,L10->L02,180.87914978152395,15,0.7771694660186768,True,False
20260722,physics_loss_mask,L10->L04,82.39944368301173,23,0.7576117515563965,True,False
20260722,physics_loss_mask,L10->L05,158.08614799330758,17,0.7715184092521667,True,False
20260722,physics_loss_mask,L10->L07,383.860222436461,18,0.7676643133163452,True,False
20260722,physics_loss_mask,L10->L08,162.33705888602796,13,0.7785049080848694,True,False
20260722,physics_loss_mask,L10->L09,180.8791497815239,6,0.7844217419624329,True,False
20260722,physics_loss_mask,L10->L27,383.860222436461,24,0.7535535097122192,True,False
20260722,physics_loss_mask,L12->L13,38.05337863080115,70,0.7064173221588135,True,False
20260722,physics_loss_mask,L16->L17,4.621657307708116,51,0.7227300405502319,True,False
20260722,physics_loss_mask,L17->L16,4.621657307708116,30,0.7435842752456665,True,False
20260722,physics_loss_mask,L25->L26,465.9176206657203,19,0.766309380531311,True,False
20260722,physics_loss_mask,L25->L28,465.9176206657203,7,0.7835388779640198,True,False
20260722,physics_loss_mask,L26->L25,465.9176206657203,20,0.766309380531311,True,False
20260722,physics_loss_mask,L26->L28,465.9176206657203,8,0.7835388779640198,True,False
20260722,physics_loss_mask,L27->L06,27.981072654937165,53,0.7199541926383972,True,False
20260722,physics_loss_mask,L27->L23,368.6730123770493,16,0.7722959518432617,True,False
20260722,physics_loss_mask,L27->L29,368.6730123770493,54,0.718807578086853,True,False
20260722,physics_loss_mask,L28->L24,316.8267403508264,3,0.824607789516449,True,False
20260722,physics_loss_mask,L28->L25,465.9176206657203,1,0.8307527899742126,True,False
20260722,physics_loss_mask,L28->L26,465.9176206657203,2,0.8307527899742126,True,False
20260722,paper_gcn_path_prob,L04->L01,82.39944368301173,13,,True,False
20260722,paper_gcn_path_prob,L04->L08,79.93761520301625,92,,True,False
20260722,paper_gcn_path_prob,L04->L09,100.94153457850766,5,,True,False
20260722,paper_gcn_path_prob,L04->L10,82.39944368301173,20,,True,False
20260722,paper_gcn_path_prob,L05->L10,158.08614799330758,51,,True,False
20260722,paper_gcn_path_prob,L08->L09,180.8791497815239,7,,True,False
20260722,paper_gcn_path_prob,L08->L10,162.33705888602796,21,,True,False
20260722,paper_gcn_path_prob,L10->L05,158.08614799330758,2,,True,False
20260722,paper_gcn_path_prob,L10->L08,162.33705888602796,1,,True,False
20260722,paper_gcn_path_prob,L10->L09,180.8791497815239,3,,True,False
20260722,LODF_yP,L05->L10,158.08614799330758,75,-75.0,True,False
20260722,LODF_yP,L10->L01,162.337058886028,38,-38.0,True,False
20260722,LODF_yP,L10->L02,180.87914978152395,43,-43.0,True,False
20260722,LODF_yP,L10->L04,82.39944368301173,44,-44.0,True,False
20260722,LODF_yP,L10->L05,158.08614799330758,45,-45.0,True,False
20260722,LODF_yP,L10->L07,383.860222436461,42,-42.0,True,False
20260722,LODF_yP,L10->L08,162.33705888602796,39,-39.0,True,False
20260722,LODF_yP,L10->L09,180.8791497815239,40,-40.0,True,False
20260722,LODF_yP,L10->L27,383.860222436461,41,-41.0,True,False
20260722,LODF_yP,L11->L12,17.88838157697601,1,-1.0,True,False
20260722,LODF_yP,L11->L13,17.888381576976077,2,-2.0,True,False
20260722,random,L07->L23,368.6730123770492,29,-29.0,True,False
20260722,random,L10->L09,180.8791497815239,42,-42.0,True,False
20260722,random,L13->L12,38.05337863080115,59,-59.0,True,False
20260722,random,L27->L02,27.98107265493719,18,-18.0,True,False
20260722,line_order,L02->L07,27.981072654937165,43,-43.0,True,False
20260722,line_order,L02->L27,27.98107265493719,63,-63.0,True,False
20260722,line_order,L03->L09,85.8406488939796,82,-82.0,True,False
20260722,oracle,L02->L07,27.981072654937165,42,-42.0,True,False
20260722,oracle,L02->L27,27.98107265493719,40,-40.0,True,False
20260722,oracle,L03->L09,85.8406488939796,31,-31.0,True,False
20260722,oracle,L04->L01,82.39944368301173,33,-33.0,True,False
20260722,oracle,L04->L08,79.93761520301625,36,-36.0,True,False
20260722,oracle,L04->L09,100.94153457850766,30,-30.0,True,False
20260722,oracle,L04->L10,82.39944368301173,34,-34.0,True,False
20260722,oracle,L05->L10,158.08614799330758,28,-28.0,True,False
20260722,oracle,L06->L07,27.981072654937165,43,-43.0,True,False
20260722,oracle,L06->L27,27.981072654937165,44,-44.0,True,False
20260722,oracle,L07->L02,27.981072654937165,45,-45.0,True,False
20260722,oracle,L07->L06,27.981072654937165,46,-46.0,True,False
20260722,oracle,L07->L23,368.6730123770492,13,-13.0,True,False
20260722,oracle,L07->L29,368.6730123770492,14,-14.0,True,False
20260722,oracle,L08->L01,162.33705888602796,25,-25.0,True,False
20260722,oracle,L08->L04,79.93761520301625,37,-37.0,True,False
20260722,oracle,L08->L09,180.8791497815239,22,-22.0,True,False
20260722,oracle,L08->L10,162.33705888602796,26,-26.0,True,False
20260722,oracle,L09->L03,85.8406488939796,32,-32.0,True,False
20260722,oracle,L10->L01,162.337058886028,24,-24.0,True,False
20260722,oracle,L10->L02,180.87914978152395,21,-21.0,True,False
20260722,oracle,L10->L04,82.39944368301173,35,-35.0,True,False
20260722,oracle,L10->L05,158.08614799330758,29,-29.0,True,False
20260722,oracle,L10->L07,383.860222436461,8,-8.0,True,False
20260722,oracle,L10->L08,162.33705888602796,27,-27.0,True,False
20260722,oracle,L10->L09,180.8791497815239,23,-23.0,True,False
20260722,oracle,L10->L27,383.860222436461,9,-9.0,True,False
20260722,oracle,L11->L12,17.88838157697601,52,-52.0,True,False
20260722,oracle,L11->L13,17.888381576976077,50,-50.0,True,False
20260722,oracle,L12->L11,17.88838157697601,53,-53.0,True,False
20260722,oracle,L12->L13,38.05337863080115,38,-38.0,True,False
20260722,oracle,L13->L11,17.888381576976077,51,-51.0,True,False
20260722,oracle,L13->L12,38.05337863080115,39,-39.0,True,False
20260722,oracle,L16->L17,4.621657307708116,54,-54.0,True,False
20260722,oracle,L17->L16,4.621657307708116,55,-55.0,True,False
20260722,oracle,L19->L23,193.9878918650109,19,-19.0,True,False
