path,rank,score,used_measured_state,initial_offline_lines,simulation_initial_source,total_load_shed_mw,critical,final_outage_labels
L03->L25,1,0.32371771335601807,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L03->L26,2,0.32371771335601807,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L03->L33,3,0.3157469630241394,False,,seed_initial_dcopf_case,0.0,False,"L03,L33"
L03->L32,4,0.31574690341949463,False,,seed_initial_dcopf_case,0.0,False,"L03,L32"
L03->L30,5,0.30540403723716736,False,,seed_initial_dcopf_case,0.0,False,"L03,L30"
L03->L38,6,0.304063618183136,False,,seed_initial_dcopf_case,0.0,False,"L03,L38"
L03->L02,7,0.3032837510108948,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L03->L08,8,0.29675644636154175,False,,seed_initial_dcopf_case,0.0,False,"L03,L08"
L03->L06,9,0.29674920439720154,False,,seed_initial_dcopf_case,0.0,False,"L03,L06"
L03->L01,10,0.29638925194740295,False,,seed_initial_dcopf_case,0.0,False,"L01,L03"
L02->L03,11,0.29399219155311584,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L04->L01,12,0.2939220070838928,False,,seed_initial_dcopf_case,0.0,False,"L01,L04"
L03->L24,13,0.290542870759964,False,,seed_initial_dcopf_case,0.0,False,"L03,L24"
L38->L32,14,0.2901097536087036,False,,seed_initial_dcopf_case,0.0,False,"L32,L38"
L38->L33,15,0.2901097536087036,False,,seed_initial_dcopf_case,0.0,False,"L33,L38"
L03->L12,16,0.2885152995586395,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L09->L03,17,0.2881038784980774,False,,seed_initial_dcopf_case,76.51760009885678,True,"L03,L09"
L19->L25,18,0.28766804933547974,False,,seed_initial_dcopf_case,0.0,False,"L19,L25"
L19->L26,19,0.28766804933547974,False,,seed_initial_dcopf_case,0.0,False,"L19,L26"
L12->L03,20,0.28766775131225586,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L03->L14,21,0.2872982621192932,False,,seed_initial_dcopf_case,0.0,False,"L03,L14"
L20->L25,22,0.28667545318603516,False,,seed_initial_dcopf_case,0.0,False,"L20,L25"
L20->L26,23,0.28667545318603516,False,,seed_initial_dcopf_case,0.0,False,"L20,L26"
L03->L09,24,0.2850322425365448,False,,seed_initial_dcopf_case,76.51760009885678,True,"L03,L09"
L16->L03,25,0.28480711579322815,False,,seed_initial_dcopf_case,0.0,False,"L03,L16"
L25->L03,26,0.2845174968242645,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L26->L03,27,0.2845174968242645,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L22->L25,28,0.2835426330566406,False,,seed_initial_dcopf_case,0.0,False,"L22,L25"
L22->L26,29,0.2835426330566406,False,,seed_initial_dcopf_case,0.0,False,"L22,L26"
L14->L25,30,0.2834624946117401,False,,seed_initial_dcopf_case,0.0,False,"L14,L25"
L14->L26,31,0.2834624946117401,False,,seed_initial_dcopf_case,0.0,False,"L14,L26"
L03->L27,32,0.2832290232181549,False,,seed_initial_dcopf_case,0.0,False,"L03,L27"
L21->L03,33,0.2830103933811188,False,,seed_initial_dcopf_case,0.0,False,"L03,L21"
L03->L07,34,0.28279101848602295,False,,seed_initial_dcopf_case,0.0,False,"L03,L07"
L03->L04,35,0.2821754217147827,False,,seed_initial_dcopf_case,0.0,False,"L03,L04"
L11->L03,36,0.2817435562610626,False,,seed_initial_dcopf_case,0.0,False,"L03,L11"
L36->L03,37,0.28158068656921387,False,,seed_initial_dcopf_case,0.0,False,"L03,L36"
L37->L03,38,0.28158068656921387,False,,seed_initial_dcopf_case,0.0,False,"L03,L37"
L03->L21,39,0.28122082352638245,False,,seed_initial_dcopf_case,0.0,False,"L03,L21"
L03->L23,40,0.28117817640304565,False,,seed_initial_dcopf_case,0.0,False,"L03,L23"
L24->L03,41,0.2811523973941803,False,,seed_initial_dcopf_case,0.0,False,"L03,L24"
L29->L03,42,0.28083160519599915,False,,seed_initial_dcopf_case,0.0,False,"L03,L29"
L28->L03,43,0.28067001700401306,False,,seed_initial_dcopf_case,0.0,False,"L03,L28"
L19->L03,44,0.2806066572666168,False,,seed_initial_dcopf_case,0.0,False,"L03,L19"
L32->L03,45,0.28047284483909607,False,,seed_initial_dcopf_case,0.0,False,"L03,L32"
L33->L03,46,0.28047284483909607,False,,seed_initial_dcopf_case,0.0,False,"L03,L33"
L20->L03,47,0.28042536973953247,False,,seed_initial_dcopf_case,0.0,False,"L03,L20"
L03->L31,48,0.2802664041519165,False,,seed_initial_dcopf_case,0.0,False,"L03,L31"
L19->L32,49,0.2801996171474457,False,,seed_initial_dcopf_case,0.0,False,"L19,L32"
L19->L33,50,0.2801996171474457,False,,seed_initial_dcopf_case,0.0,False,"L19,L33"
L03->L11,51,0.2800372540950775,False,,seed_initial_dcopf_case,0.0,False,"L03,L11"
L13->L03,52,0.28002968430519104,False,,seed_initial_dcopf_case,0.0,False,"L03,L13"
L38->L03,53,0.2797142565250397,False,,seed_initial_dcopf_case,0.0,False,"L03,L38"
