path,score,first_probability,second_probability,rank,used_measured_state,initial_offline_lines,simulation_initial_source
L03->L25,0.32371771335601807,0.5635592937469482,0.5744163990020752,1,False,,seed_initial_dcopf_case
L03->L26,0.32371771335601807,0.5635592937469482,0.5744163990020752,2,False,,seed_initial_dcopf_case
L03->L33,0.3157469630241394,0.5635592937469482,0.5602728128433228,3,False,,seed_initial_dcopf_case
L03->L32,0.31574690341949463,0.5635592937469482,0.560272753238678,4,False,,seed_initial_dcopf_case
L03->L30,0.30540403723716736,0.5635592937469482,0.5419199466705322,5,False,,seed_initial_dcopf_case
L03->L38,0.304063618183136,0.5635592937469482,0.539541482925415,6,False,,seed_initial_dcopf_case
L03->L02,0.3032837510108948,0.5635592937469482,0.5381576418876648,7,False,,seed_initial_dcopf_case
L03->L08,0.29675644636154175,0.5635592937469482,0.5265753865242004,8,False,,seed_initial_dcopf_case
L03->L06,0.29674920439720154,0.5635592937469482,0.526562511920929,9,False,,seed_initial_dcopf_case
L03->L01,0.29638925194740295,0.5635592937469482,0.5259237885475159,10,False,,seed_initial_dcopf_case
L02->L03,0.29399219155311584,0.5060092806816101,0.5810015797615051,11,False,,seed_initial_dcopf_case
L04->L01,0.2939220070838928,0.5184070467948914,0.566971480846405,12,False,,seed_initial_dcopf_case
L03->L24,0.290542870759964,0.5635592937469482,0.5155497789382935,13,False,,seed_initial_dcopf_case
L38->L32,0.2901097536087036,0.4883880317211151,0.5940148830413818,14,False,,seed_initial_dcopf_case
L38->L33,0.2901097536087036,0.4883880317211151,0.5940148830413818,15,False,,seed_initial_dcopf_case
L03->L12,0.2885152995586395,0.5635592937469482,0.5119519829750061,16,False,,seed_initial_dcopf_case
L09->L03,0.2881038784980774,0.4883880317211151,0.5899077653884888,17,False,,seed_initial_dcopf_case
L19->L25,0.28766804933547974,0.4963519871234894,0.57956463098526,18,False,,seed_initial_dcopf_case
L19->L26,0.28766804933547974,0.4963519871234894,0.57956463098526,19,False,,seed_initial_dcopf_case
L12->L03,0.28766775131225586,0.4883880317211151,0.5890147686004639,20,False,,seed_initial_dcopf_case
L03->L14,0.2872982621192932,0.5635592937469482,0.5097924470901489,21,False,,seed_initial_dcopf_case
L20->L25,0.28667545318603516,0.4965214133262634,0.5773677825927734,22,False,,seed_initial_dcopf_case
L20->L26,0.28667545318603516,0.4965214133262634,0.5773677825927734,23,False,,seed_initial_dcopf_case
L03->L09,0.2850322425365448,0.5635592937469482,0.5057715177536011,24,False,,seed_initial_dcopf_case
L16->L03,0.28480711579322815,0.4946877360343933,0.575731098651886,25,False,,seed_initial_dcopf_case
L25->L03,0.2845174968242645,0.49776968359947205,0.5715846419334412,26,False,,seed_initial_dcopf_case
L26->L03,0.2845174968242645,0.49776968359947205,0.5715846419334412,27,False,,seed_initial_dcopf_case
L22->L25,0.2835426330566406,0.4930163621902466,0.5751181244850159,28,False,,seed_initial_dcopf_case
L22->L26,0.2835426330566406,0.4930163621902466,0.5751181244850159,29,False,,seed_initial_dcopf_case
L14->L25,0.2834624946117401,0.49101725220680237,0.5772963762283325,30,False,,seed_initial_dcopf_case
L14->L26,0.2834624946117401,0.49101725220680237,0.5772963762283325,31,False,,seed_initial_dcopf_case
L03->L27,0.2832290232181549,0.5635592937469482,0.5025718212127686,32,False,,seed_initial_dcopf_case
L21->L03,0.2830103933811188,0.49553000926971436,0.5711266398429871,33,False,,seed_initial_dcopf_case
L03->L07,0.28279101848602295,0.5635592937469482,0.5017946362495422,34,False,,seed_initial_dcopf_case
L03->L04,0.2821754217147827,0.5635592937469482,0.5007022619247437,35,False,,seed_initial_dcopf_case
L11->L03,0.2817435562610626,0.4883880317211151,0.5768846273422241,36,False,,seed_initial_dcopf_case
L36->L03,0.28158068656921387,0.49227866530418396,0.5719944834709167,37,False,,seed_initial_dcopf_case
L37->L03,0.28158068656921387,0.49227866530418396,0.5719944834709167,38,False,,seed_initial_dcopf_case
L03->L21,0.28122082352638245,0.5635592937469482,0.4990083873271942,39,False,,seed_initial_dcopf_case
L03->L23,0.28117817640304565,0.5635592937469482,0.49893271923065186,40,False,,seed_initial_dcopf_case
L24->L03,0.2811523973941803,0.4883880317211151,0.5756742358207703,41,False,,seed_initial_dcopf_case
L29->L03,0.28083160519599915,0.4883880317211151,0.5750173926353455,42,False,,seed_initial_dcopf_case
L28->L03,0.28067001700401306,0.4883880317211151,0.5746865272521973,43,False,,seed_initial_dcopf_case
L19->L03,0.2806066572666168,0.4963519871234894,0.5653380155563354,44,False,,seed_initial_dcopf_case
L32->L03,0.28047284483909607,0.4883880317211151,0.5742828249931335,45,False,,seed_initial_dcopf_case
