scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,error
1,20260708,L079->L107,L079,L107,True,True,253.8461123262835,253.8461123262835,0.0,1.0000000000000002,"L018,L045,L046,L056,L057,L058,L060,L062,L063,L064,L065,L068,L069,L077,L078,L079,L082,L091,L095,L101,L102,L104,L105,L106,L107,L109,L111,L114,L115,L119,L120,L126,L127,L128,L134,L140,L150,L153,L154,L155,L156,L158,L160,L169,L178,L179,L182,L186",48,15.408133841442778,15.408133841442778,45,"L018,L045,L046,L056,L057,L058,L060,L062,L063,L064,L065,L068,L069,L078,L082,L091,L095,L101,L102,L104,L105,L106,L109,L111,L114,L115,L119,L120,L126,L127,L128,L134,L140,L150,L153,L154,L155,L156,L158,L160,L169,L178,L179,L182,L186",46,True,relay_cascade,
1,20260708,L107->L054,L107,L054,True,True,150.07223526690197,150.07223526690197,0.0,1.0000000000000009,"L018,L019,L024,L026,L030,L039,L044,L045,L046,L054,L057,L060,L062,L063,L064,L065,L091,L102,L104,L105,L106,L107,L109,L110,L111,L113,L115,L126,L127,L128,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",48,40.93626932121321,40.93626932121321,44,"L018,L019,L024,L026,L030,L039,L044,L045,L046,L057,L060,L062,L063,L064,L065,L091,L104,L105,L106,L109,L110,L111,L113,L115,L126,L127,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",46,True,relay_cascade,
1,20260708,L048->L107,L048,L107,True,True,139.96795708177157,139.96795708177157,0.0,1.0000000000000004,"L018,L045,L046,L048,L056,L057,L060,L063,L065,L091,L095,L102,L104,L106,L107,L109,L111,L114,L115,L119,L120,L126,L127,L128,L129,L134,L140,L149,L150,L153,L154,L155,L156,L158,L160,L169,L178,L179,L182,L186",40,15.288585134925269,15.288585134925269,38,"L018,L045,L046,L056,L057,L060,L063,L065,L091,L095,L102,L104,L106,L109,L111,L114,L115,L119,L120,L126,L127,L128,L129,L134,L140,L149,L150,L153,L154,L155,L156,L158,L160,L169,L178,L179,L182,L186",38,True,relay_cascade,
1,20260708,L083->L147,L083,L147,True,True,139.02370200842836,139.02370200842836,0.0,1.0000000000000049,"L018,L044,L045,L046,L060,L083,L102,L109,L110,L111,L113,L115,L128,L129,L134,L140,L147,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",31,10.710492999454337,10.710492999454337,29,"L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",29,True,relay_cascade,
1,20260708,L014->L147,L014,L147,True,True,139.02370200842836,139.02370200842836,0.0,1.0000000000000022,"L014,L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L128,L129,L134,L140,L147,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",31,10.70516112087214,10.70516112087214,29,"L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",29,True,relay_cascade,
1,20260708,L171->L147,L171,L147,True,True,139.02370200842836,139.02370200842836,0.0,1.0000000000000009,"L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L128,L129,L134,L140,L147,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L171,L178,L179,L182",31,10.704825197236634,10.704825197236634,29,"L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",29,True,relay_cascade,
1,20260708,L124->L147,L124,L147,True,True,139.02370200842836,139.02370200842836,0.0,1.0,"L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L124,L128,L129,L134,L140,L147,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",31,10.844072255317087,10.844072255317087,28,"L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",29,True,relay_cascade,
1,20260708,L179->L147,L179,L147,True,True,139.02370200842836,139.02370200842836,0.0,1.0,"L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L128,L129,L134,L140,L147,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",30,10.790210968257057,10.790210968257057,28,"L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L182",28,True,relay_cascade,
1,20260708,L122->L147,L122,L147,True,True,139.02370200842836,139.02370200842836,0.0,1.0000000000000004,"L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L122,L128,L129,L134,L140,L147,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",31,10.746268668809735,10.746268668809735,28,"L018,L044,L045,L046,L060,L102,L109,L110,L111,L113,L115,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",29,True,relay_cascade,
1,20260708,L048->L147,L048,L147,True,True,139.02370200842836,139.02370200842836,0.0,1.0,"L018,L045,L046,L048,L060,L102,L109,L110,L111,L113,L115,L128,L129,L134,L140,L147,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",30,10.7384447531852,10.7384447531852,28,"L018,L045,L046,L060,L102,L109,L110,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",28,True,relay_cascade,
