top_rank,top_bucket,scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,error
1,"top_20,top_50,top_100",1,20260708,L147->L183,L147,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000024,"L018,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182,L183",14,1.123406923062501,1.123406923062501,0,,12,False,island_only,
2,"top_20,top_50,top_100",1,20260708,L121->L183,L121,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000009,"L018,L060,L102,L115,L121,L128,L134,L140,L155,L178,L182,L183",12,13.60831350049211,13.60831350049211,9,"L018,L060,L102,L115,L134,L140,L155,L178,L182",10,True,relay_cascade,
3,"top_20,top_50,top_100",1,20260708,L061->L183,L061,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000004,"L018,L060,L061,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",13,1.460434194660068,1.460434194660068,1,L102,11,True,relay_cascade,
4,"top_20,top_50,top_100",1,20260708,L171->L147,L171,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.000000000000005,"L018,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L171,L178,L182",14,10.234635476682096,10.234635476682096,12,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182",12,True,relay_cascade,
5,"top_20,top_50,top_100",1,20260708,L179->L147,L179,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000016,"L018,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L179,L182",14,4.622160533958312,4.622160533958312,12,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182",12,True,relay_cascade,
6,"top_20,top_50,top_100",1,20260708,L124->L147,L124,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.000000000000001,"L018,L060,L102,L115,L124,L128,L134,L140,L147,L155,L156,L158,L178,L182",14,4.066527095743912,4.066527095743912,11,"L018,L060,L102,L115,L134,L140,L155,L156,L158,L178,L182",12,True,relay_cascade,
7,"top_20,top_50,top_100",1,20260708,L083->L147,L083,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000004,"L018,L060,L083,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",14,4.016434874795378,4.016434874795378,12,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182",12,True,relay_cascade,
8,"top_20,top_50,top_100",1,20260708,L119->L147,L119,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000004,"L018,L060,L102,L115,L119,L128,L134,L140,L147,L155,L156,L158,L178,L182",14,10.234635476682122,10.234635476682122,11,"L018,L060,L102,L115,L134,L140,L155,L156,L158,L178,L182",12,True,relay_cascade,
9,"top_20,top_50,top_100",1,20260708,L014->L147,L014,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000002,"L014,L018,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",14,10.234635476682096,10.234635476682096,12,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182",12,True,relay_cascade,
10,"top_20,top_50,top_100",1,20260708,L048->L147,L048,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0000000000000002,"L018,L048,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",14,4.026916782444445,4.026916782444445,12,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182",12,True,relay_cascade,
11,"top_20,top_50,top_100",1,20260708,L122->L147,L122,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0,"L018,L060,L102,L115,L122,L128,L134,L140,L147,L155,L156,L158,L178,L182",14,10.234635476682122,10.234635476682122,12,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182",12,True,relay_cascade,
12,"top_20,top_50,top_100",1,20260708,L180->L147,L180,L147,True,True,43.59265123807146,43.59265123807146,0.0,1.0,"L018,L046,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L180,L182",15,2.515333739418529,2.515333739418529,1,L156,13,True,relay_cascade,
13,"top_20,top_50,top_100",1,20260708,L092->L051,L092,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0000000000000002,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L092,L102,L115,L128,L134,L140,L155,L158,L178,L182",19,13.533641766699487,13.533641766699487,17,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",17,True,relay_cascade,
14,"top_20,top_50,top_100",1,20260708,L165->L051,L165,L051,True,True,36.76716258821504,36.76716258821504,0.0,1.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L165,L178,L182",19,13.56615477373014,13.56615477373014,17,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L178,L182",17,True,relay_cascade,
15,"top_20,top_50,top_100",1,20260708,L080->L061,L080,L061,True,True,33.88157185629734,33.88157185629734,0.0,1.0000000000000024,"L018,L060,L061,L080,L115,L128,L134,L140,L155,L158,L178,L182",12,14.37613163249305,14.37613163249305,10,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182",10,True,relay_cascade,
16,"top_20,top_50,top_100",1,20260708,L171->L061,L171,L061,True,True,33.88157185629734,33.88157185629734,0.0,1.0000000000000004,"L018,L060,L061,L115,L128,L134,L140,L155,L158,L171,L178,L182",12,14.37719322165947,14.37719322165947,10,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182",10,True,relay_cascade,
17,"top_20,top_50,top_100",1,20260708,L053->L061,L053,L061,True,True,33.88157185629734,33.88157185629734,0.0,1.0000000000000002,"L018,L053,L060,L061,L102,L115,L128,L134,L140,L155,L158,L178,L182",13,14.376604233074511,14.376604233074511,11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
18,"top_20,top_50,top_100",1,20260708,L057->L061,L057,L061,True,True,33.88157185629734,33.88157185629734,0.0,1.0000000000000002,"L018,L057,L060,L061,L102,L115,L128,L134,L140,L155,L158,L178,L182",13,14.377039245954032,14.377039245954032,11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
19,"top_20,top_50,top_100",1,20260708,L084->L061,L084,L061,True,True,33.88157185629734,33.88157185629734,0.0,1.0000000000000002,"L018,L060,L061,L084,L102,L115,L128,L134,L140,L155,L158,L178,L182",13,14.378240778268106,14.378240778268106,11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",11,True,relay_cascade,
20,"top_20,top_50,top_100",1,20260708,L170->L061,L170,L061,True,True,33.88157185629734,33.88157185629734,0.0,1.0,"L018,L060,L061,L115,L128,L134,L140,L155,L158,L170,L178,L182",12,14.377193221659486,14.377193221659486,10,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182",10,True,relay_cascade,
21,"top_50,top_100",1,20260708,L169->L016,L169,L016,True,True,31.514792047850804,31.514792047850804,0.0,1.0000000000000024,"L016,L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L169,L178,L182",14,14.393246754855586,14.393246754855586,12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",12,True,relay_cascade,
22,"top_50,top_100",1,20260708,L095->L016,L095,L016,True,True,31.514792047850804,31.514792047850804,0.0,1.0000000000000009,"L016,L018,L046,L060,L095,L102,L115,L128,L134,L140,L155,L158,L178,L182",14,14.395497299263802,14.395497299263802,12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",12,True,relay_cascade,
23,"top_50,top_100",1,20260708,L116->L016,L116,L016,True,True,31.514792047850804,31.514792047850804,0.0,1.0000000000000002,"L016,L018,L046,L060,L102,L115,L116,L128,L134,L140,L155,L158,L178,L182",14,14.126586246199247,14.126586246199247,10,"L018,L046,L060,L102,L134,L140,L155,L158,L178,L182",12,True,relay_cascade,
24,"top_50,top_100",1,20260708,L050->L016,L050,L016,True,True,31.514792047850804,31.514792047850804,0.0,1.0,"L016,L018,L045,L046,L050,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",15,1.1720099607843235,1.1720099607843235,0,,13,False,island_only,
25,"top_50,top_100",1,20260708,L081->L016,L081,L016,True,True,31.514792047850804,31.514792047850804,0.0,1.0,"L016,L018,L046,L060,L081,L102,L115,L128,L134,L140,L155,L158,L178,L182",14,14.391261624639355,14.391261624639355,12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",12,True,relay_cascade,
26,"top_50,top_100",1,20260708,L096->L047,L096,L047,True,True,31.300605334860517,31.300605334860517,0.0,1.0000000000000204,"L018,L046,L047,L056,L057,L058,L060,L096,L102,L109,L111,L115,L128,L134,L140,L155,L158,L178,L182",19,1.8479906533749644,1.8479906533749644,1,L046,17,True,relay_cascade,
27,"top_50,top_100",1,20260708,L086->L047,L086,L047,True,True,31.300605334860517,31.300605334860517,0.0,1.0000000000000002,"L018,L046,L047,L060,L086,L102,L115,L128,L134,L140,L155,L158,L178,L182",14,14.397931106173369,14.397931106173369,12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",12,True,relay_cascade,
28,"top_50,top_100",1,20260708,L119->L047,L119,L047,True,True,31.300605334860517,31.300605334860517,0.0,1.0000000000000002,"L018,L046,L047,L060,L102,L115,L119,L128,L134,L140,L155,L158,L178,L182",14,14.127605439787509,14.127605439787509,11,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182",12,True,relay_cascade,
29,"top_50,top_100",1,20260708,L015->L047,L015,L047,True,True,31.300605334860517,31.300605334860517,0.0,1.0,"L015,L018,L046,L047,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",14,14.397031336732024,14.397031336732024,12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",12,True,relay_cascade,
30,"top_50,top_100",1,20260708,L062->L047,L062,L047,True,True,31.300605334860517,31.300605334860517,0.0,1.0,"L018,L046,L047,L060,L062,L102,L115,L128,L134,L140,L155,L158,L178,L182",14,14.395782562462704,14.395782562462704,12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",12,True,relay_cascade,
