scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,error
1,20260708,L001->L002,L001,L002,True,False,0.0,0.0,0.0,0.04841919041126072,"L001,L002",2,
1,20260708,L001->L003,L001,L003,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L003",2,
1,20260708,L001->L004,L001,L004,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L004",2,
1,20260708,L001->L005,L001,L005,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L005",2,
1,20260708,L001->L006,L001,L006,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L006",2,
1,20260708,L001->L007,L001,L007,True,False,0.0,0.0,0.0,0.040426072377503786,"L001,L007",2,
1,20260708,L001->L008,L001,L008,True,False,0.0,0.0,0.0,0.045886311639977626,"L001,L008",2,
1,20260708,L001->L009,L001,L009,True,False,0.0,0.0,0.0,0.046756711413985096,"L001,L009",2,
1,20260708,L001->L010,L001,L010,True,False,0.0,0.0,0.0,0.04398372208985786,"L001,L010",2,
1,20260708,L001->L011,L001,L011,True,False,0.0,0.0,0.0,0.05555555555555558,"L001,L011",2,
1,20260708,L001->L012,L001,L012,True,False,0.0,0.0,0.0,0.05555555555555558,"L001,L012",2,
1,20260708,L001->L013,L001,L013,True,True,20.67354040745169,20.67354040745169,0.0,0.055555555555555566,"L001,L013",2,
1,20260708,L001->L014,L001,L014,True,False,0.0,0.0,0.0,0.03864941684771626,"L001,L014",2,
1,20260708,L001->L015,L001,L015,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L015",2,
1,20260708,L001->L016,L001,L016,True,False,0.0,0.0,0.0,0.037222327839373674,"L001,L016",2,
1,20260708,L001->L017,L001,L017,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L017",2,
1,20260708,L001->L018,L001,L018,True,False,0.0,0.0,0.0,0.037232709422628664,"L001,L018",2,
1,20260708,L001->L019,L001,L019,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L019",2,
1,20260708,L001->L020,L001,L020,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L020",2,
1,20260708,L001->L021,L001,L021,True,False,0.0,0.0,0.0,0.05555555555555558,"L001,L021",2,
1,20260708,L001->L022,L001,L022,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L022",2,
1,20260708,L001->L023,L001,L023,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L023",2,
1,20260708,L001->L024,L001,L024,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L024",2,
1,20260708,L001->L025,L001,L025,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L025",2,
1,20260708,L001->L026,L001,L026,True,False,0.0,0.0,0.0,0.05555555555555558,"L001,L026",2,
1,20260708,L001->L027,L001,L027,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L027",2,
1,20260708,L001->L028,L001,L028,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L028",2,
1,20260708,L001->L029,L001,L029,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L029",2,
1,20260708,L001->L030,L001,L030,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L030",2,
1,20260708,L001->L031,L001,L031,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L031",2,
1,20260708,L001->L032,L001,L032,True,False,0.0,0.0,0.0,0.04601085286068037,"L001,L032",2,
1,20260708,L001->L033,L001,L033,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L033",2,
1,20260708,L001->L034,L001,L034,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L034",2,
1,20260708,L001->L035,L001,L035,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L035",2,
1,20260708,L001->L036,L001,L036,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L036",2,
1,20260708,L001->L037,L001,L037,True,False,0.0,0.0,0.0,0.06265708476077113,"L001,L037",2,
1,20260708,L001->L038,L001,L038,True,False,0.0,0.0,0.0,0.04871515046563291,"L001,L038",2,
1,20260708,L001->L039,L001,L039,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L039",2,
1,20260708,L001->L040,L001,L040,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L040",2,
1,20260708,L001->L041,L001,L041,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L041",2,
1,20260708,L001->L042,L001,L042,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L042",2,
1,20260708,L001->L043,L001,L043,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L043",2,
1,20260708,L001->L044,L001,L044,True,False,0.0,0.0,0.0,0.038683759961476764,"L001,L044",2,
1,20260708,L001->L045,L001,L045,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L045",2,
1,20260708,L001->L046,L001,L046,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L046",2,
1,20260708,L001->L047,L001,L047,True,False,0.0,0.0,0.0,0.04769472589987627,"L001,L047",2,
1,20260708,L001->L048,L001,L048,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L048",2,
1,20260708,L001->L049,L001,L049,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L049",2,
1,20260708,L001->L050,L001,L050,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L050",2,
