path,score,first_probability,second_probability,rank,used_measured_state,initial_offline_lines,simulation_initial_source
L03->L25,0.32340341806411743,0.5678359270095825,0.5695367455482483,1,False,,seed_initial_dcopf_case
L03->L26,0.32340341806411743,0.5678359270095825,0.5695367455482483,2,False,,seed_initial_dcopf_case
L03->L32,0.31136199831962585,0.5678359270095825,0.5483309030532837,3,False,,seed_initial_dcopf_case
L03->L33,0.31136199831962585,0.5678359270095825,0.5483309030532837,4,False,,seed_initial_dcopf_case
L03->L02,0.3097459673881531,0.5678359270095825,0.5454849600791931,5,False,,seed_initial_dcopf_case
L03->L38,0.3043754994869232,0.5678359270095825,0.536027193069458,6,False,,seed_initial_dcopf_case
L03->L30,0.30216801166534424,0.5678359270095825,0.5321396589279175,7,False,,seed_initial_dcopf_case
L03->L06,0.2982899844646454,0.5678359270095825,0.5253101587295532,8,False,,seed_initial_dcopf_case
L03->L01,0.29712018370628357,0.5678359270095825,0.5232500433921814,9,False,,seed_initial_dcopf_case
L02->L03,0.2958414852619171,0.5046653747558594,0.5862131714820862,10,False,,seed_initial_dcopf_case
L03->L08,0.29566705226898193,0.5678359270095825,0.5206909775733948,11,False,,seed_initial_dcopf_case
L04->L01,0.29442381858825684,0.5227208733558655,0.5632524490356445,12,False,,seed_initial_dcopf_case
L03->L09,0.29254552721977234,0.5678359270095825,0.51519376039505,13,False,,seed_initial_dcopf_case
L03->L24,0.2900286912918091,0.5678359270095825,0.5107614398002625,14,False,,seed_initial_dcopf_case
L12->L03,0.28969764709472656,0.4883880317211151,0.5931710600852966,15,False,,seed_initial_dcopf_case
L03->L27,0.28912416100502014,0.5678359270095825,0.5091685056686401,16,False,,seed_initial_dcopf_case
L09->L03,0.28859618306159973,0.4883880317211151,0.5909157395362854,17,False,,seed_initial_dcopf_case
L03->L23,0.28824785351753235,0.5678359270095825,0.5076252222061157,18,False,,seed_initial_dcopf_case
L03->L14,0.28805652260780334,0.5678359270095825,0.5072882771492004,19,False,,seed_initial_dcopf_case
L03->L12,0.28726276755332947,0.5678359270095825,0.505890429019928,20,False,,seed_initial_dcopf_case
L16->L03,0.2867479622364044,0.4942590892314911,0.5801571607589722,21,False,,seed_initial_dcopf_case
L31->L03,0.2854759991168976,0.4958113729953766,0.5757754445075989,22,False,,seed_initial_dcopf_case
L11->L03,0.28520894050598145,0.49028706550598145,0.5817182660102844,23,False,,seed_initial_dcopf_case
L03->L07,0.28503093123435974,0.5678359270095825,0.501960039138794,24,False,,seed_initial_dcopf_case
L03->L04,0.28454411029815674,0.5678359270095825,0.5011026859283447,25,False,,seed_initial_dcopf_case
L24->L03,0.2835446298122406,0.4883880317211151,0.5805724263191223,26,False,,seed_initial_dcopf_case
L28->L03,0.28320661187171936,0.4883880317211151,0.5798803567886353,27,False,,seed_initial_dcopf_case
L21->L03,0.28298842906951904,0.48999303579330444,0.5775356292724609,28,False,,seed_initial_dcopf_case
L19->L25,0.28296196460723877,0.4918419122695923,0.5753108263015747,29,False,,seed_initial_dcopf_case
L19->L26,0.28296196460723877,0.4918419122695923,0.5753108263015747,30,False,,seed_initial_dcopf_case
L32->L03,0.28290408849716187,0.4883880317211151,0.5792608857154846,31,False,,seed_initial_dcopf_case
L33->L03,0.28290408849716187,0.4883880317211151,0.5792608857154846,32,False,,seed_initial_dcopf_case
L38->L03,0.28283920884132385,0.4883880317211151,0.5791280269622803,33,False,,seed_initial_dcopf_case
L34->L03,0.28273317217826843,0.4883880317211151,0.5789109468460083,34,False,,seed_initial_dcopf_case
L35->L03,0.28273317217826843,0.4883880317211151,0.5789109468460083,35,False,,seed_initial_dcopf_case
L36->L03,0.2827201783657074,0.4883880317211151,0.5788843035697937,36,False,,seed_initial_dcopf_case
L37->L03,0.2827201783657074,0.4883880317211151,0.5788843035697937,37,False,,seed_initial_dcopf_case
L14->L25,0.28264617919921875,0.49195563793182373,0.5745359063148499,38,False,,seed_initial_dcopf_case
