method,budget_type,budget_label,K,search_budget_ratio,critical_hit_count,relay_cascade_hit_count,recall_critical,recall_relay_cascade,precision_at_k,captured_total_load_shed_mw,captured_total_load_shed_ratio,captured_relay_cascade_load_shed_mw,captured_relay_cascade_load_shed_ratio
LODF_yP,fixed,50,50,0.0014530659691950015,6,6,0.0032275416890801506,0.003616636528028933,0.12,171.90924397381463,0.0027884076385466623,171.90924397381463,0.0030627717600372685
LODF_yP,fixed,100,100,0.002906131938390003,16,16,0.008606777837547068,0.009644364074743821,0.16,419.8260212430487,0.006809675020577045,419.8260212430487,0.007479709946184598
LODF_yP,percent,0.5%,172,0.004998546934030805,23,23,0.01237224314147391,0.013863773357444244,0.13372093023255813,575.7604032071115,0.009338966708037877,575.7604032071115,0.010257870157110448
LODF_yP,fixed,200,200,0.005812263876780006,29,29,0.015599784830554062,0.017480409885473176,0.145,747.0663066639322,0.012117588024061437,747.0663066639322,0.013309892673800358
LODF_yP,percent,1%,344,0.00999709386806161,49,49,0.026358257127487898,0.029535864978902954,0.14244186046511628,1313.4443427903718,0.021304370571255823,1313.4443427903718,0.023400604577679455
LODF_yP,fixed,500,500,0.014530659691950014,59,59,0.03173749327595481,0.03556359252561784,0.118,1584.0070811959429,0.025692960672851022,1584.007081195943,0.02822100803796783
LODF_yP,percent,2%,688,0.01999418773612322,78,78,0.04195804195804196,0.04701627486437613,0.11337209302325581,2005.1749248401102,0.03252440036265913,2005.17492484011,0.035724624178270506
LODF_yP,fixed,1000,1000,0.02906131938390003,129,113,0.06939214631522324,0.06811332127787824,0.129,3334.9770563730303,0.05409409804504111,2835.608172190097,0.05051980005006366
LODF_yP,percent,5%,1720,0.04998546934030805,189,171,0.10166756320602474,0.10307414104882459,0.10988372093023256,4910.1007784299345,0.07964296858110448,4358.897362736898,0.07765904519669127
LODF_yP,fixed,2000,2000,0.05812263876780006,212,194,0.11403980634749865,0.11693791440626884,0.106,5553.712216846463,0.09008249474998238,5002.508801153426,0.08912576387017558
LODF_yP,percent,10%,3441,0.1,380,344,0.20441097364174288,0.20735382760699217,0.1104330136588201,10336.932250918337,0.16766742835533888,9228.655473198167,0.1644196944448788
LODF_yP,fixed,5000,5000,0.14530659691950015,497,453,0.2673480365788058,0.2730560578661845,0.0994,13917.095118043166,0.2257384968747991,12635.421870567643,0.22511537126663525
