path,rank,score,used_measured_state,initial_offline_lines,simulation_initial_source,total_load_shed_mw,critical,final_outage_labels
L03->L25,1,0.33532553911209106,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L03->L26,2,0.33532553911209106,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L03->L32,3,0.32537204027175903,False,,seed_initial_dcopf_case,0.0,False,"L03,L32"
L03->L33,4,0.32537201046943665,False,,seed_initial_dcopf_case,0.0,False,"L03,L33"
L03->L30,5,0.31403833627700806,False,,seed_initial_dcopf_case,0.0,False,"L03,L30"
L03->L02,6,0.31382688879966736,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L03->L38,7,0.3130877912044525,False,,seed_initial_dcopf_case,0.0,False,"L03,L38"
L03->L06,8,0.3031943142414093,False,,seed_initial_dcopf_case,0.0,False,"L03,L06"
L02->L03,9,0.30285489559173584,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L03->L01,10,0.30196863412857056,False,,seed_initial_dcopf_case,0.0,False,"L01,L03"
L03->L08,11,0.30157509446144104,False,,seed_initial_dcopf_case,0.0,False,"L03,L08"
L03->L24,12,0.300266832113266,False,,seed_initial_dcopf_case,0.0,False,"L03,L24"
L04->L01,13,0.2969961166381836,False,,seed_initial_dcopf_case,0.0,False,"L01,L04"
L03->L27,14,0.29590296745300293,False,,seed_initial_dcopf_case,0.0,False,"L03,L27"
L03->L12,15,0.2946718633174896,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L03->L09,16,0.2931310534477234,False,,seed_initial_dcopf_case,84.46507773498566,True,"L03,L09"
L25->L03,17,0.2919372022151947,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L26->L03,18,0.2919372022151947,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L03->L14,19,0.291596919298172,False,,seed_initial_dcopf_case,0.0,False,"L03,L14"
L38->L32,20,0.2915894091129303,False,,seed_initial_dcopf_case,0.0,False,"L32,L38"
L38->L33,21,0.2915894091129303,False,,seed_initial_dcopf_case,0.0,False,"L33,L38"
L03->L23,22,0.29151713848114014,False,,seed_initial_dcopf_case,0.0,False,"L03,L23"
L20->L25,23,0.29097455739974976,False,,seed_initial_dcopf_case,0.0,False,"L20,L25"
L20->L26,24,0.29097455739974976,False,,seed_initial_dcopf_case,0.0,False,"L20,L26"
L12->L03,25,0.2894575595855713,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L03->L07,26,0.28940120339393616,False,,seed_initial_dcopf_case,0.0,False,"L03,L07"
L03->L04,27,0.2893000543117523,False,,seed_initial_dcopf_case,0.0,False,"L03,L04"
L03->L21,28,0.2890593409538269,False,,seed_initial_dcopf_case,0.0,False,"L03,L21"
L19->L25,29,0.28839683532714844,False,,seed_initial_dcopf_case,0.0,False,"L19,L25"
L19->L26,30,0.28839683532714844,False,,seed_initial_dcopf_case,0.0,False,"L19,L26"
L03->L31,31,0.2880212664604187,False,,seed_initial_dcopf_case,0.0,False,"L03,L31"
L22->L25,32,0.28774353861808777,False,,seed_initial_dcopf_case,0.0,False,"L22,L25"
L22->L26,33,0.28774353861808777,False,,seed_initial_dcopf_case,0.0,False,"L22,L26"
L09->L03,34,0.2869980037212372,False,,seed_initial_dcopf_case,84.46507773498566,True,"L03,L09"
