path,rank,score,used_measured_state,initial_offline_lines,simulation_initial_source,total_load_shed_mw,critical,final_outage_labels
L03->L25,1,0.31853675842285156,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L03->L26,2,0.31853675842285156,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L03->L32,3,0.307060182094574,False,,seed_initial_dcopf_case,0.0,False,"L03,L32"
L03->L33,4,0.307060182094574,False,,seed_initial_dcopf_case,0.0,False,"L03,L33"
L03->L02,5,0.30395743250846863,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L03->L01,6,0.3015269935131073,False,,seed_initial_dcopf_case,0.0,False,"L01,L03"
L03->L38,7,0.2999226748943329,False,,seed_initial_dcopf_case,0.0,False,"L03,L38"
L03->L30,8,0.2975354492664337,False,,seed_initial_dcopf_case,0.0,False,"L03,L30"
L02->L03,9,0.29248717427253723,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L03->L08,10,0.29202571511268616,False,,seed_initial_dcopf_case,0.0,False,"L03,L08"
L03->L06,11,0.29169780015945435,False,,seed_initial_dcopf_case,0.0,False,"L03,L06"
L12->L03,12,0.29104819893836975,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L04->L01,13,0.2893373966217041,False,,seed_initial_dcopf_case,0.0,False,"L01,L04"
L19->L25,14,0.28795963525772095,False,,seed_initial_dcopf_case,0.0,False,"L19,L25"
L19->L26,15,0.28795960545539856,False,,seed_initial_dcopf_case,0.0,False,"L19,L26"
L16->L03,16,0.28792399168014526,False,,seed_initial_dcopf_case,0.0,False,"L03,L16"
L03->L04,17,0.28600168228149414,False,,seed_initial_dcopf_case,0.0,False,"L03,L04"
L03->L24,18,0.28516533970832825,False,,seed_initial_dcopf_case,0.0,False,"L03,L24"
L09->L03,19,0.28484582901000977,False,,seed_initial_dcopf_case,81.67119941970442,True,"L03,L09"
L14->L25,20,0.28481876850128174,False,,seed_initial_dcopf_case,0.0,False,"L14,L25"
L14->L26,21,0.28481876850128174,False,,seed_initial_dcopf_case,0.0,False,"L14,L26"
L20->L25,22,0.2847144305706024,False,,seed_initial_dcopf_case,0.0,False,"L20,L25"
L20->L26,23,0.2847144305706024,False,,seed_initial_dcopf_case,0.0,False,"L20,L26"
L19->L03,24,0.28463274240493774,False,,seed_initial_dcopf_case,0.0,False,"L03,L19"
L17->L03,25,0.28418540954589844,False,,seed_initial_dcopf_case,0.0,False,"L03,L17"
L38->L32,26,0.2824995815753937,False,,seed_initial_dcopf_case,0.0,False,"L32,L38"
L38->L33,27,0.2824995815753937,False,,seed_initial_dcopf_case,0.0,False,"L33,L38"
L21->L03,28,0.2824196517467499,False,,seed_initial_dcopf_case,0.0,False,"L03,L21"
L03->L07,29,0.28153687715530396,False,,seed_initial_dcopf_case,0.0,False,"L03,L07"
L31->L03,30,0.2813965976238251,False,,seed_initial_dcopf_case,0.0,False,"L03,L31"
L11->L03,31,0.28124719858169556,False,,seed_initial_dcopf_case,0.0,False,"L03,L11"
L03->L12,32,0.2811843156814575,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L01->L02,33,0.28113317489624023,False,,seed_initial_dcopf_case,0.0,False,"L01,L02"
L20->L03,34,0.2810726761817932,False,,seed_initial_dcopf_case,0.0,False,"L03,L20"
L22->L25,35,0.2802761495113373,False,,seed_initial_dcopf_case,0.0,False,"L22,L25"
L22->L26,36,0.2802761495113373,False,,seed_initial_dcopf_case,0.0,False,"L22,L26"
L03->L21,37,0.28019940853118896,False,,seed_initial_dcopf_case,0.0,False,"L03,L21"
L03->L27,38,0.2800038754940033,False,,seed_initial_dcopf_case,0.0,False,"L03,L27"
L03->L09,39,0.27997463941574097,False,,seed_initial_dcopf_case,81.67119941970442,True,"L03,L09"
L03->L23,40,0.27980461716651917,False,,seed_initial_dcopf_case,0.0,False,"L03,L23"
