path,score,first_probability,second_probability,rank,used_measured_state,initial_offline_lines,simulation_initial_source
L03->L25,0.3325631618499756,0.5724191665649414,0.5809783935546875,1,False,,seed_initial_dcopf_case
L03->L26,0.3325631618499756,0.5724191665649414,0.5809783935546875,2,False,,seed_initial_dcopf_case
L03->L32,0.32011812925338745,0.5724191665649414,0.5592372417449951,3,False,,seed_initial_dcopf_case
L03->L33,0.32011812925338745,0.5724191665649414,0.5592372417449951,4,False,,seed_initial_dcopf_case
L03->L02,0.3108328580856323,0.5724191665649414,0.5430161356925964,5,False,,seed_initial_dcopf_case
L03->L30,0.30744391679763794,0.5724191665649414,0.5370957851409912,6,False,,seed_initial_dcopf_case
L04->L01,0.305843710899353,0.5271395444869995,0.5801949501037598,7,False,,seed_initial_dcopf_case
L02->L03,0.30483704805374146,0.5190598964691162,0.5872868299484253,8,False,,seed_initial_dcopf_case
L03->L38,0.3039306700229645,0.5724191665649414,0.5309582352638245,9,False,,seed_initial_dcopf_case
L03->L01,0.30300581455230713,0.5724191665649414,0.529342532157898,10,False,,seed_initial_dcopf_case
L03->L06,0.3001770079135895,0.5724191665649414,0.5244007110595703,11,False,,seed_initial_dcopf_case
L03->L08,0.300065279006958,0.5724191665649414,0.5242055058479309,12,False,,seed_initial_dcopf_case
L03->L24,0.29882487654685974,0.5724191665649414,0.5220385789871216,13,False,,seed_initial_dcopf_case
L38->L32,0.2954646646976471,0.4883880317211151,0.6049793362617493,14,False,,seed_initial_dcopf_case
L38->L33,0.2954646348953247,0.4883880317211151,0.6049792766571045,15,False,,seed_initial_dcopf_case
L25->L03,0.2948888838291168,0.5092171430587769,0.5791024565696716,16,False,,seed_initial_dcopf_case
L26->L03,0.2948888838291168,0.5092171430587769,0.5791024565696716,17,False,,seed_initial_dcopf_case
L03->L27,0.2934318482875824,0.5724191665649414,0.5126171112060547,18,False,,seed_initial_dcopf_case
L03->L12,0.29109781980514526,0.5724191665649414,0.508539617061615,19,False,,seed_initial_dcopf_case
L32->L03,0.291029691696167,0.5006374716758728,0.5813182592391968,20,False,,seed_initial_dcopf_case
L33->L03,0.291029691696167,0.5006374716758728,0.5813182592391968,21,False,,seed_initial_dcopf_case
L03->L04,0.28934550285339355,0.5724191665649414,0.5054783821105957,22,False,,seed_initial_dcopf_case
L20->L25,0.28923219442367554,0.4964723289012909,0.5825746655464172,23,False,,seed_initial_dcopf_case
L20->L26,0.28923219442367554,0.4964723289012909,0.5825746655464172,24,False,,seed_initial_dcopf_case
L12->L03,0.289089173078537,0.4883880317211151,0.5919252038002014,25,False,,seed_initial_dcopf_case
L03->L07,0.2888557016849518,0.5724191665649414,0.5046226978302002,26,False,,seed_initial_dcopf_case
L03->L14,0.28805387020111084,0.5724191665649414,0.5032219290733337,27,False,,seed_initial_dcopf_case
L05->L01,0.28798189759254456,0.5010196566581726,0.5747916102409363,28,False,,seed_initial_dcopf_case
L21->L03,0.28789767622947693,0.4971370995044708,0.5791112184524536,29,False,,seed_initial_dcopf_case
L03->L09,0.2878364026546478,0.5724191665649414,0.5028420090675354,30,False,,seed_initial_dcopf_case
L06->L01,0.28748977184295654,0.5055230259895325,0.5686976909637451,31,False,,seed_initial_dcopf_case
L19->L25,0.28710031509399414,0.4920761287212372,0.5834469199180603,32,False,,seed_initial_dcopf_case
L19->L26,0.28710031509399414,0.4920761287212372,0.5834469199180603,33,False,,seed_initial_dcopf_case
L38->L25,0.28662267327308655,0.4883880317211151,0.5868749022483826,34,False,,seed_initial_dcopf_case
L38->L26,0.28662267327308655,0.4883880317211151,0.5868749022483826,35,False,,seed_initial_dcopf_case
L16->L03,0.28639674186706543,0.4961106479167938,0.5772839784622192,36,False,,seed_initial_dcopf_case
L11->L03,0.28574949502944946,0.4890422224998474,0.5843043327331543,37,False,,seed_initial_dcopf_case
L09->L03,0.2857368290424347,0.4883880317211151,0.5850610733032227,38,False,,seed_initial_dcopf_case
L36->L03,0.285645991563797,0.4930136799812317,0.5793875455856323,39,False,,seed_initial_dcopf_case
L37->L03,0.285645991563797,0.4930136799812317,0.5793875455856323,40,False,,seed_initial_dcopf_case
L03->L21,0.28547558188438416,0.5724191665649414,0.49871769547462463,41,False,,seed_initial_dcopf_case
L14->L25,0.2851692736148834,0.492635041475296,0.5788651704788208,42,False,,seed_initial_dcopf_case
L14->L26,0.2851692736148834,0.492635041475296,0.5788651704788208,43,False,,seed_initial_dcopf_case
L22->L25,0.2848961651325226,0.49242761731147766,0.5785543918609619,44,False,,seed_initial_dcopf_case
L22->L26,0.2848961651325226,0.49242761731147766,0.5785543918609619,45,False,,seed_initial_dcopf_case
L03->L23,0.2848719656467438,0.5724191665649414,0.4976631999015808,46,False,,seed_initial_dcopf_case
L18->L03,0.28477680683135986,0.49132928252220154,0.5796048045158386,47,False,,seed_initial_dcopf_case
L24->L03,0.2844166159629822,0.4883880317211151,0.5823578834533691,48,False,,seed_initial_dcopf_case
L28->L03,0.284381240606308,0.4883880317211151,0.582285463809967,49,False,,seed_initial_dcopf_case
L20->L03,0.28401827812194824,0.4964723289012909,0.5720727443695068,50,False,,seed_initial_dcopf_case
L29->L03,0.28385552763938904,0.4883880317211151,0.5812090039253235,51,False,,seed_initial_dcopf_case
L02->L01,0.28378722071647644,0.5190598964691162,0.5467330813407898,52,False,,seed_initial_dcopf_case
L38->L03,0.28334832191467285,0.4883880317211151,0.5801705121994019,53,False,,seed_initial_dcopf_case
L30->L03,0.2832687795162201,0.49078369140625,0.5771764516830444,54,False,,seed_initial_dcopf_case
L34->L03,0.28311052918434143,0.4883880317211151,0.5796836018562317,55,False,,seed_initial_dcopf_case
L35->L03,0.28311052918434143,0.4883880317211151,0.5796836018562317,56,False,,seed_initial_dcopf_case
L13->L03,0.2828122675418854,0.4883880317211151,0.579072892665863,57,False,,seed_initial_dcopf_case
L19->L03,0.2825504541397095,0.4920761287212372,0.5742006897926331,58,False,,seed_initial_dcopf_case
L03->L36,0.2820117473602295,0.5724191665649414,0.49266648292541504,59,False,,seed_initial_dcopf_case
L03->L37,0.2820117473602295,0.5724191665649414,0.49266648292541504,60,False,,seed_initial_dcopf_case
L22->L03,0.2816601097583771,0.49242761731147766,0.571982741355896,61,False,,seed_initial_dcopf_case
L03->L20,0.28139227628707886,0.5724191665649414,0.49158430099487305,62,False,,seed_initial_dcopf_case
L31->L03,0.28082239627838135,0.4883880317211151,0.5749984979629517,63,False,,seed_initial_dcopf_case
L03->L16,0.28033557534217834,0.5724191665649414,0.4897382855415344,64,False,,seed_initial_dcopf_case
L07->L27,0.28022417426109314,0.49488747119903564,0.5662381649017334,65,False,,seed_initial_dcopf_case
L03->L29,0.2800329923629761,0.5724191665649414,0.48920968174934387,66,False,,seed_initial_dcopf_case
L03->L10,0.27987444400787354,0.5724191665649414,0.48893269896507263,67,False,,seed_initial_dcopf_case
L03->L31,0.2798061966896057,0.5724191665649414,0.48881345987319946,68,False,,seed_initial_dcopf_case
L03->L11,0.2797429859638214,0.5724191665649414,0.48870304226875305,69,False,,seed_initial_dcopf_case
L03->L22,0.27973827719688416,0.5724191665649414,0.48869478702545166,70,False,,seed_initial_dcopf_case
L03->L05,0.27956268191337585,0.5724191665649414,0.4883880317211151,71,False,,seed_initial_dcopf_case
