path,rank,score,used_measured_state,initial_offline_lines,simulation_initial_source,total_load_shed_mw,critical,final_outage_labels
L03->L25,1,0.3325631618499756,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L03->L26,2,0.3325631618499756,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L03->L32,3,0.32011812925338745,False,,seed_initial_dcopf_case,0.0,False,"L03,L32"
L03->L33,4,0.32011812925338745,False,,seed_initial_dcopf_case,0.0,False,"L03,L33"
L03->L02,5,0.3108328580856323,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L03->L30,6,0.30744391679763794,False,,seed_initial_dcopf_case,0.0,False,"L03,L30"
L04->L01,7,0.305843710899353,False,,seed_initial_dcopf_case,0.0,False,"L01,L04"
L02->L03,8,0.30483704805374146,False,,seed_initial_dcopf_case,0.0,False,"L02,L03"
L03->L38,9,0.3039306700229645,False,,seed_initial_dcopf_case,0.0,False,"L03,L38"
L03->L01,10,0.30300581455230713,False,,seed_initial_dcopf_case,0.0,False,"L01,L03"
L03->L06,11,0.3001770079135895,False,,seed_initial_dcopf_case,0.0,False,"L03,L06"
L03->L08,12,0.300065279006958,False,,seed_initial_dcopf_case,0.0,False,"L03,L08"
L03->L24,13,0.29882487654685974,False,,seed_initial_dcopf_case,0.0,False,"L03,L24"
L38->L32,14,0.2954646646976471,False,,seed_initial_dcopf_case,0.0,False,"L32,L38"
L38->L33,15,0.2954646348953247,False,,seed_initial_dcopf_case,0.0,False,"L33,L38"
L25->L03,16,0.2948888838291168,False,,seed_initial_dcopf_case,0.0,False,"L03,L25"
L26->L03,17,0.2948888838291168,False,,seed_initial_dcopf_case,0.0,False,"L03,L26"
L03->L27,18,0.2934318482875824,False,,seed_initial_dcopf_case,0.0,False,"L03,L27"
L03->L12,19,0.29109781980514526,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L32->L03,20,0.291029691696167,False,,seed_initial_dcopf_case,0.0,False,"L03,L32"
L33->L03,21,0.291029691696167,False,,seed_initial_dcopf_case,0.0,False,"L03,L33"
L03->L04,22,0.28934550285339355,False,,seed_initial_dcopf_case,0.0,False,"L03,L04"
L20->L25,23,0.28923219442367554,False,,seed_initial_dcopf_case,0.0,False,"L20,L25"
L20->L26,24,0.28923219442367554,False,,seed_initial_dcopf_case,0.0,False,"L20,L26"
L12->L03,25,0.289089173078537,False,,seed_initial_dcopf_case,0.0,False,"L03,L12"
L03->L07,26,0.2888557016849518,False,,seed_initial_dcopf_case,0.0,False,"L03,L07"
L03->L14,27,0.28805387020111084,False,,seed_initial_dcopf_case,0.0,False,"L03,L14"
L05->L01,28,0.28798189759254456,False,,seed_initial_dcopf_case,0.0,False,"L01,L05"
L21->L03,29,0.28789767622947693,False,,seed_initial_dcopf_case,0.0,False,"L03,L21"
L03->L09,30,0.2878364026546478,False,,seed_initial_dcopf_case,83.55274098554344,True,"L03,L09"
L06->L01,31,0.28748977184295654,False,,seed_initial_dcopf_case,0.0,False,"L01,L06"
L19->L25,32,0.28710031509399414,False,,seed_initial_dcopf_case,0.0,False,"L19,L25"
