line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L001,60,185,0.32432432432432434,0,2,0.0,60
L003,46,130,0.35384615384615387,0,2,0.0,46
L002,36,185,0.1945945945945946,0,2,0.0,36
L008,0,0,0.0,3,3,1.0,3
L016,0,0,0.0,3,3,1.0,3
L017,0,0,0.0,3,3,1.0,3
L022,0,0,0.0,3,3,1.0,3
L028,0,0,0.0,3,3,1.0,3
L029,0,0,0.0,3,3,1.0,3
L033,0,0,0.0,3,3,1.0,3
L034,0,0,0.0,3,3,1.0,3
L035,0,0,0.0,3,3,1.0,3
L047,0,0,0.0,3,3,1.0,3
L048,0,0,0.0,3,3,1.0,3
L059,0,0,0.0,3,3,1.0,3
L061,0,0,0.0,3,3,1.0,3
L068,0,0,0.0,3,3,1.0,3
L071,0,0,0.0,3,3,1.0,3
L072,0,0,0.0,3,3,1.0,3
L107,0,0,0.0,3,3,1.0,3
L116,0,0,0.0,3,3,1.0,3
L121,0,0,0.0,3,3,1.0,3
L129,0,0,0.0,3,3,1.0,3
L007,0,0,0.0,2,3,0.6666666666666666,2
L009,0,0,0.0,2,3,0.6666666666666666,2
L011,0,0,0.0,2,3,0.6666666666666666,2
L012,0,0,0.0,2,3,0.6666666666666666,2
L013,0,0,0.0,2,3,0.6666666666666666,2
L021,0,0,0.0,2,3,0.6666666666666666,2
L031,0,0,0.0,2,3,0.6666666666666666,2
L032,0,0,0.0,2,3,0.6666666666666666,2
L036,0,0,0.0,2,3,0.6666666666666666,2
L038,0,0,0.0,2,3,0.6666666666666666,2
L039,0,0,0.0,2,3,0.6666666666666666,2
L041,0,0,0.0,2,3,0.6666666666666666,2
L049,0,0,0.0,2,3,0.6666666666666666,2
L050,0,0,0.0,2,3,0.6666666666666666,2
L051,0,0,0.0,2,3,0.6666666666666666,2
L054,0,0,0.0,2,3,0.6666666666666666,2
L070,0,0,0.0,2,3,0.6666666666666666,2
L090,0,0,0.0,2,3,0.6666666666666666,2
L096,0,0,0.0,2,3,0.6666666666666666,2
L104,0,0,0.0,2,3,0.6666666666666666,2
L110,0,0,0.0,2,3,0.6666666666666666,2
L112,0,0,0.0,2,3,0.6666666666666666,2
L117,0,0,0.0,2,3,0.6666666666666666,2
L119,0,0,0.0,2,3,0.6666666666666666,2
L126,0,0,0.0,2,3,0.6666666666666666,2
L127,0,0,0.0,2,3,0.6666666666666666,2
L133,0,0,0.0,2,2,1.0,2
L143,0,0,0.0,2,2,1.0,2
L147,0,0,0.0,2,2,1.0,2
L152,0,0,0.0,2,2,1.0,2
L180,0,0,0.0,2,2,1.0,2
L181,0,0,0.0,2,2,1.0,2
L183,0,0,0.0,2,2,1.0,2
L184,0,0,0.0,2,2,1.0,2
L185,0,0,0.0,2,2,1.0,2
L004,0,0,0.0,1,3,0.3333333333333333,1
L006,0,0,0.0,1,3,0.3333333333333333,1
L010,0,0,0.0,1,3,0.3333333333333333,1
L106,0,0,0.0,1,3,0.3333333333333333,1
L108,0,0,0.0,1,3,0.3333333333333333,1
L118,0,0,0.0,1,3,0.3333333333333333,1
L131,0,0,0.0,1,3,0.3333333333333333,1
L148,0,0,0.0,1,2,0.5,1
L151,0,0,0.0,1,2,0.5,1
L161,0,0,0.0,1,2,0.5,1
L162,0,0,0.0,1,2,0.5,1
L177,0,0,0.0,1,2,0.5,1
L005,0,0,0.0,0,3,0.0,0
L014,0,0,0.0,0,3,0.0,0
L015,0,0,0.0,0,3,0.0,0
L018,0,0,0.0,0,3,0.0,0
L019,0,0,0.0,0,3,0.0,0
L020,0,0,0.0,0,3,0.0,0
L023,0,0,0.0,0,3,0.0,0
L024,0,0,0.0,0,3,0.0,0
L025,0,0,0.0,0,3,0.0,0
L026,0,0,0.0,0,3,0.0,0
L027,0,0,0.0,0,3,0.0,0
L030,0,0,0.0,0,3,0.0,0
L037,0,0,0.0,0,3,0.0,0
L040,0,0,0.0,0,3,0.0,0
L042,0,0,0.0,0,3,0.0,0
L043,0,0,0.0,0,3,0.0,0
L044,0,0,0.0,0,3,0.0,0
L045,0,0,0.0,0,3,0.0,0
L046,0,0,0.0,0,3,0.0,0
L052,0,0,0.0,0,3,0.0,0
L053,0,0,0.0,0,3,0.0,0
L055,0,0,0.0,0,3,0.0,0
L056,0,0,0.0,0,3,0.0,0
L057,0,0,0.0,0,3,0.0,0
L058,0,0,0.0,0,3,0.0,0
L060,0,0,0.0,0,3,0.0,0
L062,0,0,0.0,0,3,0.0,0
L063,0,0,0.0,0,3,0.0,0
L064,0,0,0.0,0,3,0.0,0
L065,0,0,0.0,0,3,0.0,0
L066,0,0,0.0,0,3,0.0,0
L067,0,0,0.0,0,3,0.0,0
L069,0,0,0.0,0,3,0.0,0
L073,0,0,0.0,0,3,0.0,0
L074,0,0,0.0,0,3,0.0,0
L075,0,0,0.0,0,3,0.0,0
L076,0,0,0.0,0,3,0.0,0
L077,0,0,0.0,0,3,0.0,0
L078,0,0,0.0,0,3,0.0,0
L079,0,0,0.0,0,3,0.0,0
L080,0,0,0.0,0,3,0.0,0
