top_rank,top_bucket,scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,error
1,"top_20,top_50,top_100",1,20260708,L001->L009,L001,L009,True,True,126.01555459277004,126.01555459277004,0.0,1.0000000000000138,"L001,L009,L018,L019,L020,L030,L045,L046,L060,L065,L102,L104,L109,L110,L111,L113,L115,L128,L129,L130,L131,L132,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",39,52.93559104580328,52.93559104580328,37,"L018,L019,L020,L030,L045,L046,L060,L065,L102,L104,L109,L110,L111,L113,L115,L128,L129,L130,L131,L132,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",37,True,relay_cascade,
2,"top_20,top_50,top_100",1,20260708,L003->L007,L003,L007,True,True,126.01555459277004,126.01555459277004,0.0,1.000000000000007,"L003,L007,L018,L019,L020,L030,L045,L046,L060,L065,L102,L104,L109,L110,L111,L113,L115,L128,L129,L130,L131,L132,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",39,52.935414244458414,52.935414244458414,36,"L019,L020,L030,L045,L046,L060,L065,L102,L104,L109,L110,L111,L113,L115,L128,L129,L130,L131,L132,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",37,True,relay_cascade,
3,"top_20,top_50,top_100",1,20260708,L003->L009,L003,L009,True,True,126.01555459277004,126.01555459277004,0.0,1.000000000000003,"L003,L009,L018,L019,L020,L030,L045,L046,L060,L065,L102,L104,L109,L110,L111,L113,L115,L128,L129,L130,L131,L132,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",39,52.935414244458414,52.935414244458414,36,"L019,L020,L030,L045,L046,L060,L065,L102,L104,L109,L110,L111,L113,L115,L128,L129,L130,L131,L132,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",37,True,relay_cascade,
4,"top_20,top_50,top_100",1,20260708,L001->L007,L001,L007,True,True,126.01555459277004,126.01555459277004,0.0,1.0000000000000009,"L001,L007,L018,L019,L020,L030,L045,L046,L060,L065,L102,L104,L109,L110,L111,L113,L115,L128,L129,L130,L131,L132,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",39,52.93559104580328,52.93559104580328,37,"L018,L019,L020,L030,L045,L046,L060,L065,L102,L104,L109,L110,L111,L113,L115,L128,L129,L130,L131,L132,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",37,True,relay_cascade,
5,"top_20,top_50,top_100",1,20260708,L001->L147,L001,L147,True,True,120.95979489996458,120.95979489996458,0.0,1.0,"L001,L018,L019,L044,L045,L046,L054,L060,L102,L104,L109,L110,L111,L113,L115,L128,L129,L130,L131,L134,L140,L147,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",36,12.845533054741209,12.845533054741209,34,"L018,L019,L044,L045,L046,L054,L060,L102,L104,L109,L110,L111,L113,L115,L128,L129,L130,L131,L134,L140,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",34,True,relay_cascade,
6,"top_20,top_50,top_100",1,20260708,L002->L131,L002,L131,True,True,114.18946374777678,114.18946374777678,0.0,1.0,"L001,L002,L018,L019,L030,L044,L045,L046,L054,L060,L102,L104,L109,L110,L111,L113,L115,L128,L130,L131,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",37,2.430132170184363,2.430132170184363,3,"L130,L148,L149",35,True,relay_cascade,
7,"top_20,top_50,top_100",1,20260708,L002->L129,L002,L129,True,True,95.4310507703569,95.4310507703569,0.0,1.0,"L001,L002,L018,L019,L030,L044,L045,L046,L054,L060,L102,L104,L109,L110,L111,L113,L115,L128,L129,L134,L140,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",36,1.872027277170563,1.872027277170563,2,"L148,L149",34,True,relay_cascade,
8,"top_20,top_50,top_100",1,20260708,L001->L183,L001,L183,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000122,"L001,L018,L019,L044,L045,L046,L060,L065,L102,L104,L109,L110,L111,L113,L115,L128,L134,L140,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182,L183",32,43.52000714564667,43.52000714564667,30,"L018,L019,L044,L045,L046,L060,L065,L102,L104,L109,L110,L111,L113,L115,L128,L134,L140,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L178,L179,L182",30,True,relay_cascade,
9,"top_20,top_50,top_100",1,20260708,L002->L107,L002,L107,True,True,81.35922639729833,81.35922639729833,0.0,1.0000000000000029,"L001,L002,L018,L019,L030,L044,L045,L046,L054,L060,L065,L102,L104,L107,L109,L110,L111,L113,L115,L126,L127,L128,L134,L140,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182",37,1.5521381571337756,1.5521381571337756,3,"L065,L126,L127",35,True,relay_cascade,
10,"top_20,top_50,top_100",1,20260708,L001->L107,L001,L107,True,True,81.35922639729833,81.35922639729833,0.0,1.000000000000001,"L001,L018,L019,L030,L044,L045,L046,L060,L065,L102,L104,L107,L109,L110,L111,L112,L113,L114,L115,L119,L120,L126,L127,L128,L134,L140,L143,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",42,15.694174350831435,15.694174350831435,40,"L018,L019,L030,L044,L045,L046,L060,L065,L102,L104,L109,L110,L111,L112,L113,L114,L115,L119,L120,L126,L127,L128,L134,L140,L143,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",40,True,relay_cascade,
