top_rank,top_bucket,scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,error
1,"top_20,top_50,top_100",1,20260708,L001->L107,L001,L107,True,True,294.57885700505085,293.2169065216517,1.3619504833991214,1.0000000000000004,"L001,L018,L019,L030,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L077,L078,L082,L095,L102,L104,L105,L106,L107,L109,L110,L111,L112,L113,L114,L115,L116,L119,L120,L121,L122,L126,L127,L128,L134,L140,L143,L148,L149,L150,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",60,12.691821547826107,12.691821547826107,58,"L018,L019,L030,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L077,L078,L082,L095,L102,L104,L105,L106,L109,L110,L111,L112,L113,L114,L115,L116,L119,L120,L121,L122,L126,L127,L128,L134,L140,L143,L148,L149,L150,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",58,True,relay_cascade,
2,"top_20,top_50,top_100",1,20260708,L001->L010,L001,L010,True,True,253.53679936686524,252.17484888346613,1.3619504833991214,1.0000000000000244,"L001,L010,L011,L012,L014,L015,L018,L019,L020,L022,L030,L037,L040,L044,L045,L046,L054,L056,L060,L065,L102,L104,L109,L110,L111,L112,L113,L115,L128,L129,L130,L131,L132,L134,L140,L143,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L175,L178,L179,L182",52,61.60462263118063,61.60462263118063,50,"L011,L012,L014,L015,L018,L019,L020,L022,L030,L037,L040,L044,L045,L046,L054,L056,L060,L065,L102,L104,L109,L110,L111,L112,L113,L115,L128,L129,L130,L131,L132,L134,L140,L143,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L175,L178,L179,L182",50,True,relay_cascade,
3,"top_20,top_50,top_100",1,20260708,L001->L090,L001,L090,True,True,250.75010674274407,249.38815625934492,1.3619504833991158,1.0000000000000002,"L001,L018,L019,L030,L039,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L070,L072,L073,L075,L076,L077,L078,L080,L081,L082,L084,L089,L090,L091,L092,L093,L094,L095,L102,L104,L105,L106,L109,L110,L111,L112,L113,L115,L126,L127,L128,L129,L130,L131,L132,L134,L135,L136,L140,L143,L148,L149,L150,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L175,L178,L179,L182,L186",75,68.93857588484734,68.93857588484734,73,"L018,L019,L030,L039,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L070,L072,L073,L075,L076,L077,L078,L080,L081,L082,L084,L089,L091,L092,L093,L094,L095,L102,L104,L105,L106,L109,L110,L111,L112,L113,L115,L126,L127,L128,L129,L130,L131,L132,L134,L135,L136,L140,L143,L148,L149,L150,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L175,L178,L179,L182,L186",73,True,relay_cascade,
4,"top_20,top_50,top_100",1,20260708,L001->L116,L001,L116,True,True,241.94350976159475,240.5815592781956,1.3619504833991214,1.0000000000000029,"L001,L018,L019,L030,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L073,L074,L077,L078,L082,L095,L102,L104,L105,L106,L109,L110,L111,L113,L114,L115,L116,L119,L120,L126,L127,L128,L129,L130,L131,L132,L134,L140,L143,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L175,L178,L179,L180,L182,L186",62,70.82689845227978,70.82689845227978,60,"L018,L019,L030,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L073,L074,L077,L078,L082,L095,L102,L104,L105,L106,L109,L110,L111,L113,L114,L115,L119,L120,L126,L127,L128,L129,L130,L131,L132,L134,L140,L143,L148,L149,L150,L153,L154,L155,L156,L157,L158,L160,L169,L175,L178,L179,L180,L182,L186",60,True,relay_cascade,
5,"top_20,top_50,top_100",1,20260708,L003->L107,L003,L107,True,True,227.90192353758653,224.50389765204807,3.3980258855384053,1.0000000000000029,"L003,L015,L018,L019,L030,L040,L044,L045,L046,L054,L056,L057,L060,L063,L065,L102,L104,L106,L107,L109,L110,L111,L112,L113,L114,L115,L116,L119,L120,L121,L122,L126,L127,L128,L134,L140,L143,L148,L149,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",53,7.540502027020834,7.540502027020834,48,"L030,L040,L044,L045,L046,L054,L056,L057,L060,L063,L065,L102,L104,L106,L109,L110,L111,L112,L113,L114,L115,L116,L119,L120,L121,L122,L126,L127,L128,L134,L140,L143,L148,L149,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",51,True,relay_cascade,
6,"top_20,top_50,top_100",1,20260708,L003->L090,L003,L090,True,True,227.3667039006313,224.9396185688668,2.4270853317645056,1.0000000000000004,"L003,L015,L018,L019,L030,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L073,L075,L076,L077,L078,L079,L080,L081,L082,L083,L089,L090,L091,L092,L093,L094,L095,L102,L104,L105,L106,L109,L110,L111,L112,L113,L115,L126,L127,L128,L129,L130,L131,L132,L134,L135,L136,L140,L143,L148,L149,L150,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L175,L178,L179,L182,L186",74,68.93909312576949,68.93909312576949,69,"L030,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L073,L075,L076,L077,L078,L079,L080,L081,L082,L083,L089,L091,L092,L093,L094,L095,L102,L104,L105,L106,L109,L110,L111,L112,L113,L115,L126,L127,L128,L129,L130,L131,L132,L134,L135,L136,L140,L143,L148,L149,L150,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L175,L178,L179,L182,L186",72,True,relay_cascade,
7,"top_20,top_50,top_100",1,20260708,L001->L011,L001,L011,True,True,224.1052727034857,222.62471761558615,1.480555087899507,1.0000000000000244,"L001,L010,L011,L012,L014,L015,L018,L019,L020,L022,L030,L037,L040,L044,L045,L046,L054,L056,L057,L060,L102,L104,L109,L110,L112,L113,L115,L128,L129,L130,L131,L132,L134,L140,L143,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L180,L182",50,65.89750315219894,65.89750315219894,48,"L010,L012,L014,L015,L018,L019,L020,L022,L030,L037,L040,L044,L045,L046,L054,L056,L057,L060,L102,L104,L109,L110,L112,L113,L115,L128,L129,L130,L131,L132,L134,L140,L143,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L180,L182",48,True,relay_cascade,
8,"top_20,top_50,top_100",1,20260708,L001->L125,L001,L125,True,True,198.1861535561341,196.82420307273492,1.3619504833991158,1.0000000000000075,"L001,L018,L019,L030,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L102,L104,L105,L106,L109,L110,L111,L113,L114,L115,L121,L125,L128,L134,L140,L143,L148,L149,L150,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",49,61.087740393831815,61.087740393831815,47,"L018,L019,L030,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L102,L104,L105,L106,L109,L110,L111,L113,L114,L115,L121,L128,L134,L140,L143,L148,L149,L150,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",47,True,relay_cascade,
9,"top_20,top_50,top_100",1,20260708,L003->L125,L003,L125,True,True,198.1861535561341,196.82420307273492,1.3619504833991158,1.0000000000000075,"L003,L015,L018,L019,L030,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L102,L104,L105,L106,L109,L110,L111,L113,L115,L121,L125,L128,L134,L140,L143,L148,L149,L150,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",49,61.087740393831815,61.087740393831815,44,"L030,L040,L044,L045,L046,L054,L056,L057,L060,L062,L063,L064,L065,L102,L104,L105,L106,L109,L110,L111,L113,L115,L121,L128,L134,L140,L143,L148,L149,L150,L151,L153,L154,L155,L156,L157,L158,L159,L160,L169,L178,L179,L182,L186",47,True,relay_cascade,
10,"top_20,top_50,top_100",1,20260708,L003->L004,L003,L004,True,True,194.6039762125601,193.24202572916096,1.3619504833991103,1.0000000000000244,"L001,L003,L004,L011,L012,L014,L015,L018,L019,L020,L022,L037,L040,L044,L045,L046,L054,L056,L060,L065,L102,L104,L109,L110,L111,L112,L113,L114,L115,L128,L129,L130,L131,L132,L134,L140,L143,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L175,L178,L179,L182,L186",54,60.067990790430926,60.067990790430926,49,"L001,L011,L012,L014,L020,L022,L037,L040,L044,L045,L046,L054,L056,L060,L065,L102,L104,L109,L110,L111,L112,L113,L114,L115,L128,L129,L130,L131,L132,L134,L140,L143,L148,L149,L150,L153,L154,L155,L156,L157,L158,L159,L160,L169,L175,L178,L179,L182,L186",52,True,relay_cascade,
